reaction_id	category	confidence	ec	orig_status	residual_before	balanced_before	residual_after	balanced_after	patch	equation_before	equation_after	stoichiometry_before	stoichiometry_after
rxn33871	cosubstrate:Pi	low	2.7.9.1	MI:H:-1/O:3/P:1|CI:-2	H:-1,O:+3,P:+1,charge:-2	False		True	1 Pi -> reactants; 1 H2O -> products	(1) ATP + (1) Phosphate + (1) Pyruvate <=> (1) ADP + (1) PPi + (1) Phosphoenolpyruvate	(1) ATP + (2) Phosphate + (1) Pyruvate <=> (1) ADP + (1) PPi + (1) Phosphoenolpyruvate + (1) H2O	"-1:cpd00002:0:""ATP"";-1:cpd00009:0:""Phosphate"";-1:cpd00020:0:""Pyruvate"";1:cpd00008:0:""ADP"";1:cpd00012:0:""PPi"";1:cpd00061:0:""Phosphoenolpyruvate"""	"-1:cpd00002:0:""ATP"";-2:cpd00009:0:""Phosphate"";-1:cpd00020:0:""Pyruvate"";1:cpd00008:0:""ADP"";1:cpd00012:0:""PPi"";1:cpd00061:0:""Phosphoenolpyruvate"";1:cpd00001:0:""H2O"""
rxn04553	cosubstrate:CO2	review	null	MI:C:-1/H:5|CI:1	C:-1,H:+5,charge:+1	False		True	1 CO2 -> products; 2 H2O -> reactants; 1 H+ -> reactants	(1) Premithramycin B <=> (1) Mithramycin	(1) Premithramycin B + (2) H2O + (1) H+ <=> (1) Mithramycin + (1) CO2	"-1:cpd09141:0:""Premithramycin B"";1:cpd09142:0:""Mithramycin"""	"-1:cpd09141:0:""Premithramycin B"";1:cpd09142:0:""Mithramycin"";1:cpd00011:0:""CO2"";-2:cpd00001:0:""H2O"";-1:cpd00067:0:""H+"""
rxn06830	cosubstrate:CO2	review	null	MI:C:1/H:-1/O:2|CI:-1	C:+1,H:-1,O:+2,charge:-1	False		True	1 CO2 -> reactants; 1 H+ -> products	(1) 2-Polyprenylphenol <=> (1) 4-Hydroxy-3-polyprenylbenzoate	(1) 2-Polyprenylphenol + (1) CO2 <=> (1) 4-Hydroxy-3-polyprenylbenzoate + (1) H+	"-1:cpd12780:0:""2-Polyprenylphenol"";1:cpd12785:0:""4-Hydroxy-3-polyprenylbenzoate"""	"-1:cpd12780:0:""2-Polyprenylphenol"";1:cpd12785:0:""4-Hydroxy-3-polyprenylbenzoate"";-1:cpd00011:0:""CO2"";1:cpd00067:0:""H+"""
rxn07121	cosubstrate:CO2	review	null	MI:C:-1/H:1/O:-2|CI:1	C:-1,H:+1,O:-2,charge:+1	False		True	1 CO2 -> products; 1 H+ -> reactants	(1) L-3-Cyanoalanine <=> (1) 3-Aminopropiononitrile	(1) L-3-Cyanoalanine + (1) H+ <=> (1) 3-Aminopropiononitrile + (1) CO2	"-1:cpd01651:0:""L-3-Cyanoalanine"";1:cpd03377:0:""3-Aminopropiononitrile"""	"-1:cpd01651:0:""L-3-Cyanoalanine"";1:cpd03377:0:""3-Aminopropiononitrile"";1:cpd00011:0:""CO2"";-1:cpd00067:0:""H+"""
rxn07145	cosubstrate:CO2	review	null	MI:C:-1/H:1/O:-2|CI:1	C:-1,H:+1,O:-2,charge:+1	False		True	1 CO2 -> products; 1 H+ -> reactants	(1) Tetracenomycin F1 <=> (1) Decarboxytetracenomycin F1	(1) Tetracenomycin F1 + (1) H+ <=> (1) Decarboxytetracenomycin F1 + (1) CO2	"-1:cpd09120:0:""Tetracenomycin F1"";1:cpd09127:0:""Decarboxytetracenomycin F1"""	"-1:cpd09120:0:""Tetracenomycin F1"";1:cpd09127:0:""Decarboxytetracenomycin F1"";1:cpd00011:0:""CO2"";-1:cpd00067:0:""H+"""
rxn07146	cosubstrate:CO2	review	null	MI:C:-1/H:1/O:-2|CI:1	C:-1,H:+1,O:-2,charge:+1	False		True	1 CO2 -> products; 1 H+ -> reactants	(1) Tetracenomycin D3 <=> (1) Tetracenomycin D1	(1) Tetracenomycin D3 + (1) H+ <=> (1) Tetracenomycin D1 + (1) CO2	"-1:cpd09121:0:""Tetracenomycin D3"";1:cpd09129:0:""Tetracenomycin D1"""	"-1:cpd09121:0:""Tetracenomycin D3"";1:cpd09129:0:""Tetracenomycin D1"";1:cpd00011:0:""CO2"";-1:cpd00067:0:""H+"""
rxn07147	cosubstrate:CO2	review	null	MI:C:-1/H:1/O:-2|CI:1	C:-1,H:+1,O:-2,charge:+1	False		True	1 CO2 -> products; 1 H+ -> reactants	(1) Tetracenomycin B3 <=> (1) Tetracenomycin B1	(1) Tetracenomycin B3 + (1) H+ <=> (1) Tetracenomycin B1 + (1) CO2	"-1:cpd09122:0:""Tetracenomycin B3"";1:cpd09130:0:""Tetracenomycin B1"""	"-1:cpd09122:0:""Tetracenomycin B3"";1:cpd09130:0:""Tetracenomycin B1"";1:cpd00011:0:""CO2"";-1:cpd00067:0:""H+"""
rxn07175	cosubstrate:CO2	review	null	MI:C:1/H:-1/O:2|CI:-1	C:+1,H:-1,O:+2,charge:-1	False		True	1 CO2 -> reactants; 1 H+ -> products	(1) Tetralin <=> (1) 5,6,7,8-Tetrahydro-2-naphthoic acid	(1) Tetralin + (1) CO2 <=> (1) 5,6,7,8-Tetrahydro-2-naphthoic acid + (1) H+	"-1:cpd09817:0:""Tetralin"";1:cpd09814:0:""5,6,7,8-Tetrahydro-2-naphthoic acid"""	"-1:cpd09817:0:""Tetralin"";1:cpd09814:0:""5,6,7,8-Tetrahydro-2-naphthoic acid"";-1:cpd00011:0:""CO2"";1:cpd00067:0:""H+"""
rxn07597	cosubstrate:CO2	review	null	MI:C:-1/H:1/O:-2|CI:1	C:-1,H:+1,O:-2,charge:+1	False		True	1 CO2 -> products; 1 H+ -> reactants	(1) 3,5-Dibromo-4-hydroxybenzoate <=> (1) 2,6-Dibromophenol	(1) 3,5-Dibromo-4-hydroxybenzoate + (1) H+ <=> (1) 2,6-Dibromophenol + (1) CO2	"-1:cpd02440:0:""3,5-Dibromo-4-hydroxybenzoate"";1:cpd14963:0:""2,6-Dibromophenol"""	"-1:cpd02440:0:""3,5-Dibromo-4-hydroxybenzoate"";1:cpd14963:0:""2,6-Dibromophenol"";1:cpd00011:0:""CO2"";-1:cpd00067:0:""H+"""
rxn11223	cosubstrate:CO2	review	null	MI:C:-1/H:1/O:-2|CI:1	C:-1,H:+1,O:-2,charge:+1	False		True	1 CO2 -> products; 1 H+ -> reactants	(1) NADPH + (1) H+ + (1) Dihydrodipicolinate <=> (1) NADP + (1) delta1-Piperideine-6-L-carboxylate	(1) NADPH + (2) H+ + (1) Dihydrodipicolinate <=> (1) NADP + (1) delta1-Piperideine-6-L-carboxylate + (1) CO2	"-1:cpd00005:0:""NADPH"";-1:cpd00067:0:""H+"";-1:cpd02120:0:""Dihydrodipicolinate"";1:cpd00006:0:""NADP"";1:cpd00352:0:""delta1-Piperideine-6-L-carboxylate"""	"-1:cpd00005:0:""NADPH"";-2:cpd00067:0:""H+"";-1:cpd02120:0:""Dihydrodipicolinate"";1:cpd00006:0:""NADP"";1:cpd00352:0:""delta1-Piperideine-6-L-carboxylate"";1:cpd00011:0:""CO2"""
rxn11294	cosubstrate:CO2	review	null	MI:C:1/H:1/O:3|CI:-1	C:+1,H:+1,O:+3,charge:-1	False		True	1 CO2 -> reactants; 1 H2O -> reactants; 1 H+ -> products	(1) Succinyl-CoA + (1) delta1-Piperideine-6-L-carboxylate <=> (1) CoA + (1) N-Succinyl-L-2-amino-6-oxopimelate	(1) Succinyl-CoA + (1) delta1-Piperideine-6-L-carboxylate + (1) CO2 + (1) H2O <=> (1) CoA + (1) N-Succinyl-L-2-amino-6-oxopimelate + (1) H+	"-1:cpd00078:0:""Succinyl-CoA"";-1:cpd00352:0:""delta1-Piperideine-6-L-carboxylate"";1:cpd00010:0:""CoA"";1:cpd02724:0:""N-Succinyl-L-2-amino-6-oxopimelate"""	"-1:cpd00078:0:""Succinyl-CoA"";-1:cpd00352:0:""delta1-Piperideine-6-L-carboxylate"";1:cpd00010:0:""CoA"";1:cpd02724:0:""N-Succinyl-L-2-amino-6-oxopimelate"";-1:cpd00011:0:""CO2"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn12062	cosubstrate:CO2	review	null	MI:C:-1/H:-1/O:-3|CI:1	C:-1,H:-1,O:-3,charge:+1	False		True	1 CO2 -> products; 1 H2O -> products; 1 H+ -> reactants	(1) L-Histidine + (1) Isovaleric acid <=> (1) Dolichotheline	(1) L-Histidine + (1) Isovaleric acid + (1) H+ <=> (1) Dolichotheline + (1) CO2 + (1) H2O	"-1:cpd00119:0:""L-Histidine"";-1:cpd05178:0:""Isovaleric acid"";1:cpd16504:0:""Dolichotheline"""	"-1:cpd00119:0:""L-Histidine"";-1:cpd05178:0:""Isovaleric acid"";1:cpd16504:0:""Dolichotheline"";1:cpd00011:0:""CO2"";1:cpd00001:0:""H2O"";-1:cpd00067:0:""H+"""
rxn12123	cosubstrate:CO2	review	null	MI:C:-2/H:-1/O:-6|CI:3	C:-2,H:-1,O:-6,charge:+3	False		True	2 CO2 -> products; 2 H2O -> products; 3 H+ -> reactants	(1) L-Aspartate + (1) N-Acetylanthranilate <=> (1) Vasicine	(1) L-Aspartate + (1) N-Acetylanthranilate + (3) H+ <=> (1) Vasicine + (2) CO2 + (2) H2O	"-1:cpd00041:0:""L-Aspartate"";-1:cpd03773:0:""N-Acetylanthranilate"";1:cpd07619:0:""Vasicine"""	"-1:cpd00041:0:""L-Aspartate"";-1:cpd03773:0:""N-Acetylanthranilate"";1:cpd07619:0:""Vasicine"";2:cpd00011:0:""CO2"";2:cpd00001:0:""H2O"";-3:cpd00067:0:""H+"""
rxn12262	cosubstrate:CO2	review	null	MI:C:1/H:-3|CI:1	C:+1,H:-3,charge:+1	False		True	1 CO2 -> reactants; 2 H2O -> products; 1 H+ -> reactants	(1) ATP + (1) CoA + (1) suberate <=> (1) PPi + (1) AMP + (1) 7-carboxyheptanoyl-coa	(1) ATP + (1) CoA + (1) suberate + (1) CO2 + (1) H+ <=> (1) PPi + (1) AMP + (1) 7-carboxyheptanoyl-coa + (2) H2O	"-1:cpd00002:0:""ATP"";-1:cpd00010:0:""CoA"";-1:cpd05193:0:""suberate"";1:cpd00012:0:""PPi"";1:cpd00018:0:""AMP"";1:cpd16652:0:""7-carboxyheptanoyl-coa"""	"-1:cpd00002:0:""ATP"";-1:cpd00010:0:""CoA"";-1:cpd05193:0:""suberate"";1:cpd00012:0:""PPi"";1:cpd00018:0:""AMP"";1:cpd16652:0:""7-carboxyheptanoyl-coa"";-1:cpd00011:0:""CO2"";2:cpd00001:0:""H2O"";-1:cpd00067:0:""H+"""
rxn15921	cosubstrate:CO2	review	null	MI:C:-1/H:2/O:-2|CI:1	C:-1,H:+2,O:-2,charge:+2	False		True	1 CO2 -> products; 2 H+ -> reactants	(1) 3,6-Dihydronicotinic acid <=> (1) 3,6-Dihydropyridine	(1) 3,6-Dihydronicotinic acid + (2) H+ <=> (1) 3,6-Dihydropyridine + (1) CO2	"-1:cpd16470:0:""3,6-Dihydronicotinic acid"";1:cpd17210:0:""3,6-Dihydropyridine"""	"-1:cpd16470:0:""3,6-Dihydronicotinic acid"";1:cpd17210:0:""3,6-Dihydropyridine"";1:cpd00011:0:""CO2"";-2:cpd00067:0:""H+"""
rxn28399	cosubstrate:CO2	review	null	MI:C:-1/H:1/O:-2|CI:1	C:-1,H:+1,O:-2,charge:+1	False		True	1 CO2 -> products; 1 H+ -> reactants	(1) Niacin + (1) 1-Methylpyrrolinium <=> (1) Nicotine	(1) Niacin + (1) 1-Methylpyrrolinium + (1) H+ <=> (1) Nicotine + (1) CO2	"-1:cpd00218:0:""Niacin"";-1:cpd03688:0:""1-Methylpyrrolinium"";1:cpd00554:0:""Nicotine"""	"-1:cpd00218:0:""Niacin"";-1:cpd03688:0:""1-Methylpyrrolinium"";1:cpd00554:0:""Nicotine"";1:cpd00011:0:""CO2"";-1:cpd00067:0:""H+"""
rxn30910	cosubstrate:CO2	review	null	MI:C:1/H:-1|CI:3	C:+1,H:-1,charge:+3	False		True	1 CO2 -> reactants; 2 H2O -> products; 3 H+ -> reactants	(1) NADPH + (1) O2 + (1) Gibberellin A14 <=> (1) NADP + (1) CO2 + (1) GA4	(1) NADPH + (1) O2 + (1) Gibberellin A14 + (3) H+ <=> (1) NADP + (1) GA4 + (2) H2O	"-1:cpd00005:0:""NADPH"";-1:cpd00007:0:""O2"";-1:cpd08656:0:""Gibberellin A14"";1:cpd00006:0:""NADP"";1:cpd00011:0:""CO2"";1:cpd23358:0:""GA4"""	"-1:cpd00005:0:""NADPH"";-1:cpd00007:0:""O2"";-1:cpd08656:0:""Gibberellin A14"";1:cpd00006:0:""NADP"";1:cpd23358:0:""GA4"";2:cpd00001:0:""H2O"";-3:cpd00067:0:""H+"""
rxn00666	cosubstrate:NH4	review	null	MI:N:1/O:-2|CI:1	N:+1,O:-2,charge:+1	False		True	1 NH4 -> reactants; 2 H2O -> products	(1) beta-Alanine <=> (1) 3-Aminopropiononitrile	(1) beta-Alanine + (1) NH4 <=> (1) 3-Aminopropiononitrile + (2) H2O	"-1:cpd00085:0:""beta-Alanine"";1:cpd03377:0:""3-Aminopropiononitrile"""	"-1:cpd00085:0:""beta-Alanine"";1:cpd03377:0:""3-Aminopropiononitrile"";-1:cpd00013:0:""NH4"";2:cpd00001:0:""H2O"""
rxn03803	cosubstrate:NH4	review	null	MI:H:-2/N:-1/O:1|CI:-1	H:-2,N:-1,O:+1,charge:-1	False		True	1 NH4 -> products; 1 H2O -> reactants	(1) Ornithine + (1) Streptidine 6-phosphate <=> (1) L-Arginine + (1) N-Amidino-scyllo-inosamine 4-phosphate	(1) Ornithine + (1) Streptidine 6-phosphate + (1) H2O <=> (1) L-Arginine + (1) N-Amidino-scyllo-inosamine 4-phosphate + (1) NH4	"-1:cpd00064:0:""Ornithine"";-1:cpd00825:0:""Streptidine 6-phosphate"";1:cpd00051:0:""L-Arginine"";1:cpd00950:0:""N-Amidino-scyllo-inosamine 4-phosphate"""	"-1:cpd00064:0:""Ornithine"";-1:cpd00825:0:""Streptidine 6-phosphate"";1:cpd00051:0:""L-Arginine"";1:cpd00950:0:""N-Amidino-scyllo-inosamine 4-phosphate"";1:cpd00013:0:""NH4"";-1:cpd00001:0:""H2O"""
rxn05850	cosubstrate:NH4	review	null	MI:H:-4/N:-1|CI:-1	H:-4,N:-1,charge:-1	False		True	1 NH4 -> products	(1) L-Lysine <=> (1) L-Pipecolate	(1) L-Lysine <=> (1) L-Pipecolate + (1) NH4	"-1:cpd00039:0:""L-Lysine"";1:cpd00323:0:""L-Pipecolate"""	"-1:cpd00039:0:""L-Lysine"";1:cpd00323:0:""L-Pipecolate"";1:cpd00013:0:""NH4"""
rxn07830	cosubstrate:NH4	review	null	MI:H:-3/N:-3/O:3	H:-3,N:-3,O:+3	False		True	3 NH4 -> products; 3 H2O -> reactants; 3 H+ -> reactants	(1) 2,4,6-Triaminotoluene <=> (1) 2-Methylphloroglucinol	(1) 2,4,6-Triaminotoluene + (3) H2O + (3) H+ <=> (1) 2-Methylphloroglucinol + (3) NH4	"-1:cpd15106:0:""2,4,6-Triaminotoluene"";1:cpd15107:0:""2-Methylphloroglucinol"""	"-1:cpd15106:0:""2,4,6-Triaminotoluene"";1:cpd15107:0:""2-Methylphloroglucinol"";3:cpd00013:0:""NH4"";-3:cpd00001:0:""H2O"";-3:cpd00067:0:""H+"""
rxn12152	cosubstrate:NH4	review	null	MI:N:1/O:-2|CI:2	N:+1,O:-2,charge:+1	False		True	1 NH4 -> reactants; 2 H2O -> products	(1) octanoate <=> (1) gamma-Coniceine	(1) octanoate + (1) NH4 <=> (1) gamma-Coniceine + (2) H2O	"-1:cpd03846:0:""octanoate"";1:cpd07027:0:""gamma-Coniceine"""	"-1:cpd03846:0:""octanoate"";1:cpd07027:0:""gamma-Coniceine"";-1:cpd00013:0:""NH4"";2:cpd00001:0:""H2O"""
rxn24125	cosubstrate:NH4	review	null	MI:H:1/N:1/O:-1	H:+1,N:+1,O:-1	False		True	1 NH4 -> reactants; 1 H2O -> products; 1 H+ -> products	(1) 2-hydroxy-4-carboxypyrimidine <=> (1) 2-amino-4-carboxypyrimidine	(1) 2-hydroxy-4-carboxypyrimidine + (1) NH4 <=> (1) 2-amino-4-carboxypyrimidine + (1) H2O + (1) H+	"-1:cpd21871:0:""2-hydroxy-4-carboxypyrimidine"";1:cpd21853:0:""2-amino-4-carboxypyrimidine"""	"-1:cpd21871:0:""2-hydroxy-4-carboxypyrimidine"";1:cpd21853:0:""2-amino-4-carboxypyrimidine"";-1:cpd00013:0:""NH4"";1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn26781	cosubstrate:NH4	review	null	MI:H:-2/N:-1/O:1|CI:-1	H:-2,N:-1,O:+1,charge:-1	False		True	1 NH4 -> products; 1 H2O -> reactants	(1) 4-(3-pyridyl)-4-oxobutyramide <=> (1) 3-Succinoylpyridine	(1) 4-(3-pyridyl)-4-oxobutyramide + (1) H2O <=> (1) 3-Succinoylpyridine + (1) NH4	"-1:cpd24401:0:""4-(3-pyridyl)-4-oxobutyramide"";1:cpd20823:0:""3-Succinoylpyridine"""	"-1:cpd24401:0:""4-(3-pyridyl)-4-oxobutyramide"";1:cpd20823:0:""3-Succinoylpyridine"";1:cpd00013:0:""NH4"";-1:cpd00001:0:""H2O"""
rxn31388	cosubstrate:NH4	review	null	MI:N:-1|CI:3	N:-1,charge:+3	False		True	1 NH4 -> products; 4 H+ -> reactants	(2) H2O + (2) Urea <=> (2) CO2 + (3) NH3	(2) H2O + (2) Urea + (4) H+ <=> (2) CO2 + (4) NH3	"-2:cpd00001:0:""H2O"";-2:cpd00073:0:""Urea"";2:cpd00011:0:""CO2"";3:cpd00013:0:""NH3"""	"-2:cpd00001:0:""H2O"";-2:cpd00073:0:""Urea"";2:cpd00011:0:""CO2"";4:cpd00013:0:""NH3"";-4:cpd00067:0:""H+"""
rxn39766	cosubstrate:NH4	review	null	MI:H:-2/N:-1/O:1|CI:-1	H:-2,N:-1,O:+1,charge:-1	False		True	1 NH4 -> products; 1 H2O -> reactants	(1) L-Phenylalanine <=> (1) Tropate	(1) L-Phenylalanine + (1) H2O <=> (1) Tropate + (1) NH4	"-1:cpd00066:0:""L-Phenylalanine"";1:cpd01035:0:""Tropate"""	"-1:cpd00066:0:""L-Phenylalanine"";1:cpd01035:0:""Tropate"";1:cpd00013:0:""NH4"";-1:cpd00001:0:""H2O"""
rxn46608	cosubstrate:NH4	review	null	MI:N:1/O:-1	N:+1,O:-1,charge:-1	False		True	1 NH4 -> reactants; 1 H2O -> products; 2 H+ -> products	(1) H2O + (1) 8-OH-dADP <=> (1) Phosphate + (1) H+ + (1) 8-oxo-dAMP	(1) 8-OH-dADP + (1) NH4 <=> (1) Phosphate + (3) H+ + (1) 8-oxo-dAMP	"-1:cpd00001:0:""H2O"";-1:cpd25973:0:""8-OH-dADP"";1:cpd00009:0:""Phosphate"";1:cpd00067:0:""H+"";1:cpd34577:0:""8-oxo-dAMP"""	"-1:cpd25973:0:""8-OH-dADP"";1:cpd00009:0:""Phosphate"";3:cpd00067:0:""H+"";1:cpd34577:0:""8-oxo-dAMP"";-1:cpd00013:0:""NH4"""
rxn46717	cosubstrate:NH4	review	null	MI:H:4/N:1|CI:1	H:+4,N:+1,charge:+1	False		True	1 NH4 -> reactants	(1) 2-oxooctanoate <=> (1) L-2-amino-8-hydroxyoctanoate	(1) 2-oxooctanoate + (1) NH4 <=> (1) L-2-amino-8-hydroxyoctanoate	"-1:cpd31832:0:""2-oxooctanoate"";1:cpd33965:0:""L-2-amino-8-hydroxyoctanoate"""	"-1:cpd31832:0:""2-oxooctanoate"";1:cpd33965:0:""L-2-amino-8-hydroxyoctanoate"";-1:cpd00013:0:""NH4"""
rxn48531	cosubstrate:NH4	review	null	MI:H:5/N:1|CI:2	H:+5,N:+1,charge:+2	False		True	1 NH4 -> reactants; 1 H+ -> reactants	(1) tetrahydrodipicolinate <=> (1) tabtoxinine-beta-lactam	(1) tetrahydrodipicolinate + (1) NH4 + (1) H+ <=> (1) tabtoxinine-beta-lactam	"-1:cpd02465:0:""tetrahydrodipicolinate"";1:cpd34763:0:""tabtoxinine-beta-lactam"""	"-1:cpd02465:0:""tetrahydrodipicolinate"";1:cpd34763:0:""tabtoxinine-beta-lactam"";-1:cpd00013:0:""NH4"";-1:cpd00067:0:""H+"""
rxn04187	cosubstrate:PPi	review	null	MI:H:-2/O:-7/P:-2|CI:2	H:-2,O:-7,P:-2,charge:+2	False		True	1 PPi -> products; 1 H+ -> products	(1) syn-Copalyl diphosphate <=> (1) Aphidicol-16-ene	(1) syn-Copalyl diphosphate <=> (1) Aphidicol-16-ene + (1) PPi + (1) H+	"-1:cpd08700:0:""syn-Copalyl diphosphate"";1:cpd08689:0:""Aphidicol-16-ene"""	"-1:cpd08700:0:""syn-Copalyl diphosphate"";1:cpd08689:0:""Aphidicol-16-ene"";1:cpd00012:0:""PPi"";1:cpd00067:0:""H+"""
rxn04188	cosubstrate:PPi	review	null	MI:H:-2/O:-7/P:-2|CI:2	H:-2,O:-7,P:-2,charge:+2	False		True	1 PPi -> products; 1 H+ -> products	(1) syn-Copalyl diphosphate <=> (1) Aphidicol-15-ene	(1) syn-Copalyl diphosphate <=> (1) Aphidicol-15-ene + (1) PPi + (1) H+	"-1:cpd08700:0:""syn-Copalyl diphosphate"";1:cpd08690:0:""Aphidicol-15-ene"""	"-1:cpd08700:0:""syn-Copalyl diphosphate"";1:cpd08690:0:""Aphidicol-15-ene"";1:cpd00012:0:""PPi"";1:cpd00067:0:""H+"""
rxn04194	cosubstrate:PPi	review	null	MI:H:-2/O:-7/P:-2|CI:2	H:-2,O:-7,P:-2,charge:+2	False		True	1 PPi -> products; 1 H+ -> products	(1) Geranylgeranyl diphosphate <=> (1) Cembrene	(1) Geranylgeranyl diphosphate <=> (1) Cembrene + (1) PPi + (1) H+	"-1:cpd00289:0:""Geranylgeranyl diphosphate"";1:cpd08691:0:""Cembrene"""	"-1:cpd00289:0:""Geranylgeranyl diphosphate"";1:cpd08691:0:""Cembrene"";1:cpd00012:0:""PPi"";1:cpd00067:0:""H+"""
rxn06073	cosubstrate:PPi	review	null	MI:H:-2/O:-7/P:-2|CI:2	H:-2,O:-7,P:-2,charge:+2	False		True	1 PPi -> products; 1 H+ -> products	(1) Geranyldiphosphate <=> (1) Camphene	(1) Geranyldiphosphate <=> (1) Camphene + (1) PPi + (1) H+	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd03746:0:""Camphene"""	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd03746:0:""Camphene"";1:cpd00012:0:""PPi"";1:cpd00067:0:""H+"""
rxn06150	cosubstrate:PPi	review	null	MI:O:-6/P:-2|CI:2	O:-6,P:-2,charge:+2	False		True	1 PPi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) Farnesyldiphosphate <=> (1) Polyprenol	(1) Farnesyldiphosphate + (1) H2O <=> (1) Polyprenol + (1) PPi + (1) H+	"-1:cpd00350:0:""Farnesyldiphosphate"";1:cpd12823:0:""Polyprenol"""	"-1:cpd00350:0:""Farnesyldiphosphate"";1:cpd12823:0:""Polyprenol"";1:cpd00012:0:""PPi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn11884	cosubstrate:PPi	review	null	MI:H:-2/O:-7/P:-2|CI:2	H:-2,O:-7,P:-2,charge:+2	False		True	1 PPi -> products; 1 H+ -> products	(1) Farnesyldiphosphate <=> (1) Humulene	(1) Farnesyldiphosphate <=> (1) Humulene + (1) PPi + (1) H+	"-1:cpd00350:0:""Farnesyldiphosphate"";1:cpd06578:0:""Humulene"""	"-1:cpd00350:0:""Farnesyldiphosphate"";1:cpd06578:0:""Humulene"";1:cpd00012:0:""PPi"";1:cpd00067:0:""H+"""
rxn11903	cosubstrate:PPi	review	null	MI:O:-6/P:-2|CI:2	O:-6,P:-2,charge:+2	False		True	1 PPi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) Geranyldiphosphate <=> (1) Nerol	(1) Geranyldiphosphate + (1) H2O <=> (1) Nerol + (1) PPi + (1) H+	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd06761:0:""Nerol"""	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd06761:0:""Nerol"";1:cpd00012:0:""PPi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn11905	cosubstrate:PPi	review	null	MI:H:-2/O:-7/P:-2|CI:2	H:-2,O:-7,P:-2,charge:+2	False		True	1 PPi -> products; 1 H+ -> products	(1) Geranyldiphosphate <=> (1) Car-3-ene	(1) Geranyldiphosphate <=> (1) Car-3-ene + (1) PPi + (1) H+	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd06730:0:""Car-3-ene"""	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd06730:0:""Car-3-ene"";1:cpd00012:0:""PPi"";1:cpd00067:0:""H+"""
rxn11906	cosubstrate:PPi	review	null	MI:O:-6/P:-2|CI:2	O:-6,P:-2,charge:+2	False		True	1 PPi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) Geranyldiphosphate <=> (1) Geraniol	(1) Geranyldiphosphate + (1) H2O <=> (1) Geraniol + (1) PPi + (1) H+	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd01062:0:""Geraniol"""	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd01062:0:""Geraniol"";1:cpd00012:0:""PPi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn11909	cosubstrate:PPi	review	null	MI:O:-6/P:-2|CI:2	O:-6,P:-2,charge:+2	False		True	1 PPi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) Geranyldiphosphate <=> (1) (R)-(+)-Citronellal	(1) Geranyldiphosphate + (1) H2O <=> (1) (R)-(+)-Citronellal + (1) PPi + (1) H+	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd06739:0:""(R)-(+)-Citronellal"""	"-1:cpd00283:0:""Geranyldiphosphate"";1:cpd06739:0:""(R)-(+)-Citronellal"";1:cpd00012:0:""PPi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn28850	cosubstrate:PPi	review	null	MI:H:-4/O:-7/P:-2	H:-4,O:-7,P:-2	False		True	1 PPi -> products; 3 H+ -> products	(1) syn-CDP <=> (1) endo-stemarene	(1) syn-CDP <=> (1) endo-stemarene + (1) PPi + (3) H+	"-1:cpd28877:0:""syn-CDP"";1:cpd28880:0:""endo-stemarene"""	"-1:cpd28877:0:""syn-CDP"";1:cpd28880:0:""endo-stemarene"";1:cpd00012:0:""PPi"";3:cpd00067:0:""H+"""
rxn28866	cosubstrate:PPi	review	null	MI:H:-4/O:-7/P:-2	H:-4,O:-7,P:-2	False		True	1 PPi -> products; 3 H+ -> products	(1) syn-CDP <=> (1) 9beta-hydroxy-pimara-7,15-diene	(1) syn-CDP <=> (1) 9beta-hydroxy-pimara-7,15-diene + (1) PPi + (3) H+	"-1:cpd28877:0:""syn-CDP"";1:cpd28881:0:""9beta-hydroxy-pimara-7,15-diene"""	"-1:cpd28877:0:""syn-CDP"";1:cpd28881:0:""9beta-hydroxy-pimara-7,15-diene"";1:cpd00012:0:""PPi"";3:cpd00067:0:""H+"""
