reaction_id	category	confidence	ec	orig_status	residual_before	balanced_before	residual_after	balanced_after	patch	equation_before	equation_after	stoichiometry_before	stoichiometry_after
rxn31537	cosubstrate:PPi	review	null	MI:H:-2/O:-14/P:-4|CI:6	H:-2,O:-14,P:-4,charge:+6	False		True	2 PPi -> products	(2) Geranylgeranyl diphosphate <=> (2) H+ + (1) Phytoene	(2) Geranylgeranyl diphosphate <=> (2) H+ + (1) Phytoene + (2) PPi	"-2:cpd00289:0:""Geranylgeranyl diphosphate"";2:cpd00067:0:""H+"";1:cpd03205:0:""Phytoene"""	"-2:cpd00289:0:""Geranylgeranyl diphosphate"";2:cpd00067:0:""H+"";1:cpd03205:0:""Phytoene"";2:cpd00012:0:""PPi"""
rxn11371	cosubstrate:Pi	review	null	MI:H:1/O:4/P:1|CI:-2	H:+1,O:+4,P:+1,charge:-2	False		True	1 Pi -> reactants	(1) M_trehalose_methoxy_mycolate_phosphate_1_cyclopropanated_ring <=> (1) Phosphate + (1) M_trehalose_methoxy_mycolate__1_cyclopropanated_ring	(1) M_trehalose_methoxy_mycolate_phosphate_1_cyclopropanated_ring <=> (1) M_trehalose_methoxy_mycolate__1_cyclopropanated_ring	"-1:cpd16273:0:""M_trehalose_methoxy_mycolate_phosphate_1_cyclopropanated_ring"";1:cpd00009:0:""Phosphate"";1:cpd16254:0:""M_trehalose_methoxy_mycolate__1_cyclopropanated_ring"""	"-1:cpd16273:0:""M_trehalose_methoxy_mycolate_phosphate_1_cyclopropanated_ring"";1:cpd16254:0:""M_trehalose_methoxy_mycolate__1_cyclopropanated_ring"""
rxn11372	cosubstrate:Pi	review	null	MI:H:1/O:4/P:1|CI:-2	H:+1,O:+4,P:+1,charge:-2	False		True	1 Pi -> reactants	(1) M_trehalose_keto_mycolate_phosphate_1_cyclopropanated_rings <=> (1) Phosphate + (1) M_trehalose_keto_mycolate__1_cyclopropanated_rings	(1) M_trehalose_keto_mycolate_phosphate_1_cyclopropanated_rings <=> (1) M_trehalose_keto_mycolate__1_cyclopropanated_rings	"-1:cpd16274:0:""M_trehalose_keto_mycolate_phosphate_1_cyclopropanated_rings"";1:cpd00009:0:""Phosphate"";1:cpd16255:0:""M_trehalose_keto_mycolate__1_cyclopropanated_rings"""	"-1:cpd16274:0:""M_trehalose_keto_mycolate_phosphate_1_cyclopropanated_rings"";1:cpd16255:0:""M_trehalose_keto_mycolate__1_cyclopropanated_rings"""
rxn11373	cosubstrate:Pi	review	null	MI:H:1/O:4/P:1|CI:-2	H:+1,O:+4,P:+1,charge:-2	False		True	1 Pi -> reactants	(1) M_trehalose_keto_mycolate_phosphate_2_cyclopropanated_rings <=> (1) Phosphate + (1) M_trehalose_keto_mycolate__2_cyclopropanated_rings	(1) M_trehalose_keto_mycolate_phosphate_2_cyclopropanated_rings <=> (1) M_trehalose_keto_mycolate__2_cyclopropanated_rings	"-1:cpd16275:0:""M_trehalose_keto_mycolate_phosphate_2_cyclopropanated_rings"";1:cpd00009:0:""Phosphate"";1:cpd16256:0:""M_trehalose_keto_mycolate__2_cyclopropanated_rings"""	"-1:cpd16275:0:""M_trehalose_keto_mycolate_phosphate_2_cyclopropanated_rings"";1:cpd16256:0:""M_trehalose_keto_mycolate__2_cyclopropanated_rings"""
rxn34104	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Valine <=> (1) ADP + (1) Valine	(1) ATP + (1) Valine + (1) H2O <=> (1) ADP + (1) Valine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15141:0:""Valine"";1:cpd00008:0:""ADP"";1:cpd15141:1:""Valine"""	"-1:cpd00002:0:""ATP"";-1:cpd15141:0:""Valine"";1:cpd00008:0:""ADP"";1:cpd15141:1:""Valine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34105	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Valine <=> (1) ADP + (1) Valine	(1) ATP + (1) Valine + (1) H2O <=> (1) ADP + (1) Valine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15141:1:""Valine"";1:cpd00008:0:""ADP"";1:cpd15141:0:""Valine"""	"-1:cpd00002:0:""ATP"";-1:cpd15141:1:""Valine"";1:cpd00008:0:""ADP"";1:cpd15141:0:""Valine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34107	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Alanine <=> (1) ADP + (1) Alanine	(1) ATP + (1) Alanine + (1) H2O <=> (1) ADP + (1) Alanine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd01003:1:""Alanine"";1:cpd00008:0:""ADP"";1:cpd01003:0:""Alanine"""	"-1:cpd00002:0:""ATP"";-1:cpd01003:1:""Alanine"";1:cpd00008:0:""ADP"";1:cpd01003:0:""Alanine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34108	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Glycine <=> (1) ADP + (1) Glycine	(1) ATP + (1) Glycine + (1) H2O <=> (1) ADP + (1) Glycine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd00033:0:""Glycine"";1:cpd00008:0:""ADP"";1:cpd00033:1:""Glycine"""	"-1:cpd00002:0:""ATP"";-1:cpd00033:0:""Glycine"";1:cpd00008:0:""ADP"";1:cpd00033:1:""Glycine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34109	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Glycine <=> (1) ADP + (1) Glycine	(1) ATP + (1) Glycine + (1) H2O <=> (1) ADP + (1) Glycine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd00033:1:""Glycine"";1:cpd00008:0:""ADP"";1:cpd00033:0:""Glycine"""	"-1:cpd00002:0:""ATP"";-1:cpd00033:1:""Glycine"";1:cpd00008:0:""ADP"";1:cpd00033:0:""Glycine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34112	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Aspartate <=> (1) ADP + (1) Aspartate	(1) ATP + (1) Aspartate + (1) H2O <=> (1) ADP + (1) Aspartate + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd19181:0:""Aspartate"";1:cpd00008:0:""ADP"";1:cpd19181:1:""Aspartate"""	"-1:cpd00002:0:""ATP"";-1:cpd19181:0:""Aspartate"";1:cpd00008:0:""ADP"";1:cpd19181:1:""Aspartate"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34113	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Aspartate <=> (1) ADP + (1) Aspartate	(1) ATP + (1) Aspartate + (1) H2O <=> (1) ADP + (1) Aspartate + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd19181:1:""Aspartate"";1:cpd00008:0:""ADP"";1:cpd19181:0:""Aspartate"""	"-1:cpd00002:0:""ATP"";-1:cpd19181:1:""Aspartate"";1:cpd00008:0:""ADP"";1:cpd19181:0:""Aspartate"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34114	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Glutamine <=> (1) ADP + (1) Glutamine	(1) ATP + (1) Glutamine + (1) H2O <=> (1) ADP + (1) Glutamine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd00253:0:""Glutamine"";1:cpd00008:0:""ADP"";1:cpd00253:1:""Glutamine"""	"-1:cpd00002:0:""ATP"";-1:cpd00253:0:""Glutamine"";1:cpd00008:0:""ADP"";1:cpd00253:1:""Glutamine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34115	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Glutamine <=> (1) ADP + (1) Glutamine	(1) ATP + (1) Glutamine + (1) H2O <=> (1) ADP + (1) Glutamine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd00253:1:""Glutamine"";1:cpd00008:0:""ADP"";1:cpd00253:0:""Glutamine"""	"-1:cpd00002:0:""ATP"";-1:cpd00253:1:""Glutamine"";1:cpd00008:0:""ADP"";1:cpd00253:0:""Glutamine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34119	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) L-Tryptophan <=> (1) ADP + (1) L-Tryptophan	(1) ATP + (1) L-Tryptophan + (1) H2O <=> (1) ADP + (1) L-Tryptophan + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd00065:1:""L-Tryptophan"";1:cpd00008:0:""ADP"";1:cpd00065:0:""L-Tryptophan"""	"-1:cpd00002:0:""ATP"";-1:cpd00065:1:""L-Tryptophan"";1:cpd00008:0:""ADP"";1:cpd00065:0:""L-Tryptophan"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34120	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Leucine <=> (1) ADP + (1) Leucine	(1) ATP + (1) Leucine + (1) H2O <=> (1) ADP + (1) Leucine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15143:0:""Leucine"";1:cpd00008:0:""ADP"";1:cpd15143:1:""Leucine"""	"-1:cpd00002:0:""ATP"";-1:cpd15143:0:""Leucine"";1:cpd00008:0:""ADP"";1:cpd15143:1:""Leucine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34121	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Leucine <=> (1) ADP + (1) Leucine	(1) ATP + (1) Leucine + (1) H2O <=> (1) ADP + (1) Leucine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15143:1:""Leucine"";1:cpd00008:0:""ADP"";1:cpd15143:0:""Leucine"""	"-1:cpd00002:0:""ATP"";-1:cpd15143:1:""Leucine"";1:cpd00008:0:""ADP"";1:cpd15143:0:""Leucine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34122	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) L-Threonine <=> (1) ADP + (1) L-Threonine	(1) ATP + (1) L-Threonine + (1) H2O <=> (1) ADP + (1) L-Threonine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd00161:0:""L-Threonine"";1:cpd00008:0:""ADP"";1:cpd00161:1:""L-Threonine"""	"-1:cpd00002:0:""ATP"";-1:cpd00161:0:""L-Threonine"";1:cpd00008:0:""ADP"";1:cpd00161:1:""L-Threonine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34123	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Isoleucine <=> (1) ADP + (1) Isoleucine	(1) ATP + (1) Isoleucine + (1) H2O <=> (1) ADP + (1) Isoleucine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15139:0:""Isoleucine"";1:cpd00008:0:""ADP"";1:cpd15139:1:""Isoleucine"""	"-1:cpd00002:0:""ATP"";-1:cpd15139:0:""Isoleucine"";1:cpd00008:0:""ADP"";1:cpd15139:1:""Isoleucine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34124	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Isoleucine <=> (1) ADP + (1) Isoleucine	(1) ATP + (1) Isoleucine + (1) H2O <=> (1) ADP + (1) Isoleucine + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15139:1:""Isoleucine"";1:cpd00008:0:""ADP"";1:cpd15139:0:""Isoleucine"""	"-1:cpd00002:0:""ATP"";-1:cpd15139:1:""Isoleucine"";1:cpd00008:0:""ADP"";1:cpd15139:0:""Isoleucine"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34125	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Proline <=> (1) ADP + (1) Proline	(1) ATP + (1) Proline + (1) H2O <=> (1) ADP + (1) Proline + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15140:0:""Proline"";1:cpd00008:0:""ADP"";1:cpd15140:1:""Proline"""	"-1:cpd00002:0:""ATP"";-1:cpd15140:0:""Proline"";1:cpd00008:0:""ADP"";1:cpd15140:1:""Proline"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
rxn34126	cosubstrate:Pi	review	null	MI:O:-3/P:-1|CI:1	O:-3,P:-1,charge:+1	False		True	1 Pi -> products; 1 H2O -> reactants; 1 H+ -> products	(1) ATP + (1) Proline <=> (1) ADP + (1) Proline	(1) ATP + (1) Proline + (1) H2O <=> (1) ADP + (1) Proline + (1) Pi + (1) H+	"-1:cpd00002:0:""ATP"";-1:cpd15140:1:""Proline"";1:cpd00008:0:""ADP"";1:cpd15140:0:""Proline"""	"-1:cpd00002:0:""ATP"";-1:cpd15140:1:""Proline"";1:cpd00008:0:""ADP"";1:cpd15140:0:""Proline"";1:cpd00009:0:""Pi"";-1:cpd00001:0:""H2O"";1:cpd00067:0:""H+"""
