id	status	bucket	n_species	n_generic	elem_imbalance	charge_imbalance	is_transport
rxn09588	OK	A_no_formula	4	2	"{""C"": 0.05999999999999994, ""H"": 0.09999999999999987, ""O"": 0.08000000000000002, ""P"": 0.01}"	0.0	0
rxn09589	OK	A_no_formula	4	2	"{""C"": 0.05999999999999994, ""H"": 0.10000000000000009, ""O"": 0.08000000000000002, ""P"": 0.01}"	0.0	0
rxn09590	OK	A_no_formula	4	2	"{""C"": 0.05999999999999994, ""H"": 0.09999999999999987, ""O"": 0.07999999999999999, ""P"": 0.01}"	0.0	0
rxn09591	OK	A_no_formula	4	2	"{""C"": 0.05999999999999994, ""H"": 0.10000000000000009, ""O"": 0.07999999999999999, ""P"": 0.01}"	0.0	0
rxn09592	OK	A_no_formula	4	2	"{""C"": 0.05999999999999994, ""H"": 0.09999999999999987, ""O"": 0.07999999999999999, ""P"": 0.01}"	0.0	0
rxn09593	OK	A_no_formula	4	2	"{""C"": 0.05999999999999994, ""H"": 0.10000000000000009, ""O"": 0.07999999999999999, ""P"": 0.01}"	0.0	0
rxn09594	MI:C:-43.560/H:-88.110/N:-0.990/O:-4.950	A_no_formula	4	2	"{""C"": -43.5, ""H"": -88.01, ""N"": -0.99, ""O"": -4.87, ""P"": 0.01}"	0.0	0
rxn09595	MI:C:-41.580/H:-84.150/N:-0.990/O:-4.950	A_no_formula	4	2	"{""C"": -41.52, ""H"": -84.05, ""N"": -0.99, ""O"": -4.87, ""P"": 0.01}"	0.0	0
rxn09596	MI:C:-43.560/H:-88.110/N:-0.990/O:-3.960	A_no_formula	4	2	"{""C"": -43.5, ""H"": -88.01, ""N"": -0.99, ""O"": -3.88, ""P"": 0.01}"	0.0	0
rxn09597	MI:C:-41.580/H:-84.150/N:-0.990/O:-3.960	A_no_formula	4	2	"{""C"": -41.52, ""H"": -84.05, ""N"": -0.99, ""O"": -3.88, ""P"": 0.01}"	0.0	0
rxn09598	MI:C:-43.560/H:-88.110/N:-0.990/O:-2.970	A_no_formula	4	2	"{""C"": -43.5, ""H"": -88.01, ""N"": -0.99, ""O"": -2.89, ""P"": 0.01}"	0.0	0
rxn09599	MI:C:-41.580/H:-84.150/N:-0.990/O:-2.970	A_no_formula	4	2	"{""C"": -41.52, ""H"": -84.05, ""N"": -0.99, ""O"": -2.89, ""P"": 0.01}"	0.0	0
rxn09600	OK	OK	7	0		0.0	0
rxn09601	OK	OK	7	0		0.0	0
rxn09602	OK	OK	5	0		0.0	0
rxn09603	OK	OK	5	0		0.0	0
rxn09604	OK	OK	7	0		0.0	0
rxn09605	OK	OK	7	0		0.0	0
rxn09606	OK	OK	5	0		0.0	0
rxn09607	OK	OK	5	0		0.0	0
rxn09608	OK	OK	7	0		0.0	0
rxn09609	OK	OK	7	0		0.0	0
rxn09611	MI:R:-2	A_no_formula	3	1	"{""C"": 6.0, ""H"": 10.0, ""O"": 5.0}"	0.0	0
rxn09614	OK	OK	5	0		0.0	0
rxn09615	OK	OK	5	0		0.0	0
rxn09616	OK	OK	5	0		0.0	0
rxn09617	OK	OK	8	0		0.0	0
rxn09619	OK	OK	7	0		0.0	0
rxn09621	OK	OK	7	0		0.0	0
rxn09622	OK	OK	7	0		0.0	0
rxn09623	OK	OK	5	0		0.0	0
rxn09625	OK	OK	5	0		0.0	0
rxn09626	OK	OK	5	0		0.0	0
rxn09629	OK	OK	5	0		0.0	0
rxn09630	CI:-3	E_charge_only	12	0		-2.0	0
rxn09631	CI:-3	E_charge_only	12	0		-2.0	0
rxn09632	OK	OK	5	0		0.0	0
rxn09633	CI:-1	E_charge_only	5	0		-2.0	0
rxn09637	OK	OK	7	0		0.0	0
rxn09638	OK	OK	7	0		0.0	0
rxn09639	OK	OK	2	0		0.0	1
rxn09640	OK	OK	2	0		0.0	1
rxn09642	OK	OK	2	0		0.0	1
rxn09645	OK	OK	2	0		0.0	1
rxn09646	OK	OK	2	0		0.0	1
rxn09647	OK	OK	4	0		0.0	1
rxn09648	OK	OK	2	0		0.0	1
rxn09649	OK	OK	2	0		0.0	1
rxn09651	OK	OK	2	0		0.0	1
rxn09653	OK	OK	4	0		0.0	1
rxn09655	OK	OK	4	0		0.0	1
rxn09657	OK	OK	4	0		0.0	1
rxn09658	OK	OK	4	0		0.0	1
rxn09659	OK	OK	2	0		0.0	1
rxn09660	OK	OK	4	0		0.0	1
rxn09661	OK	OK	2	0		0.0	1
rxn09663	OK	OK	4	0		0.0	1
rxn09664	OK	A_no_formula	4	2		0.0	1
rxn09665	OK	OK	2	0		0.0	1
rxn09667	OK	OK	2	0		0.0	1
rxn09670	OK	OK	4	0		0.0	1
rxn09672	OK	OK	4	0		0.0	1
rxn09673	OK	OK	4	0		0.0	1
rxn09678	OK	OK	4	0		0.0	1
rxn09680	OK	OK	2	0		0.0	1
rxn09681	OK	OK	4	0		0.0	1
rxn09686	OK	OK	2	0		0.0	1
rxn09689	OK	OK	4	0		0.0	1
rxn09690	OK	OK	4	0		0.0	1
rxn09693	OK	OK	4	0		0.0	1
rxn09694	OK	OK	5	0		0.0	1
rxn09696	OK	OK	4	0		0.0	1
rxn09697	OK	OK	2	0		0.0	1
rxn09699	OK	OK	4	0		0.0	1
rxn09701	OK	OK	4	0		0.0	1
rxn09702	OK	OK	4	0		0.0	1
rxn09703	OK	A_no_formula	2	2		0.0	1
rxn09704	OK	A_no_formula	2	2		0.0	1
rxn09705	OK	OK	4	0		0.0	1
rxn09711	OK	OK	2	0		0.0	1
rxn09713	OK	OK	4	0		0.0	1
rxn09716	OK	OK	2	0		0.0	1
rxn09719	OK	OK	2	0		0.0	1
rxn09721	OK	OK	2	0		0.0	1
rxn09722	OK	OK	4	0		0.0	1
rxn09726	OK	A_no_formula	2	2		0.0	1
rxn09728	OK	OK	2	0		0.0	1
rxn09729	OK	OK	2	0		0.0	1
rxn09730	OK	OK	4	0		0.0	1
rxn09731	OK	OK	4	0		0.0	1
rxn09732	OK	OK	2	0		0.0	1
rxn09733	OK	OK	4	0		0.0	1
rxn09737	OK	OK	2	0		0.0	1
rxn09739	OK	OK	4	0		0.0	1
rxn09741	OK	OK	2	0		0.0	1
rxn09742	OK	OK	2	0		0.0	1
rxn09743	OK	OK	2	0		0.0	1
rxn09750	OK	OK	4	0		0.0	1
rxn09753	OK	OK	4	0		0.0	1
rxn09755	OK	OK	4	0		0.0	1
rxn09756	OK	A_no_formula	2	2		0.0	1
rxn09757	OK	A_no_formula	2	2		0.0	1
rxn09758	OK	A_no_formula	2	2		0.0	1
rxn09759	OK	A_no_formula	2	2		0.0	1
rxn09760	OK	A_no_formula	2	2		0.0	1
rxn09761	OK	A_no_formula	2	2		0.0	1
rxn09762	OK	A_no_formula	2	2		0.0	1
rxn09763	OK	A_no_formula	2	2		0.0	1
rxn09765	OK	OK	2	0		0.0	1
rxn09766	OK	OK	2	0		0.0	1
rxn09767	OK	OK	4	0		0.0	1
rxn09768	OK	OK	2	0		0.0	1
rxn09769	OK	OK	2	0		0.0	1
rxn09770	OK	OK	2	0		0.0	1
rxn09771	OK	OK	2	0		0.0	1
rxn09774	OK	OK	4	0		0.0	1
rxn09777	OK	OK	4	0		0.0	1
rxn09778	OK	OK	4	0		0.0	1
rxn09779	OK	OK	4	0		0.0	1
rxn09780	OK	OK	6	0		0.0	1
rxn09784	OK	OK	2	0		0.0	1
rxn09785	OK	OK	2	0		0.0	1
rxn09788	OK	OK	2	0		0.0	1
rxn09789	OK	OK	2	0		0.0	1
rxn09790	OK	OK	2	0		0.0	1
rxn09791	OK	OK	2	0		0.0	1
rxn09792	OK	OK	2	0		0.0	1
rxn09793	OK	OK	2	0		0.0	1
rxn09794	OK	OK	2	0		0.0	1
rxn09796	OK	OK	2	0		0.0	1
rxn09797	OK	OK	2	0		0.0	1
rxn09798	OK	OK	2	0		0.0	1
rxn09799	OK	OK	2	0		0.0	1
rxn09800	OK	OK	2	0		0.0	1
rxn09801	OK	OK	2	0		0.0	1
rxn09802	OK	OK	4	0		0.0	1
rxn09803	OK	OK	2	0		0.0	1
rxn09804	OK	OK	2	0		0.0	1
rxn09805	OK	OK	2	0		0.0	1
rxn09806	OK	OK	2	0		0.0	1
rxn09807	OK	OK	2	0		0.0	1
rxn09809	OK	A_no_formula	2	2		0.0	1
rxn09810	OK	A_no_formula	2	2		0.0	1
rxn09817	OK	OK	2	0		0.0	1
rxn09818	OK	OK	2	0		0.0	1
rxn09819	OK	OK	2	0		0.0	1
rxn09820	OK	OK	2	0		0.0	1
rxn09822	OK	OK	2	0		0.0	1
rxn09823	OK	OK	2	0		0.0	1
rxn09824	OK	OK	2	0		0.0	1
rxn09830	OK	OK	2	0		0.0	1
rxn09836	OK	OK	4	0		0.0	1
rxn09837	OK	OK	4	0		0.0	1
rxn09839	OK	OK	2	0		0.0	1
rxn09841	OK	OK	2	0		0.0	1
rxn09842	OK	OK	2	0		0.0	1
rxn09843	OK	OK	7	0		0.0	1
rxn09844	OK	OK	7	0		0.0	1
rxn09845	OK	OK	7	0		0.0	1
rxn09847	OK	OK	7	0		0.0	1
rxn09849	OK	OK	7	0		0.0	1
rxn09851	OK	OK	7	0		0.0	1
rxn09853	OK	OK	7	0		0.0	1
rxn09864	OK	OK	6	0		0.0	1
rxn09865	OK	OK	4	0		0.0	1
rxn09878	OK	OK	6	0		0.0	0
rxn09880	OK	OK	5	0		0.0	0
rxn09882	OK	OK	6	0		0.0	0
rxn09886	MI:O:3/S:2/Se:-1	F_heavy_imbalance	5	0	"{""O"": 3.0, ""S"": 2.0, ""Se"": -1.0}"	0.0	0
rxn09888	OK	OK	5	0		0.0	0
rxn09889	OK	OK	3	0		0.0	0
rxn09896	OK	OK	7	0		0.0	0
rxn09897	OK	OK	6	0		0.0	0
rxn09898	OK	OK	6	0		0.0	0
rxn09899	OK	OK	7	0		0.0	0
rxn09900	OK	OK	7	0		0.0	0
rxn09901	OK	OK	7	0		0.0	0
rxn09902	OK	OK	7	0		0.0	0
rxn09903	OK	OK	7	0		0.0	0
rxn09904	OK	OK	7	0		0.0	0
rxn09905	OK	OK	7	0		0.0	0
rxn09906	OK	OK	7	0		0.0	0
rxn09907	OK	OK	7	0		0.0	0
rxn09908	OK	OK	7	0		0.0	0
rxn09909	OK	OK	7	0		0.0	0
rxn09910	OK	OK	7	0		0.0	0
rxn09911	OK	OK	7	0		0.0	0
rxn09912	OK	OK	6	0		0.0	0
rxn09913	OK	OK	7	0		0.0	0
rxn09914	OK	OK	7	0		0.0	0
rxn09915	OK	OK	7	0		0.0	0
rxn09916	OK	OK	7	0		0.0	0
rxn09917	OK	OK	7	0		0.0	0
rxn09918	OK	OK	7	0		0.0	0
rxn09919	OK	OK	7	0		0.0	0
rxn09920	OK	OK	7	0		0.0	0
rxn09921	OK	OK	7	0		0.0	0
rxn09922	OK	OK	7	0		0.0	0
rxn09923	OK	OK	7	0		0.0	0
rxn09924	OK	OK	7	0		0.0	0
rxn09925	OK	OK	7	0		0.0	0
rxn09926	OK	OK	7	0		0.0	0
rxn09927	OK	OK	7	0		0.0	0
rxn09928	OK	OK	7	0		0.0	0
rxn09929	OK	OK	7	0		0.0	0
rxn09930	OK	OK	7	0		0.0	0
rxn09931	OK	OK	7	0		0.0	0
rxn09932	OK	OK	7	0		0.0	0
rxn09933	OK	OK	7	0		0.0	0
rxn09934	OK	OK	6	0		0.0	0
rxn09935	OK	OK	7	0		0.0	0
rxn09936	OK	OK	7	0		0.0	0
rxn09937	OK	OK	6	0		0.0	0
rxn09938	CI:-1	OK	6	0		0.0	0
rxn09940	CI:-1	A_no_formula	6	2	"{""H"": 1.0}"	0.0	0
rxn09941	OK	OK	4	0		0.0	0
rxn09942	OK	OK	4	0		0.0	0
rxn09944	OK	OK	6	0		0.0	0
rxn09948	OK	OK	5	0		0.0	0
rxn09949	OK	OK	5	0		0.0	0
rxn09950	OK	OK	4	0		0.0	0
rxn09952	OK	A_no_formula	2	2		0.0	0
rxn09953	OK	OK	7	0		0.0	0
rxn09954	OK	OK	5	0		0.0	0
rxn09956	OK	OK	6	0		0.0	0
rxn09957	OK	OK	6	0		0.0	0
rxn09958	OK	OK	6	0		0.0	0
rxn09959	OK	OK	6	0		0.0	0
rxn09960	OK	OK	6	0		0.0	0
rxn09961	OK	OK	6	0		0.0	0
rxn09963	OK	OK	6	0		0.0	0
rxn09964	OK	OK	6	0		0.0	0
rxn09967	OK	OK	6	0		0.0	0
rxn09972	OK	OK	6	0		0.0	0
rxn09973	OK	OK	6	0		0.0	0
rxn09974	OK	OK	6	0		0.0	0
rxn09975	OK	OK	6	0		0.0	0
rxn09977	OK	OK	6	0		0.0	0
rxn09978	OK	OK	4	0		0.0	0
rxn09979	OK	OK	4	0		0.0	0
rxn09983	MI:C:-12/H:-22/O:-11	F_heavy_imbalance	3	0	"{""C"": -12.0, ""H"": -22.0, ""O"": -11.0}"	0.0	0
rxn09984	MI:R:-1|CI:1	A_no_formula	4	1	"{""C"": 6.0, ""H"": 11.0, ""O"": 5.0}"	1.0	0
rxn09988	MI:R:-2	A_no_formula	3	1	"{""C"": 15.0, ""H"": 24.0, ""O"": 12.0}"	0.0	0
rxn09989	MI:C:24/H:42/O:21/R:-2	A_no_formula	3	1	"{""C"": 36.0, ""H"": 62.0, ""O"": 31.0}"	0.0	0
rxn09991	OK	OK	4	0		0.0	0
rxn09992	OK	OK	4	0		0.0	0
rxn09995	MI:R:-2	A_no_formula	3	1	"{""C"": 5.0, ""H"": 8.0, ""O"": 4.0}"	0.0	0
rxn09996	OK	OK	5	0		0.0	0
rxn09997	CI:1	OK	7	0		0.0	0
rxn10001	CI:-2	OK	4	0		0.0	0
rxn10002	MI:H:6/O:-4|CI:4	D_H_and_O	4	0	"{""H"": 6.0, ""O"": -4.0}"	6.0	0
rxn10003	OK	OK	7	0		0.0	0
rxn10005	OK	OK	6	0		0.0	0
rxn10006	CI:-2	E_charge_only	5	0		-2.0	0
rxn10007	OK	OK	4	0		0.0	0
rxn10008	OK	OK	6	0		0.0	0
rxn10010	OK	OK	5	0		0.0	0
rxn10011	OK	OK	5	0		0.0	0
rxn10012	OK	OK	5	0		0.0	0
rxn10013	OK	OK	5	0		0.0	0
rxn10014	OK	OK	5	0		0.0	0
rxn10018	MI:H:0.990/O:-2.970/P:-0.990|CI:1.980	A_no_formula	5	2	"{""H"": 1.0, ""O"": -3.0, ""P"": -1.0}"	1.98	0
rxn10019	OK	OK	7	0		0.0	0
rxn10020	OK	OK	7	0		0.0	0
rxn10021	OK	OK	7	0		0.0	0
rxn10026	OK	OK	9	0		0.0	0
rxn10029	OK	OK	9	0		0.0	0
rxn10030	OK	OK	9	0		0.0	0
rxn10034	OK	OK	9	0		0.0	0
rxn10036	OK	OK	9	0		0.0	0
rxn10038	OK	OK	9	0		0.0	0
rxn10043	OK	A_no_formula	6	2		0.0	1
rxn10044	MI:C:25/H:42	A_no_formula	6	2	"{""C"": 25.0, ""H"": 42.0}"	0.0	1
rxn10045	MI:C:25/H:42	F_heavy_imbalance	6	0	"{""C"": 25.0, ""H"": 42.0}"	0.0	1
rxn10046	MI:C:25/H:42	F_heavy_imbalance	6	0	"{""C"": 25.0, ""H"": 42.0}"	0.0	1
rxn10048	OK	OK	4	0		0.0	0
rxn10052	OK	OK	5	0		0.0	0
rxn10053	OK	OK	8	0		0.0	0
rxn10054	OK	OK	5	0		0.0	0
rxn10055	OK	OK	5	0		0.0	0
rxn10056	OK	OK	5	0		0.0	0
rxn10057	OK	OK	5	0		0.0	0
rxn10058	OK	OK	5	0		0.0	0
rxn10059	OK	OK	5	0		0.0	0
rxn10060	OK	OK	5	0		0.0	0
rxn10061	OK	OK	5	0		0.0	0
rxn10062	OK	OK	4	0		0.0	0
rxn10063	MI:R:-1|CI:-1	A_no_formula	5	1	"{""C"": 9.0, ""H"": 10.0, ""N"": 2.0, ""O"": 4.0, ""S"": 1.0}"	-1.0	0
rxn10067	OK	OK	7	0		0.0	0
rxn10073	OK	OK	7	0		0.0	1
rxn10074	OK	OK	8	0		0.0	0
rxn10075	CI:4	E_charge_only	6	0		4.0	0
rxn10076	OK	OK	3	0		0.0	0
rxn10077	OK	A_no_formula	5	2	"{""C"": 2.0, ""H"": 6.0, ""N"": 1.0, ""O"": 3.0, ""P"": 1.0}"	0.0	0
rxn10078	OK	OK	3	0		0.0	0
rxn10079	MI:C:15.860/H:31.480/R:-1	A_no_formula	9	2	"{""C"": 16.86, ""H"": 30.48, ""O"": 1.0}"	0.0	0
rxn10080	MI:C:15.860/H:31.480/R:-1	A_no_formula	9	2	"{""C"": 16.86, ""H"": 30.48, ""O"": 1.0}"	0.0	0
rxn10081	MI:C:15.860/H:31.480/R:-1	A_no_formula	9	2	"{""C"": 16.86, ""H"": 30.48, ""O"": 1.0}"	0.0	0
rxn10082	MI:C:15.860/H:31.480/R:-1	A_no_formula	9	1	"{""C"": 22.86, ""H"": 44.480000000000004, ""O"": 8.999999999999998, ""P"": 1.0}"	0.0	0
rxn10083	MI:C:15.860/H:31.480/R:-1	A_no_formula	9	1	"{""C"": 21.86, ""H"": 44.480000000000004, ""N"": 1.0, ""O"": 6.999999999999999, ""P"": 1.0}"	0.0	0
rxn10084	MI:C:15.860/H:31.480/R:-1	A_no_formula	9	1	"{""C"": 24.86, ""H"": 50.48, ""N"": 1.0, ""O"": 6.999999999999999, ""P"": 1.0}"	0.0	0
rxn10085	OK	A_no_formula	4	3	"{""C"": 5.0, ""H"": 14.0, ""N"": 1.0, ""O"": 6.0, ""P"": 1.0}"	0.0	0
rxn10086	OK	A_no_formula	4	3	"{""C"": 8.0, ""H"": 20.0, ""N"": 1.0, ""O"": 6.0, ""P"": 1.0}"	0.0	0
rxn10087	OK	A_no_formula	4	3	"{""C"": 6.0, ""H"": 14.0, ""O"": 8.0, ""P"": 1.0}"	0.0	0
rxn10088	OK	OK	11	0		0.0	0
rxn10089	CI:1	E_charge_only	5	0		2.0	0
rxn10090	CI:-1	OK	6	0		0.0	0
rxn10091	OK	OK	7	0		0.0	0
rxn10092	CI:-2	E_charge_only	4	0		-2.0	0
rxn10093	CI:2	E_charge_only	6	0		2.0	0
rxn10094	OK	OK	5	0		0.0	0
rxn10095	CI:3	E_charge_only	5	0		2.0	0
rxn10096	OK	A_no_formula	3	2	"{""C"": 3.0, ""H"": 8.0, ""O"": 3.0}"	0.0	0
rxn10097	OK	A_no_formula	9	4	"{""C"": 5.0, ""H"": -12.0, ""O"": 16.0}"	0.0	0
rxn10098	OK	A_no_formula	9	4	"{""C"": 4.0, ""H"": -10.0, ""O"": 13.0}"	0.0	0
rxn10099	CI:1	A_no_formula	9	4	"{""C"": 6.0, ""H"": -13.0, ""O"": 19.0}"	1.0	0
rxn10100	CI:2	A_no_formula	7	4	"{""C"": 1.0, ""H"": -1.0, ""O"": 2.0}"	2.0	0
rxn10101	CI:2	A_no_formula	9	4	"{""C"": 7.0, ""H"": -13.0, ""O"": 22.0}"	2.0	0
rxn10102	CI:2	A_no_formula	9	4	"{""C"": 5.0, ""H"": -9.0, ""O"": 16.0}"	2.0	0
rxn10103	CI:2	A_no_formula	9	4	"{""C"": 6.0, ""H"": -11.0, ""O"": 19.0}"	2.0	0
rxn10104	OK	OK	12	0		0.0	0
rxn10105	OK	OK	12	0		0.0	0
rxn10106	OK	OK	12	0		0.0	0
rxn10107	OK	A_no_formula	4	2	"{""H"": -1.0, ""O"": 3.0, ""P"": 1.0}"	0.0	0
rxn10109	MI:C:-31.720/H:-61/R:2|CI:-1.240	A_no_formula	8	7	"{""C"": -3.0, ""H"": -7.0, ""O"": -6.0, ""P"": -1.0}"	-1.2400000000000002	0
rxn10110	OK	A_no_formula	4	2	"{""C"": 1.0, ""H"": -1.0, ""O"": 2.0}"	0.0	0
rxn10111	OK	A_no_formula	5	2	"{""C"": 6.0, ""H"": 6.0, ""N"": 2.0, ""O"": 5.0, ""P"": 1.0}"	0.0	0
rxn10113	OK	OK	6	0		0.0	1
rxn10114	OK	OK	6	0		0.0	1
rxn10115	OK	OK	6	0		0.0	1
rxn10122	OK	OK	6	0		0.0	1
rxn10123	OK	OK	6	0		0.0	1
rxn10124	OK	OK	6	0		0.0	1
rxn10126	OK	OK	4	0		0.0	0
rxn10138	OK	OK	7	0		0.0	1
rxn10139	OK	OK	6	0		0.0	0
rxn10155	OK	OK	4	0		0.0	1
rxn10157	OK	OK	4	0		0.0	1
rxn10161	OK	OK	4	0		0.0	1
rxn10162	OK	OK	4	0		0.0	1
rxn10163	OK	OK	4	0		0.0	1
rxn10188	OK	OK	4	0		0.0	1
rxn10191	OK	OK	7	0		0.0	0
rxn10192	OK	OK	5	0		0.0	0
rxn10193	OK	OK	4	0		0.0	0
rxn10194	OK	A_no_formula	5	2	"{""C"": -151.0, ""H"": -296.0, ""N"": -2.0, ""O"": -238.0, ""P"": -46.0}"	0.0	0
rxn10195	OK	A_no_formula	5	2	"{""C"": -421.0, ""H"": -746.0, ""N"": -2.0, ""O"": -463.0, ""P"": -46.0}"	0.0	0
rxn10196	OK	A_no_formula	5	2	"{""C"": -286.0, ""H"": -521.0, ""N"": -47.0, ""O"": -283.0, ""P"": -46.0}"	0.0	0
rxn10197	OK	OK	7	0		0.0	0
rxn10198	CPDFORMERROR	A_no_formula	7	6	"{""C"": -6.090000000000001, ""H"": -10.034, ""N"": -0.435, ""O"": -5.6695, ""P"": -0.435}"	2.9638799999999996	0
rxn10199	OK	A_no_formula	4	2	"{""C"": -40.0, ""H"": -62.0, ""N"": -8.0, ""O"": -21.0}"	0.0	0
rxn10200	CPDFORMERROR	A_no_formula	37	1	"{""C"": -29.939579700000003, ""H"": -54.922743999999994, ""N"": -2.0092752000000003, ""O"": -27.449759700000005, ""P"": -3.7019016}"	3.6839215999999997	0
rxn10201	CPDFORMERROR	A_no_formula	63	1	"{""C"": -52.68293169999997, ""H"": -102.86447400000002, ""N"": -0.7888354000000001, ""O"": -13.586713999999999, ""P"": -1.0027914999999996}"	0.21395610000000004	0
rxn10202	OK	OK	5	0		0.0	0
rxn10203	OK	OK	4	0		0.0	0
rxn10204	OK	OK	4	0		0.0	0
rxn10205	OK	OK	4	0		0.0	0
rxn10206	OK	OK	4	0		0.0	0
rxn10207	OK	OK	4	0		0.0	0
rxn10208	OK	OK	4	0		0.0	0
rxn10209	OK	OK	4	0		0.0	0
rxn10210	OK	OK	4	0		0.0	0
rxn10211	OK	OK	4	0		0.0	0
rxn10212	OK	OK	5	0		0.0	0
rxn10213	OK	OK	5	0		0.0	0
rxn10214	OK	OK	5	0		0.0	0
rxn10215	OK	OK	5	0		0.0	0
rxn10216	OK	OK	5	0		0.0	0
rxn10217	OK	OK	5	0		0.0	0
rxn10218	OK	OK	5	0		0.0	0
rxn10219	OK	OK	5	0		0.0	0
rxn10220	OK	OK	5	0		0.0	0
rxn10221	OK	OK	5	0		0.0	0
rxn10222	OK	OK	5	0		0.0	0
rxn10223	OK	OK	5	0		0.0	0
rxn10224	OK	OK	5	0		0.0	0
rxn10225	OK	OK	5	0		0.0	0
rxn10226	OK	OK	5	0		0.0	0
rxn10227	OK	OK	5	0		0.0	0
rxn10228	OK	OK	5	0		0.0	0
rxn10229	OK	OK	5	0		0.0	0
rxn10230	OK	OK	5	0		0.0	0
rxn10231	OK	OK	5	0		0.0	0
rxn10232	OK	OK	4	0		0.0	0
rxn10233	OK	OK	4	0		0.0	0
rxn10234	OK	OK	4	0		0.0	0
rxn10235	OK	OK	4	0		0.0	0
rxn10236	OK	OK	4	0		0.0	0
rxn10237	OK	OK	4	0		0.0	0
rxn10238	OK	OK	5	0		0.0	0
rxn10239	OK	OK	5	0		0.0	0
rxn10240	OK	OK	5	0		0.0	0
rxn10241	OK	OK	5	0		0.0	0
rxn10242	OK	OK	5	0		0.0	0
rxn10243	OK	OK	5	0		0.0	0
rxn10244	OK	OK	4	0		0.0	0
rxn10245	OK	OK	4	0		0.0	0
rxn10246	OK	OK	4	0		0.0	0
rxn10247	OK	OK	4	0		0.0	0
rxn10248	OK	OK	4	0		0.0	0
rxn10249	OK	OK	4	0		0.0	0
rxn10250	OK	OK	4	0		0.0	0
rxn10251	OK	OK	4	0		0.0	0
rxn10252	OK	OK	4	0		0.0	0
rxn10253	OK	OK	4	0		0.0	0
rxn10254	OK	OK	4	0		0.0	0
rxn10255	OK	OK	4	0		0.0	0
rxn10256	OK	OK	4	0		0.0	0
rxn10257	OK	OK	4	0		0.0	0
rxn10258	OK	OK	4	0		0.0	0
rxn10259	OK	OK	4	0		0.0	0
rxn10260	OK	OK	4	0		0.0	0
rxn10261	OK	OK	4	0		0.0	0
rxn10262	OK	OK	4	0		0.0	0
rxn10263	OK	OK	4	0		0.0	0
rxn10264	OK	OK	4	0		0.0	0
rxn10265	OK	OK	5	0		0.0	0
rxn10266	OK	OK	5	0		0.0	0
rxn10267	OK	OK	5	0		0.0	0
rxn10268	OK	OK	5	0		0.0	0
rxn10269	OK	OK	5	0		0.0	0
rxn10270	OK	OK	5	0		0.0	0
rxn10271	OK	OK	4	0		0.0	0
rxn10272	OK	OK	4	0		0.0	0
rxn10273	OK	OK	4	0		0.0	0
rxn10274	OK	OK	4	0		0.0	0
rxn10275	OK	OK	4	0		0.0	0
rxn10276	OK	OK	4	0		0.0	0
rxn10277	OK	OK	4	0		0.0	0
rxn10278	OK	OK	4	0		0.0	0
rxn10279	OK	OK	4	0		0.0	0
rxn10280	OK	OK	4	0		0.0	0
rxn10281	OK	OK	4	0		0.0	0
rxn10282	OK	OK	4	0		0.0	0
rxn10283	OK	OK	4	0		0.0	0
rxn10284	OK	OK	4	0		0.0	0
rxn10285	OK	OK	4	0		0.0	0
rxn10286	OK	OK	4	0		0.0	0
rxn10287	OK	OK	4	0		0.0	0
rxn10288	OK	OK	4	0		0.0	0
rxn10289	OK	OK	5	0		0.0	0
rxn10290	OK	OK	5	0		0.0	0
rxn10291	OK	OK	5	0		0.0	0
rxn10292	OK	OK	5	0		0.0	0
rxn10293	OK	OK	5	0		0.0	0
rxn10294	OK	OK	5	0		0.0	0
rxn10295	OK	OK	5	0		0.0	0
rxn10296	OK	OK	5	0		0.0	0
rxn10297	OK	OK	5	0		0.0	0
rxn10298	OK	OK	4	0		0.0	0
rxn10299	OK	OK	4	0		0.0	0
rxn10300	OK	OK	4	0		0.0	0
rxn10301	OK	OK	4	0		0.0	0
rxn10302	OK	OK	4	0		0.0	0
rxn10303	OK	OK	4	0		0.0	0
rxn10304	OK	OK	4	0		0.0	0
rxn10305	OK	OK	4	0		0.0	0
rxn10306	OK	OK	4	0		0.0	0
rxn10307	OK	OK	4	0		0.0	0
rxn10308	OK	OK	4	0		0.0	0
rxn10309	OK	OK	4	0		0.0	0
rxn10310	OK	OK	4	0		0.0	0
rxn10311	OK	OK	4	0		0.0	0
rxn10312	OK	OK	4	0		0.0	0
rxn10313	OK	OK	4	0		0.0	0
rxn10314	OK	OK	4	0		0.0	0
rxn10315	OK	OK	4	0		0.0	0
rxn10316	OK	OK	7	0		0.0	0
rxn10317	OK	OK	7	0		0.0	0
rxn10318	OK	OK	7	0		0.0	0
rxn10319	OK	OK	7	0		0.0	0
rxn10320	OK	OK	7	0		0.0	0
rxn10321	OK	OK	7	0		0.0	0
rxn10322	OK	OK	7	0		0.0	0
rxn10323	OK	OK	7	0		0.0	0
rxn10324	OK	OK	7	0		0.0	0
rxn10325	OK	OK	7	0		0.0	0
rxn10326	OK	OK	7	0		0.0	0
rxn10327	OK	OK	7	0		0.0	0
rxn10328	OK	OK	7	0		0.0	0
rxn10329	OK	OK	7	0		0.0	0
rxn10330	OK	OK	7	0		0.0	0
rxn10331	OK	OK	7	0		0.0	0
rxn10332	OK	OK	7	0		0.0	0
rxn10333	OK	OK	7	0		0.0	0
rxn10334	OK	OK	3	0		0.0	0
