id	class	signature	redox	ec_class	n_species	definition
rxn10650	H_O_charge	H:-1,O:-1			8	(2) H2O[0] + (1) carboxy hexacosanoyl-CoA[0] + (1) cyclopropanated methyl hydroxy keto meroacid AMP (1 cyclopropane ring
rxn10657	oxygen_only	O:-1			8	(2) H2O[0] + (1) carboxy hexacosanoyl-CoA[0] + (1) cyclopropanated methyl hydroxy methoxy meroacid AMP (1 cyclopropane r
rxn10669	oxygen_only	O:-1			8	(2) H2O[0] + (1) carboxy hexacosanoyl-CoA[0] + (1) cyclopropanated alpha meroacid AMP (2 cyclopropane rings)[0] <=> (1) 
rxn10673	skeleton:C	C:+2,O:-1			5	(1) TRHL[0] + (1) trehalose dimycolate (alpha mycolate+methoxymycolate)[0] + (1) trehalose dimycolate (alpha mycolate+ke
rxn10675	skeleton:C	C:+3,H:+4,charge:-2			5	(1) CTP[0] + (1) H+[0] + (1) 1,2-sn-glycerol 3-phosphate[0] <=> (1) PPi[0] + (1) cdp diacylglycerol (C19:0, C19:0)[0]
rxn10680	skeleton:C	C:-1,H:+1,charge:+3			5	(1) TRHL[0] + (2) ocdca[0] + (1) tri-methyl lignoceric acid[0] <=> (3) H2O[0] + (1) tri-acyl trehalose[0]
rxn10685	charge_only	charge:+2			6	(1) TRHL[0] + (1) trehalose dimycolate (alpha mycolate+methoxymycolate)[0] + (1) trehalose dimycolate (alpha mycolate+ke
rxn10697	charge_only	charge:+1			6	(1) H+[0] + (1) TRHL[0] + (1) keto mycolate (1 cyclopropanated rings)[0] + (1) mycolate (2 cyclopropanated rings)[0] <=>
rxn10698	charge_only	charge:+2	O2		14	(1) ATP[0] + (2) O2[0] + (2) L-Lysine[0] + (1) L-Threonine[0] + (1) SALC[0] + (1) (R)-3-Hydroxybutanoate[0] + (1) Octade
rxn10710	H_O_charge	H:-2,O:-1,charge:-2	NADP+NADPH+O2		16	(1) ATP[0] + (2) NADP[0] + (3.5) O2[0] + (2) L-Lysine[0] + (1) L-Serine[0] + (1) SALC[0] + (1) (R)-3-Hydroxybutanoate[0]
rxn10712	skeleton:C	C:+1,H:+2	NADP+NADPH		9	(2) NADPH[0] + (3) H+[0] + (1) D-methylmalonyl-CoA[0] + (1) di-methyl behenic acid[0] <=> (1) H2O[0] + (2) NADP[0] + (1)
rxn10724	skeleton:C	C:+176,H:+332,O:+14			4	(1) TRHL[0] + (1) trehalose dimycolate (alpha mycolate+methoxymycolate)[0] <=> (2) H2O[0] + (1) tetramycolyl hexaarabino
rxn10726	H_O_charge	H:-4,O:-1			5	(1) TRHL[0] + (1) trehalose dimycolate (alpha mycolate+methoxymycolate)[0] + (1) trehalose dimycolate (alpha mycolate+ke
rxn10729	skeleton:C	C:-3,H:-5,charge:+1			5	(1) H2O[0] + (1) cdp diacylglycerol (C19:0, C19:0)[0] <=> (1) CMP[0] + (2) H+[0] + (1) 1,2-sn-glycerol 3-phosphate[0]
rxn10730	skeleton:C	C:+4,H:+8	O2		14	(1) ATP[0] + (2) O2[0] + (2) L-Lysine[0] + (1) L-Serine[0] + (1) SALC[0] + (1) (R)-3-Hydroxybutanoate[0] + (1) Octadecen
rxn10736	skeleton:C	C:-4,H:-3,charge:+5			5	(1) TRHL[0] + (1) ocdca[0] + (4) tri-methyl lignoceric acid[0] <=> (5) H2O[0] + (1) penta-acyl trehalose[0]
rxn10739	skeleton:C	C:-1,H:-2	NADP+NADPH		9	(2) NADPH[0] + (3) H+[0] + (1) D-methylmalonyl-CoA[0] + (1) tri-methyl lignoceric acid[0] <=> (1) H2O[0] + (2) NADP[0] +
rxn10749	skeleton:C	C:+176,H:+334,O:+15			4	(1) TRHL[0] + (1) trehalose dimycolate (alpha mycolate+methoxymycolate)[0] <=> (2) H2O[0] + (1) tetramycolyl hexaarabino
rxn10758	skeleton:C	C:-2,H:-2,O:+1			6	(2) H+[0] + (1) TRHL[0] + (1) keto mycolate (2 cyclopropanated rings)[0] + (1) mycolate (2 cyclopropanated rings)[0] <=>
rxn10765	skeleton:C	C:+174,H:+330,O:+15			4	(1) TRHL[0] + (1) trehalose dimycolate (alpha mycolate+methoxymycolate)[0] <=> (2) H2O[0] + (1) tetramycolyl hexaarabino
rxn10773	skeleton:C,N	C:+3,H:+5,N:+1,O:+1			7	(1) ATP[0] + (1) D-Glutamate[0] + (1) UDP-N-glycolylmuramoyl-L-alanine[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] 
rxn10780	skeleton:C,N	C:-3,H:-5,N:-1,O:-1			7	(1) ATP[0] + (1) L-Alanine[0] + (1) UDP-N-glycolylmuramate[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) UDP-N-
rxn10789	skeleton:C	C:+4,H:+8			5	(1) Sirohydrochlorin[0] + (1) Iron(II) mycobactin T[0] <=> (4) H+[0] + (1) Siroheme[0] + (1) mycobactin T[0]
rxn10790	skeleton:C	C:+4,H:+8			5	(1) Protoporphyrin[0] + (1) Iron(II) mycobactin T[0] <=> (1) Heme[0] + (4) H+[0] + (1) mycobactin T[0]
rxn10794	skeleton:S	H:-2,S:-1,charge:-2			4	(1) Oxidized glutathione[0] + (2) mycothiol (reduced)[0] <=> (2) GSH[0] + (1) mycothiol (oxidized - dimer)[0]
rxn10797	skeleton:Fe	Fe:-1,H:-2,charge:-3			3	(1) Fe+3[0] + (1) carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)[1] <=> (1) iron(III) chelated carboxy
rxn10798	skeleton:C	C:+4,H:+8			4	(1) Iron(II) mycobactin T[0] <=> (2) H+[0] + (1) Fe+2[0] + (1) mycobactin T[0]
rxn10802	charge_only	charge:+2			4	(1) bimane[0] + (1) mycothiol (reduced)[0] <=> (2) H+[0] + (1) bimane conjugated mycothiol (mtb)[0]
rxn10808	skeleton:Fe	Fe:+1,H:+2,charge:+3			3	(1) iron(III) chelated carboxymycobactin T (R=8 carbon, final carbon is carboxyl group)[0] <=> (1) Fe+3[0] + (1) carboxy
rxn10814	skeleton:S	S:-1	NADP+NADPH		5	(1) NADP[0] + (2) mycothiol (reduced)[0] <=> (1) NADPH[0] + (1) H+[0] + (1) mycothiol (oxidized - dimer)[0]
rxn10816	charge_only	charge:+2	NH3		10	(1) L-Tyrosine[0] + (1) L-Cysteine[0] + (1) 1-Deoxy-D-xylulose[0] => (1) H2O[0] + (1) CO2[0] + (1) NH3[0] + (1) Pyruvate
rxn10846	skeleton:C	C:-10,H:-17,charge:+1			6	(1) 1-4-Dihydroxy-2-naphthoate[0] + (1) Farnesylfarnesylgeraniol[0] <=> (1) CO2[0] + (1) PPi[0] + (1) H+[0] + (1) 2-Deme
rxn10851	charge_only	charge:-2			5	(1) S-Adenosyl-L-methionine[0] + (1) H+[0] + (1) 2-Demethylmenaquinone 8[0] => (1) S-Adenosyl-homocysteine[0] + (1) Mena
rxn10944	charge_only	charge:-2			5	(1) L-Glutamine[0] + (2) H+[0] + (1) 4-methylthio 2-oxobutyrate[0] <= (1) L-Glutamate[0] + (1) L-Methionine[0]
rxn11081	skeleton:C,N,S	C:+3,N:+1,O:+1,S:-2,charge:-1			3	(1) H+[0] + (1) Cystine[0] <= (1) Cytidine[1]
rxn11089	skeleton:C	C:+1,H:+2			4	(1) Phosphate[0] + (1) Deoxyuridine[0] <= (1) Thymine[0] + (1) deoxyribose-1-phosphate[0]
rxn11092	skeleton:P	O:+3,P:+1,charge:-1			4	(1) ATP[0] + (1) ribose-5-phosphate[0] => (1) ADP[0] + (1) PRPP[0]
rxn11111	skeleton:C,N	C:+4,N:+4,O:-1			4	(1) Phosphate[0] + (1) L-Inositol[0] <= (1) HYXN[0] + (1) Ribose 1-phosphate[0]
rxn11117	charge_only	charge:+2	O2		3	(1) O2[0] + (1) L-Cysteine[0] <=> (1) cysteine-sulfinic acid[0]
rxn11118	charge_only	charge:-2			2	(1) L-Cystine[0] <= (2) L-Cysteine[0]
rxn11159	charge_only	charge:+4	NAD+NADH+NO2		5	(3) NADH[0] + (1) Nitrate[0] => (1) H2O[0] + (3) NAD[0] + (1) Nitrite[0]
rxn11180	skeleton:S	O:-3,S:-1			2	(1) S-sulfocysteine[0] <=> (1) L-Cysteine[0]
rxn11189	H_O_charge	H:+3,O:+2,charge:+1			3	(1) Urate[0] => (1) CO2[0] + (1) Allantoin[0]
rxn11199	skeleton:C,N,P	C:-10,H:-12,N:-5,O:-10,P:-2,charge:+3			3	(1) ATP[0] + (1) AMP[0] <= (1) ADP[0]
rxn11204	skeleton:C,N	C:-2,H:-1,N:-1,O:+1			4	(1) L-Tryptophan[0] + (1) 4-methylthio 2-oxobutyrate[0] => (1) L-Methionine[0] + (1) p-hydroxyphenylpyruvate[0]
rxn11219	H_O_charge	H:-1,O:-2,charge:+1	O2		4	(1) O2[0] + (1) ALCTT[0] => (1) CO2[0] + (1) DTYL[0]
rxn11221	skeleton:C,N	C:-5,H:+7,N:+1,O:-4,charge:+2			5	(1) ATP[0] + (1) Chorismate[1] <= (1) ADP[0] + (1) Phosphate[0] + (1) Choline[0]
rxn11223	skeleton:C	C:-1,H:+1,O:-2,charge:+1	NADP+NADPH		5	(1) NADPH[0] + (1) H+[0] + (1) Dihydrodipicolinate[0] <= (1) NADP[0] + (1) delta1-Piperideine-6-L-carboxylate[0]
rxn11224	oxygen_only	O:+1			4	(1) Phosphate[0] + (1) Deoxyguanosine[0] => (1) Guanine[0] + (1) Ribose 1-phosphate[0]
rxn11225	oxygen_only	O:+1			4	(1) Phosphate[0] + (1) Deoxyinosine[0] => (1) HYXN[0] + (1) Ribose 1-phosphate[0]
rxn11257	oxygen_only	O:-1	NAD+NADH+O2		5	(1) NADH[0] + (1) O2[0] + (1) H+[0] => (1) H2O[0] + (1) NAD[0]
rxn11259	oxygen_only	O:+1			4	(1) Phosphate[0] + (1) Deoxycytidine[0] => (1) Cytosine[0] + (1) Ribose 1-phosphate[0]
rxn11260	oxygen_only	O:+1			4	(1) Phosphate[0] + (1) Thymidine[0] => (1) Thymine[0] + (1) Ribose 1-phosphate[0]
rxn11269	skeleton:C	C:+6,H:+13,O:+4,charge:+1			4	(1) Phosphoenolpyruvate[0] + (1) SALC[1] <=> (1) Pyruvate[0] + (1) Salicin-6P[0]
rxn11279	skeleton:C	C:+8,H:+6,O:+1			4	(1) 5-Amino-6--5-phosphoribitylaminouracil[0] + (1) 4--1-D-Ribitylamino-5-aminouracil[0] <= (1) Phosphate[0] + (2) 6-7-D
rxn11284	charge_only	charge:-2			5	(1) S-Adenosyl-L-methionine[0] + (1) H+[0] + (1) 2dmmq7[0] <=> (1) S-Adenosyl-homocysteine[0] + (1) Menaquinol[0]
rxn11285	oxygen_only	O:+1			4	(1) Phosphate[0] + (1) Deoxyuridine[0] => (1) Uracil[0] + (1) Ribose 1-phosphate[0]
rxn11294	skeleton:C	C:+1,H:+1,O:+3,charge:-1			4	(1) Succinyl-CoA[0] + (1) delta1-Piperideine-6-L-carboxylate[0] => (1) CoA[0] + (1) N-Succinyl-L-2-amino-6-oxopimelate[0
rxn11305	H_O_charge	H:+17,O:+7,charge:-1	FAD+FADH2+NAD+NADH		11	(1) ATP[0] + (8) NAD[0] + (8) CoA[0] + (8) FAD[0] + (1) Palmitate[0] => (8) NADH[0] + (1) PPi[0] + (1) AMP[0] + (8) Acet
rxn11308	H_O_charge	H:+19,O:+8,charge:-1	FAD+FADH2+NAD+NADH		11	(1) ATP[0] + (9) NAD[0] + (9) CoA[0] + (9) FAD[0] + (1) ocdca[0] => (9) NADH[0] + (1) PPi[0] + (1) AMP[0] + (9) Acetyl-C
rxn11328	skeleton:C	C:-1,H:+6,O:-1			2	(1) 4-Hydroxyphenylacetate[0] <= (1) HPA[1]
rxn11361	charge_only	charge:+1			4	(1) methoxy mycolate (1 cyclopropanated ring)[0] + (1) M_Polyprenyl_mannose[0] <=> (1) H+[0] + (1) M_PPM_methoxy_mycolat
rxn11363	charge_only	charge:+1			4	(1) keto mycolate (2 cyclopropanated rings)[0] + (1) M_Polyprenyl_mannose[0] <=> (1) H+[0] + (1) M_PPM_keto_mycolate__2_
rxn11366	skeleton:C	C:+800			4	(1) Trehalose 6-phosphate[0] + (1) M_PPM_methoxy_mycolate__1_cyclopropanated_ring[0] <=> (1) M_Polyprenyl_mannose[0] + (
rxn11371	skeleton:P	H:+1,O:+4,P:+1,charge:-2			3	(1) M_trehalose_methoxy_mycolate_phosphate_1_cyclopropanated_ring[0] <=> (1) Phosphate[0] + (1) M_trehalose_methoxy_myco
rxn11372	skeleton:P	H:+1,O:+4,P:+1,charge:-2			3	(1) M_trehalose_keto_mycolate_phosphate_1_cyclopropanated_rings[0] <=> (1) Phosphate[0] + (1) M_trehalose_keto_mycolate_
rxn11373	skeleton:P	H:+1,O:+4,P:+1,charge:-2			3	(1) M_trehalose_keto_mycolate_phosphate_2_cyclopropanated_rings[0] <=> (1) Phosphate[0] + (1) M_trehalose_keto_mycolate_
rxn11375	skeleton:C,P	C:-800,H:+1,O:-4,P:-1,charge:+3			4	(1) M_trehalose_mycolate___2_cyclopropanated_rings[0] + (1) M_trehalose_methoxy_mycolate__1_cyclopropanated_ring[0] <=> 
rxn11376	skeleton:P	H:-1,O:-4,P:-1,charge:+3			4	(1) M_trehalose_mycolate___2_cyclopropanated_rings[0] + (1) M_trehalose_keto_mycolate__1_cyclopropanated_rings[0] <=> (1
rxn11377	skeleton:C,P	C:-2,H:-1,O:-3,P:-1,charge:+3			4	(1) M_trehalose_mycolate___2_cyclopropanated_rings[0] + (1) M_trehalose_keto_mycolate__2_cyclopropanated_rings[0] <=> (1
rxn11379	charge_only	charge:+4	NAD+NADH		5	(1) NADH[0] + (1) M_Butyrate_Coa[0] <=> (1) NAD[0] + (3) H+[0] + (1) M_Crotonyl_Coa[0]
rxn11487	charge_only	charge:-2	NH3+O2		7	(1) H2O[0] + (1) O2[0] + (2) H+[0] + (1) 4-Imidazolone-5-propanoate[0] => (1) NH3[0] + (1) Formate[0] + (1) 4-Oxoglutara
rxn11509	charge_only	charge:+4	NADP+NADPH		6	(1) H2O[0] + (1) NADPH[0] + (1) Isopentenyl-ATP[0] => (1) NADP[0] + (3) H+[0] + (1) trans-Zeatin riboside triphosphate[0
rxn11512	skeleton:C	C:+5,H:+7,O:+4,charge:-1			2	(1) Isovitexin[0] => (1) Isovitexin 2''-O-arabinoside[0]
rxn11515	skeleton:C	C:+6,H:+10,O:+5			2	(1) Naringenin[0] => (1) 8-C-Glucosylnaringenin[0]
rxn11516	charge_only	charge:+2			3	(1) 8-C-Glucosylnaringenin[0] => (4) H+[0] + (1) Vitexin[0]
rxn11517	charge_only	charge:+2			3	(1) Cholesterol[0] => (2) H+[0] + (1) Provitamin D3[0]
rxn11518	H_O_charge	H:-2,O:+2			2	(1) Provitamin D3[0] => (1) Diketol[0]
rxn11519	oxygen_only	O:+1			2	(1) 3beta,5beta-Ketodiol[0] => (1) 2,22-Dideoxyecdysone[0]
rxn11520	oxygen_only	O:+1			2	(1) 2,22-Dideoxyecdysone[0] => (1) 2-Deoxyecdysone[0]
rxn11521	oxygen_only	O:+1			2	(1) 2-Deoxyecdysone[0] => (1) Ecdysone[0]
rxn11522	oxygen_only	O:+1			2	(1) Diketol[0] => (1) 2,22-Dideoxy-3-dehydroecdysone[0]
rxn11523	charge_only	charge:-2			3	(2) H+[0] + (1) Diketol[0] <= (1) 3beta,5beta-Ketodiol[0]
rxn11524	oxygen_only	O:+1			2	(1) 2,22-Dideoxy-3-dehydroecdysone[0] => (1) 3-Dehydro-2-deoxyecdysone[0]
rxn11525	oxygen_only	O:+1			2	(1) 3-Dehydro-2-deoxyecdysone[0] => (1) 3-Dehydroecdysone[0]
rxn11528	oxygen_only	O:+1		1	2	(1) Ecdysone[0] => (1) 26-Hydroxyecdysone[0]
rxn11529	oxygen_only	O:+1		1	2	(1) 20-Hydroxyecdysone[0] => (1) 20,26-Dihydroxyecdysone[0]
rxn11531	charge_only	charge:+2			3	(1) Farnesol[0] <=> (2) H+[0] + (1) Farnesal[0]
rxn11532	H_O_charge	H:-1,O:+1,charge:-1			2	(1) Farnesal[0] <=> (1) Farnesoic acid[0]
rxn11533	skeleton:C	C:+1,H:+3,charge:+1			2	(1) Farnesoic acid[0] <= (1) Methyl farnesoate[0]
rxn11541	oxygen_only	O:+1			2	(1) Juvenile hormone III[0] => (1) 12-trans-Hydroxy juvenile hormone III[0]
rxn11542	oxygen_only	O:+1			2	(1) Farnesoic acid[0] => (1) Juvenile hormone III acid[0]
rxn11546	charge_only	charge:+4			4	(1) Glycine[0] <=> (1) CO2[0] + (4) H+[0] + (1) HCN[0]
rxn11558	H_O_charge	H:-3,O:+1,charge:-1			3	(1) UDP-xylose[0] <=> (1) UDP[0] + (1) Pentosan[0]
rxn11566	H_O_charge	H:-3,O:+1,charge:-1			3	(1) UDP-L-arabinose[0] <=> (1) UDP[0] + (1) Pentosan[0]
rxn11572	charge_only	charge:+2		2	5	(1) UDP-glucose[0] + (1) Gibberellin 1[0] <=> (1) UDP[0] + (2) H+[0] + (1) Gibberellin 2-O-beta-D-glucoside[0]
rxn11630	skeleton:C	C:-1,H:-1,O:-2,charge:+1			3	(1) H2O[0] + (1) Formylisoglutamine[0] <= (1) Isoglutamine[0]
rxn11634	oxygen_only	O:+2			2	(1) Selenocysteine[0] <=> (1) 3-Seleninoalanine[0]
rxn11664	skeleton:C	C:-1,H:-5,O:-4,charge:+1			4	(1) 2-Oxobutyrate[0] + (1) Glycolaldehyde[0] + (1) Alanine[0] <= (1) Pyridoxol[0]
rxn11675	skeleton:C	C:+2,H:+6,O:-1			3	(1) CO2[0] + (1) 1-Methylpyrrolinium[0] <= (1) Hygrine[0]
rxn11687	oxygen_only	O:+1		1	2	(1) 22alpha-Hydroxy-5alpha-campestan-3-one[0] => (1) 3-Dehydro-6-deoxoteasterone[0]
rxn11688	oxygen_only	O:+1		1	2	(1) 3-epi-6-Deoxocathasterone[0] => (1) 6-Deoxotyphasterol[0]
rxn11693	charge_only	charge:+4	NADP+NADPH		6	(1) H2O[0] + (1) NADPH[0] + (1) Isopentenyl-AMP[0] => (1) NADP[0] + (3) H+[0] + (1) trans-Zeatin riboside monophosphate[
rxn11695	charge_only	charge:-2			3	(2) H+[0] + (1) trans-Zeatin riboside monophosphate[0] <= (1) Dihydrozeatin riboside monophosphate[0]
rxn11697	charge_only	charge:+2	NADP+NADPH+O2	1	8	(1) NADPH[0] + (1) O2[0] + (1) L-Tryptophan[0] <=> (1) H2O[0] + (1) NADP[0] + (1) CO2[0] + (1) H+[0] + (1) Indole-3-acet
rxn11705	skeleton:C,N,S	C:+3,H:+5,N:+1,O:+2,S:+1			2	(1) Indole-3-acetaldoxime[0] <=> (1) S-(Indolylmethylthiohydroximoyl)-L-cysteine[0]
rxn11706	skeleton:C,N	C:+3,H:+5,N:-1,O:+3		4	2	(1) S-(Indolylmethylthiohydroximoyl)-L-cysteine[0] => (1) Indolylmethyl-desulfoglucosinolate[0]
rxn11707	skeleton:C	C:+7,H:+3,O:+1,charge:-1		2	2	(1) 3'-N-Debenzoyltaxol[0] <= (1) Paclitaxel[0]
rxn11708	skeleton:C,N	C:+9,H:+10,N:+1,O:+1,charge:+1			2	(1) Baccatin III[0] <= (1) 3'-N-Debenzoyl-2'-deoxytaxol[0]
rxn11709	oxygen_only	O:+1			2	(1) 3'-N-Debenzoyl-2'-deoxytaxol[0] => (1) 3'-N-Debenzoyltaxol[0]
rxn11748	skeleton:C	C:-6,H:-10,O:-2		3	2	(1) Capecitabine[0] <=> (1) 5'-Deoxy-5-fluorocytidine[0]
rxn11753	skeleton:C	C:-4,H:-6,O:-1		1	2	(1) Tegafur[0] => (1) 5-FU[0]
rxn11762	charge_only	charge:-2			4	(2) H+[0] + (1) Azathioprine[0] <=> (1) Mercaptopurine[0] + (1) 1-Methyl-4-nitroimidazole[0]
rxn11769	skeleton:P	H:+1,O:+3,P:+1		2	2	(1) 6-Thioinosine 5'-monophosphate[0] => (1) 6-Thioinosine-5'-diphosphate[0]
rxn11770	skeleton:P	O:+3,P:+1,charge:-1		2	2	(1) 6-Thioinosine-5'-diphosphate[0] => (1) 6-Thioinosine-5'-triphosphate[0]
rxn11783	skeleton:C,N	C:-11,H:-19,N:-2,O:-1,charge:-1		3	2	(1) Irinotecan[0] => (1) SN-38[0]
rxn11784	H_O_charge	H:-1,O:+2,charge:-1		1	2	(1) Irinotecan[0] => (1) APC[0]
rxn11785	skeleton:C	C:-5,H:-8			2	(1) Irinotecan[0] => (1) NPC[0]
rxn11786	skeleton:C,N	C:-6,H:-11,N:-2,O:-1,charge:-1		3	2	(1) NPC[0] <= (1) SN-38[0]
rxn11792	skeleton:C	C:-1,H:-2		1	2	(1) Codeine[0] <=> (1) Norcodeine[0]
rxn11793	skeleton:C	C:-1,H:-2			2	(1) Morphine[0] <=> (1) Normorphine[0]
rxn11796	skeleton:C	C:-1,H:-2		1	2	(1) Tamoxifen[0] <=> (1) N-Desmethyltamoxifen[0]
rxn11797	skeleton:C	C:-1,H:-2		1	2	(1) Hydroxytamoxifen[0] <=> (1) Endoxifen[0]
rxn11800	skeleton:C	C:-1,H:-2		1	2	(1) N-Desmethyltamoxifen[0] => (1) N,N-Didesmethyltamoxifen[0]
rxn11804	oxygen_only	O:+1		1	3	(1) Cyclophosphamide anhydrous[0] <=> (1) 2-Chloroethanal[0] + (1) 3-Dechloroethylifosfamide[0]
rxn11805	charge_only	charge:+2		1	3	(1) 4-Hydroxycyclophosphamide[0] <=> (2) H+[0] + (1) 4-Ketocyclophosphamide[0]
rxn11812	skeleton:C,N,P	C:-3,H:-4,N:-1,O:-4,P:-1,charge:+2			2	(1) Carboxyphosphamide[0] <=> (1) Nornitrogen mustard[0]
rxn11814	oxygen_only	O:+1		1	3	(1) Ifosfamide[0] <=> (1) 2-Chloroethanal[0] + (1) 3-Dechloroethylifosfamide[0]
rxn11815	oxygen_only	O:+1		1	3	(1) Ifosfamide[0] <=> (1) 2-Chloroethanal[0] + (1) 2-Dechloroethylifosfamide[0]
rxn11818	charge_only	charge:-2			3	(2) H+[0] + (1) Aldoifosfamide[0] <=> (1) Alcoifosfamide[0]
rxn11819	charge_only	charge:+2			3	(1) 4-Hydroxyifosfamide[0] <=> (2) H+[0] + (1) 4-Ketoifosfamide[0]
rxn11820	H_O_charge	H:-1,O:+1,charge:-1			2	(1) Aldoifosfamide[0] <=> (1) Carboxyifosfamide[0]
rxn11821	skeleton:C	C:-2,H:-4		1	2	(1) Lidocaine[0] => (1) Monoethylglycinexylidide[0]
rxn11823	skeleton:C,N	C:-4,H:-8,N:-1,O:-1,charge:-1			2	(1) Monoethylglycinexylidide[0] => (1) 2,6-DMA[0]
rxn11824	skeleton:C	C:-2,H:-4			2	(1) Monoethylglycinexylidide[0] => (1) GX[0]
rxn11825	skeleton:C	C:-2,H:-4			2	(1) 3-Hydroxylidocaine[0] => (1) 3-Hydroxymonoethylglycinexylidide[0]
rxn11826	oxygen_only	O:+1			2	(1) Monoethylglycinexylidide[0] => (1) 3-Hydroxymonoethylglycinexylidide[0]
rxn11827	skeleton:C,N	C:-2,H:-4,N:-1,O:-1,charge:-1			2	(1) GX[0] <=> (1) 2,6-DMA[0]
rxn11829	oxygen_only	O:+1			2	(1) 2,6-DMA[0] => (1) 3,5-Dimethyl-4-aminophenol[0]
rxn11830	skeleton:C,N,S	C:+12,H:+33,N:+6,O:+5,S:+1,charge:+3			2	(1) 2,6-DMA[0] <=> (1) 2-Amino-3-methylbenzate[0]
rxn11833	skeleton:C,N	C:-1,H:-1,N:-1,O:-1			2	(1) Felbamate[0] <= (1) 2-Phenyl-1,3-propanediol monocarbamate[0]
rxn11836	skeleton:C,N	C:-1,H:-3,N:-1,O:-2			2	(1) 3-Carbamoyl-2-phenylpropionaldehyde[0] <= (1) Atropaldehyde[0]
rxn11843	oxygen_only	O:+1			2	(1) 3-Hydroxycarbamazepine[0] => (1) 2,3-Dihydroxycarbamazepine[0]
rxn11844	charge_only	charge:+2			3	(1) 2,3-Dihydroxycarbamazepine[0] => (2) H+[0] + (1) Carbamazepine-o-quinone[0]
rxn11845	oxygen_only	O:+1			2	(1) Carbamazepine[0] => (1) 2-Hydroxycarbamazepine[0]
rxn11846	skeleton:C,N	C:-1,H:-1,N:-1,O:-1		1	2	(1) 2-Hydroxycarbamazepine[0] <= (1) 2-Hydroxyiminostilbene[0]
rxn11847	charge_only	charge:+2			3	(1) 2-Hydroxyiminostilbene[0] => (2) H+[0] + (1) 2H-Dibenz[b,f]azepin-2-one[0]
rxn11848	oxygen_only	O:+1			2	(1) 2-Hydroxycarbamazepine[0] => (1) 2,3-Dihydroxycarbamazepine[0]
rxn11849	charge_only	charge:-2			3	(2) H+[0] + (1) Oxcarbazepine[0] <= (1) GP 47779[0]
rxn11850	oxygen_only	O:+1			2	(1) GP 47779[0] => (1) Dihydroxycarbazepine[0]
rxn11851	charge_only	charge:+2		1	3	(1) Valproic acid[0] => (2) H+[0] + (1) 4-Ene-VPA[0]
rxn11856	charge_only	charge:+2			3	(1) 4-Ene-VPA[0] => (2) H+[0] + (1) 2,4-Diene-VPA[0]
rxn11857	charge_only	charge:+2			3	(1) 4-OH-VPA[0] => (2) H+[0] + (1) 4-Keto-VPA[0]
rxn11860	skeleton:C	C:-1,H:-3,O:+1,charge:-1			2	(1) 4-Keto-VPA[0] => (1) 2-PSA[0]
rxn11861	H_O_charge	H:-3,O:+1,charge:-1			2	(1) 5-OH-VPA[0] => (1) 2-PGA[0]
rxn11862	charge_only	charge:+2			3	(1) 3-OH-VPA[0] => (2) H+[0] + (1) 3-Keto-VPA[0]
rxn11863	charge_only	charge:+2			3	(1) Valproic acid[0] => (2) H+[0] + (1) 2-Ene-VPA[0]
rxn11864	charge_only	charge:+2			3	(1) Valproic acid[0] => (2) H+[0] + (1) 3-Ene-VPA[0]
rxn11866	skeleton:C,N,P,S	C:-7,H:-13,N:-1,O:+1,P:+1,S:+2,charge:-1		1	2	(1) Methadone[0] <=> (1) EDDP[0]
rxn11867	skeleton:C,N,P,S	C:+5,H:+6,N:+1,O:-2,P:-1,S:-2		1	2	(1) EDDP[0] <=> (1) EMDP[0]
rxn11868	skeleton:C	C:-1,H:-2		1	2	(1) LAAM[0] <=> (1) nor-LAAM[0]
rxn11869	skeleton:C	C:-1,charge:+2		1	3	(1) nor-LAAM[0] => (2) H+[0] + (1) dinor-LAAM[0]
rxn11870	skeleton:C	C:-1,H:-2		1	2	(1) Citalopram[0] <=> (1) Demethylcitalopram[0]
rxn11871	H_O_charge	H:-1,O:+1,charge:-1		1	2	(1) Citalopram[0] <=> (1) Citalopram N-oxide[0]
rxn11872	skeleton:C	C:-1,H:-2		1	2	(1) Demethylcitalopram[0] <=> (1) Didemethylcitalopram[0]
rxn11873	skeleton:C,N	C:-2,H:-8,N:-1,O:+1,charge:-1		1	2	(1) Citalopram[0] => (1) Citalopram aldehyde[0]
rxn11874	skeleton:C,N	C:-1,H:-6,N:-1,O:+1,charge:-1		1	2	(1) Demethylcitalopram[0] => (1) Citalopram aldehyde[0]
rxn11881	skeleton:P	O:-6,P:-2,charge:+2		4	2	(1) Farnesyldiphosphate[0] <= (1) Levomenol[0]
rxn11882	skeleton:C	C:+15,H:+6,O:+8			2	(1) (+)-delta-Cadinene[0] => (1) Gossypol[0]
rxn11884	skeleton:P	H:-2,O:-7,P:-2,charge:+2			2	(1) Farnesyldiphosphate[0] <= (1) Humulene[0]
rxn11886	skeleton:C	C:+55,H:+88,charge:-2			3	(2) H+[0] + (1) Dehydrodolichol diphosphate[0] <=> (1) Dolichyl diphosphate[0]
rxn11888	skeleton:C	C:+5,H:-6,O:+15			2	(1) Euphol[0] <=> (1) Azadirachtin[0]
