id,name,abbreviation,ec_numbers,reversibility,deltag,deltagerr,definition,is_transport,rxn_smiles
rxn58778,,,[],=,10000000.0,10000000.0,(1) an NDP-D-ribose[0] + (1) beta-D-GlcA-(1->4)-alpha-D-Gal-(1->6)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-GalNAc-PP-Und[0] <=> (1) Nucleoside-Diphosphates[0] + (1) beta-D-Ribf-(1->4)-beta-D-GlcA-(1->4)-alpha-D-Gal-(1->6)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-GalNAc-PP-Und[0],0,*[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC2O[C@H](CO)[C@@H](O)[C@H]2O)O[C@H]1*.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O>>*[C@@H]1[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])O)O[C@H]1*.CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O[C@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](C(=O)[O-])[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H]4O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H]1O
rxn58779,,,[],=,10000000.0,10000000.0,"(1) CO2[0] + (1) 8-Amino-7-oxononanoate[0] + (1) Protein-L-lysine[0] <=> (2) H+[0] + (1) CPD-8649[0] + (1) (7R,8S)-8-amino-7-(carboxyamino)nonanoate[0]",0,O=C=O.C[C@H]([NH3+])C(=O)CCCCCC(=O)[O-].*[NH2+][C@@H](CCCC[NH3+])C(*)=O>>[H+].[H+].*[NH2+][C@@H](CCCC=O)C(*)=O.C[C@H]([NH3+])[C@@H](CCCCCC(=O)[O-])NC(=O)[O-]
rxn58780,,,[],=,10000000.0,10000000.0,(1) O2[0] + (1) Dimethylglycine[0] + (1) THF-GLU-N[0] <=> (1) H2O2[0] + (1) Sarcosine[0],0,O=O.C[NH+](C)CC(=O)[O-].*C(=O)CC[C@H](NC(=O)c1ccc(NC[C@H]2CNc3[nH]c(N)nc(=O)c3N2)cc1)C(=O)[O-]>>OO.C[NH2+]CC(=O)[O-]
rxn58781,,,[],=,10000000.0,10000000.0,(1) H2O[0] + (1) D-Amino-Acids[0] + (1) ETR-Quinones[1] <=> (1) NH3[0] + (1) 2-Oxo-carboxylates[0] + (1) ETR-Quinols[1],1,O.*[C@@H]([NH3+])C(=O)[O-].*C1=C(*)C(=O)C(*)=C(*)C1=O>>[NH4+].*C(=O)C(=O)[O-].*c1c(*)c(O)c(*)c(*)c1O
rxn58782,,,[],=,10000000.0,10000000.0,(1) Fe+3[0] + (1) diglucosyl-enterobactin[0] <=> (6) H+[0] + (1) Fe(III)-di(C-5-deoxy-beta-D-glucosyl)-enterobactin[0],0,[Fe+3].O=C(N[C@H]1COC(=O)[C@@H](NC(=O)c2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2O)COC(=O)[C@@H](NC(=O)c2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2O)COC1=O)c1cccc(O)c1O>>[H+].[H+].[H+].[H+].[H+].[H+].O=C1N[C@H]2COC(=O)[C@@H]3COC(=O)[C@H](COC2=O)NC(=O)c2cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc4c2O[Fe-3]25(Oc6cccc1c6O2)(O4)Oc1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(c1O5)C(=O)N3
rxn58783,,,[],=,10000000.0,10000000.0,(1) H2O2[1] + (1) Ubiquinols[0] <=> (2) H2O[1] + (1) Ubiquinones[0],1,OO.*C/C(C)=C/Cc1c(C)c(O)c(OC)c(OC)c1O>>O.O.*C/C(C)=C/CC1=C(C)C(=O)C(OC)=C(OC)C1=O
rxn58784,,,[],=,10000000.0,10000000.0,(1) Puerarin[0] + (1) 3-dehydro-alpha-D-glucose[0] <=> (1) D-Glucose[0] + (1) 3''-dehydropuerarin[0],0,O=c1c(-c2ccc(O)cc2)coc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c([O-])ccc12.O=C1[C@@H](O)C(O)O[C@H](CO)[C@H]1O>>OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O.O=C1[C@@H](O)[C@H](c2c([O-])ccc3c(=O)c(-c4ccc(O)cc4)coc23)O[C@H](CO)[C@H]1O
rxn58785,,,[],=,10000000.0,10000000.0,(1) H2O[0] + (1) N-Acylphosphatidylethanolamines[0] <=> (1) Fatty-Acids[0] + (1) an <i>N</i>-acyl-1-lysophosphatidylethanolamine[0],0,O.*C(=O)NCCOP(=O)([O-])OC[C@@H](COC(*)=O)OC(*)=O>>*C(=O)O.*C(=O)NCCOP(=O)([O-])OC[C@@H](CO)OC(*)=O
rxn58786,,,[],=,10000000.0,10000000.0,(4) NADPH[0] + (9) H+[0] + (1) Malonyl-CoA[0] + (1) 4-nitrobenzoyl-CoA[0] <=> (3) H2O[0] + (4) NADP[0] + (6) CoA[0] + (5) CO2[0] + (1) demethylluteothin[0],0,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)c1ccc([N+](=O)[O-])cc1>>O.O.O.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.O=C=O.O=C=O.O=C=O.O=C=O.O=C=O.CC(=C\c1ccc([N+](=O)[O-])cc1)/C=C(\C)CCc1oc(O)c(C)c(=O)c1C
rxn58787,,,[],=,10000000.0,10000000.0,(1) NADP[0] + (1) (24S)-methylcholest-5-en-3beta-ol[0] <=> (1) NADPH[0] + (1) H+[0] + (1) 24-Methylenecholesterol[0],0,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)c1.CC(C)[C@@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C>>NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)([O-])[O-])[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C
rxn58788,,,[],=,10000000.0,10000000.0,(1) NADH[0] + (1) H+[0] + (1) ETR-Quinones[1] <=> (1) NAD[0] + (1) ETR-Quinols[1],1,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].*C1=C(*)C(=O)C(*)=C(*)C1=O>>NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.*c1c(*)c(O)c(*)c(*)c1O
rxn58789,D-glucose:sodium cotransport,D-glucose:sodium cotransport,[],=,10000000.0,10000000.0,(1) Na+[1] + (1) D-Glucose[1] <=> (1) Na+[0] + (1) D-Glucose[0],1,[Na+].O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>[Na+].O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
rxn58790,,,[],=,10000000.0,10000000.0,(3) O2[0] + (5) H+[0] + (6) Reduced-ferredoxins[0] + (1) 14-alpha-methylsteroids[0] <=> (4) H2O[0] + (1) Formate[0] + (6) Oxidized-ferredoxins[0] + (1) Delta-14-steroids[0],0,O=O.O=O.O=O.[H+].[H+].[H+].[H+].[H+].**[Fe+2]1(**)S[Fe+3](**)(**)S1.**[Fe+2]1(**)S[Fe+3](**)(**)S1.**[Fe+2]1(**)S[Fe+3](**)(**)S1.**[Fe+2]1(**)S[Fe+3](**)(**)S1.**[Fe+2]1(**)S[Fe+3](**)(**)S1.**[Fe+2]1(**)S[Fe+3](**)(**)S1.*C1CC[C@@]2(C)C3CCC4CCCCC4(C)C3CCC12C>>O.O.O.O.O=C[O-].**[Fe+3]1(**)S[Fe+3](**)(**)S1.**[Fe+3]1(**)S[Fe+3](**)(**)S1.**[Fe+3]1(**)S[Fe+3](**)(**)S1.**[Fe+3]1(**)S[Fe+3](**)(**)S1.**[Fe+3]1(**)S[Fe+3](**)(**)S1.**[Fe+3]1(**)S[Fe+3](**)(**)S1.*C1CC=C2C3CCC4CCCCC4(C)C3CCC21C
rxn58791,D-arabinose:proton symport,D-arabinose:proton symport,[],=,10000000.0,10000000.0,(1) H+[1] + (1) D-ARABINOSE[1] <=> (1) H+[0] + (1) D-ARABINOSE[0],1,[H+].O=C[C@@H](O)[C@H](O)[C@H](O)CO>>[H+].O=C[C@@H](O)[C@H](O)[C@H](O)CO
rxn58792,,,[],=,10000000.0,10000000.0,"(1) platensicyl-CoA[0] + (1) 3-amino-2,4-dihydroxybenzoylsulfanide[0] <=> (1) CoA[0] + (1) thioplatensimycin[0]",0,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC[C@]1(C)C(=O)C=C[C@]23C[C@H]4C[C@H](O[C@@]4(C)C2)[C@H]31.Nc1c(O)ccc(C(=O)[S-])c1O>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS.C[C@]12C[C@@]34C=CC(=O)[C@@](C)(CCC(=O)Nc5c(O)ccc(C(=O)[S-])c5O)[C@@H]3[C@H](C[C@@H]1C4)O2
rxn58793,,,[],=,10000000.0,10000000.0,(1) CMP-KDO[0] + (1) alpha-Kdo-(2->6)-lipid IVA (Brucella)[0] <=> (1) CMP[0] + (1) H+[0] + (1) alpha-Kdo-(2->4)-alpha-Kdo-(2->6)-lipid IVA (Brucella)[0],0,Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])O[C@@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@H]2O)c(=O)n1.CCCCCCCCCCCCC[C@@H](O)CC(=O)N[C@@H]1[C@@H](NC(=O)C[C@H](O)CCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)([O-])[O-]>>Nc1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1.[H+].CCCCCCCCCCCCC[C@@H](O)CC(=O)N[C@@H]1[C@@H](NC(=O)C[C@H](O)CCCCCCCCC)[C@H](OC[C@H]2O[C@H](OP(=O)([O-])[O-])[C@H](NC(=O)C[C@H](O)CCCCCCCCC)[C@@H](NC(=O)C[C@H](O)CCCCCCCCCCCCC)[C@@H]2O)O[C@H](CO[C@]2(C(=O)[O-])C[C@@H](O[C@]3(C(=O)[O-])C[C@@H](O)[C@@H](O)[C@@H]([C@H](O)CO)O3)[C@@H](O)[C@@H]([C@H](O)CO)O2)[C@H]1OP(=O)([O-])[O-]
rxn58794,,,[],=,10000000.0,10000000.0,(1) H3SbO3[1] <=> (1) H3SbO3[0],1,O[Sb](O)O>>O[Sb](O)O
rxn58795,pyridoxine:proton symport,pyridoxine:proton symport,[],=,10000000.0,10000000.0,(1) H+[1] + (1) Pyridoxol[1] <=> (1) H+[0] + (1) Pyridoxol[0],1,[H+].Cc1ncc(CO)c(CO)c1O>>[H+].Cc1ncc(CO)c(CO)c1O
rxn58796,,,[],=,10000000.0,10000000.0,(3) O2[0] + (3) 2-Oxoglutarate[0] + (1) Rubisco-trimethylated-lysine[0] <=> (3) CO2[0] + (3) Succinate[0] + (3) Formaldehyde[0] + (1) BCCP-monomers[0],0,O=O.O=O.O=O.O=C([O-])CCC(=O)C(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-].O=C([O-])CCC(=O)C(=O)[O-].*[NH2+][C@@H](CCCC[N+](C)(C)C)C(*)=O>>O=C=O.O=C=O.O=C=O.O=C([O-])CCC(=O)[O-].O=C([O-])CCC(=O)[O-].O=C([O-])CCC(=O)[O-].C=O.C=O.C=O.*[NH2+][C@@H](CCCC[NH3+])C(*)=O
rxn58797,,,[],=,10000000.0,10000000.0,(2) alpha-D-Gal-(1->6)-alpha-D-Glu-(1->4)-alpha-L-Rha-(1->3)-alpha-D-Gal-PP-Und[0] <=> (1) H+[0] + (1) Bactoprenyl diphosphate[0] + (1) <i>Porphyromonas gingivalis</i> W50 O antigen[0],0,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@H]1O.CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O[C@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@@H](C)[C@H](O[C@H]3O[C@H](CO[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)[C@H]1O>>[H+].CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\CC/C(C)=C\COP(=O)([O-])OP(=O)([O-])O.*O[C@H]1[C@@H](O)[C@@H](CO)O[C@H](OC[C@H]2O[C@H](O[C@@H]3[C@@H](O)[C@@H](O)[C@H](O[C@H]4[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]5[C@@H](O)[C@@H](CO)O[C@H](OC[C@H]6O[C@H](O[C@@H]7[C@@H](O)[C@@H](O)[C@H](O[C@H]8[C@@H](O)[C@@H](CO)O[C@@H](O[C@H]9[C@@H](O)[C@@H](CO)O[C@H](OC[C@H]%10O[C@H](O[C@@H]%11[C@@H](O)[C@@H](O)[C@H](O[C@H]%12[C@@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H]%12O)O[C@H]%11C)[C@H](O)[C@@H](O)[C@@H]%10O)[C@@H]9O)[C@@H]8O)O[C@H]7C)[C@H](O)[C@@H](O)[C@@H]6O)[C@@H]5O)[C@@H]4O)O[C@H]3C)[C@H](O)[C@@H](O)[C@@H]2O)[C@@H]1O
rxn58798,,,[],=,10000000.0,10000000.0,(1) Beta-Lactams[1] <=> (1) Beta-Lactams[0],1,*C1C(=O)N(*)C1*>>*C1C(=O)N(*)C1*
rxn58799,transport of queosine,transport of queosine,[],=,10000000.0,10000000.0,(1) H2O[0] + (1) ATP[0] + (1) Q (nucleoside)[1] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Q (nucleoside)[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.Nc1nc2c(c(CNC3C=C[C@H](O)[C@@H]3O)cn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].Nc1nc2c(c(CNC3C=C[C@H](O)[C@@H]3O)cn2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
rxn58800,,,[],=,10000000.0,10000000.0,(10) GDP-mannose[0] + (1) Man-16-Man8GlcNAc2-proteins[0] <=> (10) GDP[0] + (10) H+[0],0,Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.*[NH2+][C@@H](CC(=O)NC1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H]4O)[C@@H](O)[C@H](O[C@H]4O[C@H](CO[C@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]5O)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@H](O)[C@H]2NC(C)=O)[C@H](O)[C@H]1NC(C)=O)C(*)=O>>Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.Nc1nc2c(ncn2[C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+]
rxn58801,,,[],=,10000000.0,10000000.0,(1) Glycerol-3-phosphate[0] + (1) Menaquinones[1] <=> (1) Glycerone-phosphate[0] + (1) Menaquinols[1],1,O=P([O-])([O-])OC[C@H](O)CO.*C/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O>>O=C(CO)COP(=O)([O-])[O-].*C/C(C)=C/Cc1c(C)c(O)c2ccccc2c1O
rxn58802,,,[],=,10000000.0,10000000.0,(1) O2[0] + (4) H+[0] + (2) ETR-Quinols[0] <=> (2) H2O[0] + (4) H+[1] + (2) ETR-Quinones[0],1,O=O.[H+].[H+].[H+].[H+].*c1c(*)c(O)c(*)c(*)c1O.*c1c(*)c(O)c(*)c(*)c1O>>O.O.[H+].[H+].[H+].[H+].*C1=C(*)C(=O)C(*)=C(*)C1=O.*C1=C(*)C(=O)C(*)=C(*)C1=O
