id,name,abbreviation,ec_numbers,reversibility,deltag,deltagerr,definition,is_transport,rxn_smiles
rxn05590,isocitrate transport in/out via proton symport,ICITt2,[],=,0.0,0.68,(1) H+[1] + (1) Isocitrate[1] <=> (1) H+[0] + (1) Isocitrate[0],1,[H+].O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]>>[H+].O=C([O-])CC(C(=O)[O-])C(O)C(=O)[O-]
rxn05593,Myo-inositol transporter 1,ITR1,[],=,0.0,2.12,(1) H+[1] + (1) L-Inositol[1] <=> (1) H+[0] + (1) L-Inositol[0],1,[H+].O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O>>[H+].O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O
rxn05594,Isethionate transport via ABC system,ISTNTabc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) Isethionate[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Isethionate[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=S(=O)([O-])CCO>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].O=S(=O)([O-])CCO
rxn05595,TRANS-RXN-3.ce,TRANS-RXN-3.ce,['2.A.37.-.-'],?,10000000.0,10000000.0,(1) H+[1] + (1) K+[1] <=> (1) H+[0] + (1) K+[0],1,[H+].[K+]>>[H+].[K+]
rxn05596,TRANS-RXNBWI-115525.ce.maizeexp.K+_K+,TRANS-RXNBWI-115525.ce.maizeexp.K+_K+,['2.A.37.-.-'],?,10000000.0,10000000.0,(1) H+[1] + (1) K+[0] <=> (1) H+[0] + (1) K+[1],1,[H+].[K+]>>[H+].[K+]
rxn05597,lanthionine transport via ABC system,LANTHabc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) Lanthionine[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Lanthionine[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[NH3+][C@@H](CSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CSC[C@H]([NH3+])C(=O)[O-])C(=O)[O-]
rxn05598,ATP phosphohydrolase (disaccharide-importing),3.6.3.18-RXN.ce.metaexp.LACTOSE_LACTOSE,['3.6.3.18'],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) LACT[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) LACT[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
rxn05599,cysteate transport via ABC system,LCYSTabc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) L-Cysteate[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) L-Cysteate[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[NH3+][C@@H](CS(=O)(=O)[O-])C(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[NH3+][C@@H](CS(=O)(=O)[O-])C(=O)[O-]
rxn05601,lipoic acid transport via ABC system,LIPTabc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) Lipoate[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Lipoate[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=C([O-])CCCCC1CCSS1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].O=C([O-])CCCCC1CCSS1
rxn05602,L-lactate reversible transport via proton symport,L-LACt2r,[],=,-0.0,0.35,(1) H+[1] + (1) L-Lactate[1] <=> (1) H+[0] + (1) L-Lactate[0],1,[H+].C[C@H](O)C(=O)[O-]>>[H+].C[C@H](O)C(=O)[O-]
rxn05603,D-malate transport in via proton symport,MAL_Dt2,[],=,0.0,0.44,(1) H+[1] + (1) D-Malate[1] <=> (1) H+[0] + (1) D-Malate[0],1,[H+].O=C([O-])C[C@@H](O)C(=O)[O-]>>[H+].O=C([O-])C[C@@H](O)C(=O)[O-]
rxn05604,malate-H+/Na+-lactate antiporter,MALt10,[],?,10000000.0,10000000.0,(2) H+[1] + (1) L-Malate[1] + (1) L-Lactate[0] + (1) Na+[0] <=> (2) H+[0] + (1) L-Malate[0] + (1) L-Lactate[1] + (1) Na+[1],1,[H+].[H+].O=C([O-])C[C@H](O)C(=O)[O-].C[C@H](O)C(=O)[O-].[Na+]>>[H+].[H+].O=C([O-])C[C@H](O)C(=O)[O-].C[C@H](O)C(=O)[O-].[Na+]
rxn05605,Maltose permease MAL31,MAL31,['2.A.56.-.-'],=,0.0,0.44,(1) H+[1] + (1) L-Malate[1] <=> (1) H+[0] + (1) L-Malate[0],1,[H+].O=C([O-])C[C@H](O)C(=O)[O-]>>[H+].O=C([O-])C[C@H](O)C(=O)[O-]
rxn05607,maltose transport via PEP:Pyr PTS,MALTpts,[],=,-9.38,0.68,(1) Phosphoenolpyruvate[0] + (1) Maltose[1] <=> (1) Pyruvate[0] + (1) maltose-6-phosphate[0],1,C=C(OP(=O)([O-])[O-])C(=O)[O-].OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)C(O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O>>CC(=O)C(=O)[O-].O=P([O-])([O-])OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
rxn05608,ATP phosphohydrolase (disaccharide-importing),3.6.3.18-RXN.ce.metaexp.MALTOTRIOSE_MALTOTRIOSE,['3.6.3.18'],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) Amylotriose[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Amylotriose[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
rxn05609,MAN1P transport in/out via proton symport,MAN1Pt6,[],=,0.0,2.14,(1) H+[1] + (1) D-Mannose1-phosphate[1] <=> (1) H+[0] + (1) D-Mannose1-phosphate[0],1,[H+].O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O>>[H+].O=P([O-])([O-])O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
rxn05610,D-mannose transport via PEP:Pyr PTS,MANpts,[],>,-9.58,0.4,(1) Phosphoenolpyruvate[0] + (1) D-Mannose[1] => (1) Pyruvate[0] + (1) D-mannose-6-phosphate[0],1,C=C(OP(=O)([O-])[O-])C(=O)[O-].OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O>>CC(=O)C(=O)[O-].O=P([O-])([O-])OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
rxn05611,D-mannose transport in via proton symport,MANt2,[],=,0.0,2.18,(1) H+[1] + (1) D-Mannose[1] <=> (1) H+[0] + (1) D-Mannose[0],1,[H+].OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O>>[H+].OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O
rxn05612,TRANS-RXNAVI-26524.ce.brachyexp.MELIBIOSE_MELIBIOSE,TRANS-RXNAVI-26524.ce.brachyexp.MELIBIOSE_MELIBIOSE,[],=,0.0,4.27,(1) H+[1] + (1) Melibiose[1] <=> (1) H+[0] + (1) Melibiose[0],1,[H+].OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O>>[H+].OC[C@H]1O[C@H](OC[C@H]2OC(O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
rxn05613,L-methionine S-oxide transport via ABC system,METSabc,[],?,10000000.0,10000000.0,(1) H2O[0] + (1) ATP[0] + (1) L-Methionine S-oxide[1] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) L-Methionine S-oxide[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CS(=O)CC[C@H]([NH3+])C(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].CS(=O)CC[C@H]([NH3+])C(=O)[O-]
rxn05615,L-methionine transport out via proton antiport,METt3,[],=,0.0,1.16,(1) L-Methionine[0] + (1) H+[1] <=> (1) L-Methionine[1] + (1) H+[0],1,CSCC[C@H]([NH3+])C(=O)[O-].[H+]>>CSCC[C@H]([NH3+])C(=O)[O-].[H+]
rxn05616,TRANS-RXN-141.ce,TRANS-RXN-141.ce,['1.A.35.-.-'],?,10000000.0,10000000.0,(1) Mg[0] <=> (1) Mg[1],1,[Mg+2]>>[Mg+2]
rxn05617,mannitol transport via PEP:Pyr PTS,MNLpts,[],>,-11.19,0.53,"(1) Phosphoenolpyruvate[0] + (1) D-Mannitol[1] => (1) Pyruvate[0] + (1) D-mannitol, 1-(dihydrogenphosphate)[0]",1,C=C(OP(=O)([O-])[O-])C(=O)[O-].OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO>>CC(=O)C(=O)[O-].O=P([O-])([O-])OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
rxn05618,manganese transport in via proton symport,MNt2,['2.A.55.-.-'],?,10000000.0,10000000.0,(1) Mn2+[1] + (1) H+[1] <=> (1) Mn2+[0] + (1) H+[0],1,[Mn+2].[H+]>>[Mn+2].[H+]
rxn05619,ATP phosphohydrolase (molybdate-importing),3.6.3.29-RXN.ce,"['3.6.3.29', '3.A.1.8.-']",?,10000000.0,10000000.0,(1) H2O[0] + (1) ATP[0] + (1) Molybdate[1] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Molybdate[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=[Mo](=O)([O-])[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].O=[Mo](=O)([O-])[O-]
rxn05620,MOPS transport via ABC system,MOPSabc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) MOPS[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) MOPS[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=S(=O)([O-])CCCN1CCOCC1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].O=S(=O)([O-])CCCN1CCOCC1
rxn05621,methanesulfonate transport via ABC system,MSO3abc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) methanesulfonate[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) methanesulfonate[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.CS(=O)(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].CS(=O)(=O)[O-]
rxn05622,Na(+)-transporting ATPase,3.6.3.7-RXN.ce,"['3.6.3.7', '7.2.2.1', '7.2.2.3', '7.2.2.4']",?,10000000.0,10000000.0,(1) H2O[0] + (1) ATP[0] + (1) Na+[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Na+[1],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].[Na+]
rxn05623,Nicotinic acid uptake,Nicotinic acid uptake,[],=,0.0,3.25,(1) NAC[1] <=> (1) NAC[0],1,CC(=O)Nc1ccc(C(=O)Nc2c(C)cccc2C)cc1>>CC(=O)Nc1ccc(C(=O)Nc2c(C)cccc2C)cc1
rxn05625,"nitrite transport in via proton symport, reversible",NO2t2r,[],=,0.0,0.71,(1) H+[1] + (1) Nitrite[1] <=> (1) H+[0] + (1) Nitrite[0],1,[H+].O=NO>>[H+].O=NO
rxn05626,nitrite transport out via proton antiport,NO2t3,[],=,0.0,0.71,(1) H+[1] + (1) Nitrite[0] <=> (1) H+[0] + (1) Nitrite[1],1,[H+].O=NO>>[H+].O=NO
rxn05627,nitrate transport in via proton symport,NO3t2,[],=,0.0,0.71,(1) H+[1] + (1) Nitrate[1] <=> (1) H+[0] + (1) Nitrate[0],1,[H+].O=[N+]([O-])[O-]>>[H+].O=[N+]([O-])[O-]
rxn05628,Arginine permease,CAN1_2,[],=,0.0,0.72,(1) Ornithine[1] + (1) H+[1] <=> (1) Ornithine[0] + (1) H+[0],1,[NH3+]CCC[C@H]([NH3+])C(=O)[O-].[H+]>>[NH3+]CCC[C@H]([NH3+])C(=O)[O-].[H+]
rxn05629,Palatinose transport in via proton symport,PALAt2,[],=,0.0,3.92,(1) H+[1] + (1) Palatinose[1] <=> (1) H+[0] + (1) Palatinose[0],1,[H+].OC[C@H]1O[C@H](OC[C@H]2OC(O)(CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O>>[H+].OC[C@H]1O[C@H](OC[C@H]2OC(O)(CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
rxn05630,TRANS-RXNAVI-27529.ce,TRANS-RXNAVI-27529.ce,[],=,-0.0,0.83,(1) Phosphoenolpyruvate[1] + (1) H+[1] <=> (1) Phosphoenolpyruvate[0] + (1) H+[0],1,C=C(OP(=O)([O-])[O-])C(=O)[O-].[H+]>>C=C(OP(=O)([O-])[O-])C(=O)[O-].[H+]
rxn05634,propionate transp or t in via proton symp or t,PPAt2,['2.A.20.-.-'],=,0.0,0.25,(1) H+[1] + (1) Propionate[1] <=> (1) H+[0] + (1) Propionate[0],1,[H+].CCC(=O)[O-]>>[H+].CCC(=O)[O-]
rxn05635,TRANS-RXNAVI-12493.ce,TRANS-RXNAVI-12493.ce,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) PPi[1] => (1) ADP[0] + (1) Phosphate[0] + (1) PPi[0] + (1) H+[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=P([O-])([O-])OP(=O)([O-])O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.O=P([O-])([O-])OP(=O)([O-])O.[H+]
rxn05636,TRANS-RXN-207.ce,TRANS-RXN-207.ce,[],=,0.0,4.58,(1) H+[1] + (1) Urate[1] <=> (1) H+[0] + (1) Urate[0],1,[H+].O=c1[n-]c2nc(O)nc(O)c2[nH]1>>[H+].O=c1[n-]c2nc(O)nc(O)c2[nH]1
rxn05638,TRANS-RXNBWI-115637.ce.maizeexp.PRO_PRO,TRANS-RXNBWI-115637.ce.maizeexp.PRO_PRO,[],=,-0.0,1.33,(1) H+[1] + (1) L-Proline[1] <=> (1) H+[0] + (1) L-Proline[0],1,[H+].O=C([O-])[C@@H]1CCC[NH2+]1>>[H+].O=C([O-])[C@@H]1CCC[NH2+]1
rxn05639,D-O-Phosphoserine transport in/out via proton symport,PSER_Dt6,[],=,0.0,0.47,(1) H+[1] + (1) D-O-Phosphoserine[1] <=> (1) H+[0] + (1) D-O-Phosphoserine[0],1,[H+].[NH3+][C@H](COP(=O)([O-])[O-])C(=O)[O-]>>[H+].[NH3+][C@H](COP(=O)([O-])[O-])C(=O)[O-]
rxn05640,O-Phospho-L-serine transport in via proton symport,PSER_Lt6,[],=,0.0,0.47,(1) H+[1] + (1) phosphoserine[1] <=> (1) H+[0] + (1) phosphoserine[0],1,[H+].[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-]>>[H+].[NH3+][C@@H](COP(=O)([O-])[O-])C(=O)[O-]
rxn05641,xenobiotic-transporting ATPase,3.6.3.44-RXN.ce.metaexp.PUROMYCIN_PUROMYCIN,['3.6.3.44'],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) Puromycin[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Puromycin[1],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.COc1ccc(C[C@H]([NH3+])C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].COc1ccc(C[C@H]([NH3+])C(=O)N[C@H]2[C@@H](O)[C@H](n3cnc4c(N(C)C)ncnc43)O[C@@H]2CO)cc1
rxn05643,TRANS-RXNAVI-26524.ce.brachyexp.CPD-1099_CPD-1099,TRANS-RXNAVI-26524.ce.brachyexp.CPD-1099_CPD-1099,[],=,0.0,6.01,(1) H+[1] + (1) Melitose[1] <=> (1) H+[0] + (1) Melitose[0],1,[H+].OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O>>[H+].OC[C@H]1O[C@H](OC[C@H]2O[C@H](O[C@]3(CO)O[C@H](CO)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O
rxn05644,D-ribose transport out via ABC system,RIBabc1,['3.A.1.2.-'],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) D-Ribose[0] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) D-Ribose[1],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.OC[C@H]1OC(O)[C@H](O)[C@@H]1O>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].OC[C@H]1OC(O)[C@H](O)[C@@H]1O
rxn05645,riboflavin transport in via proton symport,RIBFLVt2,[],=,0.0,4.07,(1) H+[1] + (1) Riboflavin[1] <=> (1) H+[0] + (1) Riboflavin[0],1,[H+].Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C>>[H+].Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C
rxn05646,L-rhamnose transport via proton symport,RMNt,[],=,0.0,2.12,(1) H+[1] + (1) L-Rhamnose[1] <=> (1) H+[0] + (1) L-Rhamnose[0],1,[H+].C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O>>[H+].C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O
rxn05647,salicin transport via PEP:Pyr PTS,SALCpts,[],>,-9.34,0.31,(1) Phosphoenolpyruvate[0] + (1) Salicin[1] => (1) Pyruvate[0] + (1) Salicin-6P[0],1,C=C(OP(=O)([O-])[O-])C(=O)[O-].OCc1ccccc1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O>>CC(=O)C(=O)[O-].O=P([O-])([O-])OC[C@H]1O[C@@H](Oc2ccccc2CO)[C@H](O)[C@@H](O)[C@@H]1O
rxn05648,TRANS-RXNAVI-26524.ce.brachyexp.SORBITOL_SORBITOL,TRANS-RXNAVI-26524.ce.brachyexp.SORBITOL_SORBITOL,[],=,0.0,1.4,(1) H+[1] + (1) Sorbitol[1] <=> (1) H+[0] + (1) Sorbitol[0],1,[H+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO>>[H+].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO
rxn05649,D-serine transport via proton symport,DSERt2r,['2.A.3.1.-'],=,0.0,0.44,(1) H+[1] + (1) D-Serine[1] <=> (1) H+[0] + (1) D-Serine[0],1,[H+].[NH3+][C@H](CO)C(=O)[O-]>>[H+].[NH3+][C@H](CO)C(=O)[O-]
rxn05651,sulfate transport in via proton symport,SO4t2,['2.A.53.-.-'],=,0.0,0.71,(1) Sulfate[1] + (1) H+[1] <=> (1) Sulfate[0] + (1) H+[0],1,O=S(=O)([O-])[O-].[H+]>>O=S(=O)([O-])[O-].[H+]
rxn05652,spermidine transport in via proton antiport,SPMDt3i,[],=,0.0,1.64,(1) H+[1] + (1) Spermidine[0] <=> (1) H+[0] + (1) Spermidine[1],1,[H+].[NH3+]CCCC[NH2+]CCC[NH3+]>>[H+].[NH3+]CCCC[NH2+]CCC[NH3+]
rxn05653,TRANS-RXNAVI-26433.ce.brachyexp.CPD-9570_CPD-9570,TRANS-RXNAVI-26433.ce.brachyexp.CPD-9570_CPD-9570,[],=,0.0,1.94,(1) L-Sorbose[1] <=> (1) L-Sorbose[0],1,OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O>>OCC1(O)OC[C@H](O)[C@@H](O)[C@@H]1O
rxn05654,"Transport of succinate, extracellular",U205,['2.A.56.-.-'],=,0.0,0.4,(1) Succinate[1] + (1) H+[1] <=> (1) Succinate[0] + (1) H+[0],1,O=C([O-])CCC(=O)[O-].[H+]>>O=C([O-])CCC(=O)[O-].[H+]
rxn05655,sucrose transport via PEP:Pyr PTS,SUCpts,[],=,-8.75,0.74,(1) Phosphoenolpyruvate[0] + (1) Sucrose[1] <=> (1) Pyruvate[0] + (1) 6-Phosphosucrose[0],1,C=C(OP(=O)([O-])[O-])C(=O)[O-].OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O>>CC(=O)C(=O)[O-].O=P([O-])([O-])OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
rxn05656,sulfoacetate transport via ABC system,SULAabc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) Sulfoacetate[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Sulfoacetate[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=C([O-])CS(=O)(=O)[O-]>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].O=C([O-])CS(=O)(=O)[O-]
rxn05657,thioglycolate transport via ABC system,THIOGabc,[],>,-6.16,0.07,(1) H2O[0] + (1) ATP[0] + (1) Thioglycolate[1] => (1) ADP[0] + (1) Phosphate[0] + (1) H+[0] + (1) Thioglycolate[0],1,O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.O=C([O-])CS>>Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])[O-])[C@@H](O)[C@H]1O.O=P([O-])([O-])O.[H+].O=C([O-])CS
rxn05659,thymine transport in/out via proton symport,THMt6,[],=,-0.0,2.12,(1) H+[1] + (1) Thymine[1] <=> (1) H+[0] + (1) Thymine[0],1,[H+].CC1C=NC(=O)NC1=O>>[H+].CC1C=NC(=O)NC1=O
rxn05661,TMP transport in/out via proton symport,TMPt6,[],=,0.0,4.06,(1) H+[1] + (1) Trimetaphosphate[1] <=> (1) H+[0] + (1) Trimetaphosphate[0],1,[H+].O=P1([O-])OP(=O)([O-])OP(=O)([O-])O1>>[H+].O=P1([O-])OP(=O)([O-])OP(=O)([O-])O1
rxn05663,TRANS-RXNBWI-115637.ce.maizeexp.TRP_TRP,TRANS-RXNBWI-115637.ce.maizeexp.TRP_TRP,['2.A.3.1.-'],=,0.0,2.23,(1) L-Tryptophan[1] + (1) H+[1] <=> (1) L-Tryptophan[0] + (1) H+[0],1,[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-].[H+]>>[NH3+][C@@H](Cc1c[nH]c2ccccc12)C(=O)[O-].[H+]
rxn05665,TRANS-RXNAVI-27988.ce.brachyexp.UMP_UMP,TRANS-RXNAVI-27988.ce.brachyexp.UMP_UMP,[],=,0.0,2.66,(1) H+[1] + (1) UMP[1] <=> (1) H+[0] + (1) UMP[0],1,[H+].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1>>[H+].O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1
