compound_id,frequency,name
cpd16476,1,all-trans-4-Oxoretinoic acid
cpd37956,1,all-trans-4-oxoretinoate 1-O-(beta-D-glucuronate)
cpd37958,1,"(R,R)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(2'-(9Z-octadecenoyl)-3'-sn-glycerol)"
cpd37959,1,"(R,R)-2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(3'-sn-glycerol)"
cpd37931,1,a dihydroceramide
cpd37932,1,a phytoceramide
cpd37964,1,6beta-hydroxycortisol
cpd37963,1,6beta-hydroxycortisone
cpd37965,1,calcitriol 25-O-(beta-D-glucuronide)
cpd37966,1,calcidiol 25-O-(beta-D-glucuronide)
cpd37967,1,calcidiol 3-O-(beta-D-glucuronide)
cpd43427,1,"[(2->6)-alpha-D-glucosyl-(1->4)-N,7-O-diacetyl-alpha-D-neuraminosyl](n)"
cpd43428,1,"[(2->6)-alpha-D-glucosyl-(1->4)-N,O(9)-diacetyl-alpha-D-neuraminosyl](n)"
cpd43432,1,"[cis-1,4-isoprene](n)"
cpd43441,1,"cis-1,4-isoprene(n-3)"
cpd37973,1,all-trans-4-hydroxyretinal
cpd38164,1,"a 1,2-saturated acyl-CoA"
cpd42671,1,"N(4)-(alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc)-L-asparaginyl-[protein] (N-glucan mannose isomer 7A1,2,3B3)"
cpd39805,1,an N-acetyl-alpha-D-glucosaminyl derivative
cpd37978,1,a beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-glucosaminyl derivative
cpd37979,1,an alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-[alpha-L-Fuc-(1->3)]-beta-D-GlcNAc derivative
cpd38065,1,globoside DSGG
cpd42681,1,[protein]-C-terminal Gly-Gly
cpd42683,1,[protein]-C-terminal Gly-Gly-AMP
cpd42682,1,[small archaeal modifier protein]-C-terminal Gly-Gly
cpd42684,1,[small archaeal modifier protein]-C-terminal Gly-Gly-AMP
cpd38035,1,"(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine"
cpd38037,1,(12R-hydroxy-9Z-octadecenoyl)-sn-glycero-3-phosphocholine
cpd43430,1,an archaeal dolichyl alpha-D-glucosyl phosphate
cpd43431,1,an archaeal dolichyl beta-D-glucuronosyl-(1->4)-alpha-D-glucosyl phosphate
cpd38036,1,"(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine"
cpd42688,1,3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein]
cpd42689,1,3-O-[N-acetyl-beta-D-glucosaminyl-(1->3)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein]
cpd42690,1,3-O-[N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein]
cpd42691,1,3-O-[N-acetyl-alpha-neuraminyl-(2->3)-beta-D-galactosyl-(1->3)-N-acetyl-alpha-D-galactosaminyl]-L-threonyl-[protein]
cpd42694,1,3-O-{beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->3)-[beta-D-GlcNAc-(1->6)]-alpha-D-GalNAc}-L-seryl-[protein]
cpd42695,1,3-O-{beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->3)-[beta-D-GlcNAc-(1->6)]-alpha-D-GalNAc}-L-threonyl-[protein]
cpd38034,1,(9Z-hexadecenoyl)-sn-glycero-3-phosphocholine
cpd38001,1,2-octanoyl-sn-glycero-3-phosphocholine
cpd38003,1,all-trans-retinyl octanoate
cpd22703,1,dilauroyl lecithin
cpd38006,1,2-dodecanoyl-sn-glycero-3-phosphocholine
cpd38007,1,all-trans-retinyl dodecanoate
cpd42701,1,3-O-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl]-L-seryl-[protein]
cpd42703,1,O(3)-{N-acetyl-beta-D-glucosaminyl-(1->2)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-alpha-D-mannosyl}-L-seryl-[protein]
cpd42702,1,3-O-[N-acetyl-beta-D-glucosaminyl-(1->2)-alpha-D-mannosyl]-L-threonyl-[protein]
cpd42704,1,O(3)-{N-acetyl-beta-D-glucosaminyl-(1->2)-[N-acetyl-beta-D-glucosaminyl-(1->6)]-alpha-D-mannosyl}-L-threonyl-[protein]
cpd42707,1,N(4)-{alpha-Neu5Ac-(2->6)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->4)]-alpha-D-Man-(1->3)-[alpha-Neu5Ac-(2->3)-beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->2)-[beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-beta-D-GlcNAc}-L-asparaginyl-[protein]
cpd38012,1,"a (3R,4R)-4,2'-dihydroxyisoflavan"
cpd38013,1,a (3R)-2'-hydroxyisoflavanone
cpd38014,1,21-phosphorifampicin
cpd38017,1,a 5-hydroxy anthocyanidin
cpd38018,1,an anthocyanin 5-O-beta-D-glucoside
cpd42710,1,(2'-deoxyribonucleoside 5'-methylphosphotriester)-DNA
cpd42709,1,2'-deoxyribonucleotide-DNA
cpd43437,1,[(3R)-hydroxybutanoate](n-2)
cpd38032,1,(3R)-hydroxybutanoate trimer
cpd43438,1,[(3R)-hydroxybutanoate](n-3)
cpd38031,1,(3R)-hydroxybutanoate tetramer
cpd43439,1,[(3R)-hydroxybutanoate](n-4)
cpd38030,1,(3R)-hydroxybutanoate pentamer
cpd43440,1,[(3R)-hydroxybutanoate](n-5)
cpd42717,1,apo-[D-alanyl-carrier protein]
cpd38039,1,1-O-(1Z-octadecenoyl)-2-(9Z-octadecenoyl)-sn-glycero-3-phosphate
cpd38045,1,dihydro-heme d1
cpd21152,1,Phospho-anandamide
cpd38046,1,"1,2-di-(12R-hydroxy-9Z-octadecenoyl)-sn-glycerol"
cpd38041,1,"1,2,3-tri-(12R-hydroxy-9Z-octadecenoyl)-glycerol"
cpd38047,1,"1,2-dihexanoyl-sn-glycerol"
cpd38048,1,"1,2-dihexanoyl-3-(9Z-octadecenoyl)-sn-glycerol"
cpd38049,1,"N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-1,2-diacyl-sn-glycero-3-phosphoethanolamine"
cpd42729,1,L-threonyl-[rhodopsin]
cpd42730,1,O-phospho-L-threonyl-[rhodopsin]
cpd38050,1,delta-cadinene
cpd43445,1,"[1,4-alpha-D-glucosyl](n)-L-tyrosyl-[glycogenin]"
cpd43446,1,"[1,4-alpha-D-glucosyl](n+1)-L-tyrosyl-[glycogenin]"
cpd24591,1,thioguanine S-methylether
cpd38053,1,a disubstituted aliphatic (S)-hydroxynitrile
cpd43447,1,6-sulfo-alpha-D-glucosaminyl-[heparan sulfate](n)
cpd38056,1,"5,10-methylenetetrahydrosulfopterin"
cpd38055,1,tetrahydrosulfopterin
cpd42741,1,a pseudouridine in mRNA
cpd38068,1,dihydrorhizobitoxine
cpd38067,1,rhizobitoxine
cpd42742,1,L-cysteinyl-[prolipoprotein]
cpd42743,1,"S-1,2-diacyl-sn-glyceryl-L-cysteinyl-[prolipoprotein]"
cpd42748,1,L-cysteinyl-[SoxY protein]
cpd38072,1,GalGb3Cer
cpd42750,1,(3R)-3-hydroxy-L-arginyl-[protein]
cpd38075,1,an omega-methyl-long-chain fatty acid
cpd42983,1,4-chloro-L-threonyl-[peptidyl-carrier protein]
cpd38076,1,a pyrimidine ribonucleoside
cpd42770,1,[PQQ precursor protein]
cpd42771,1,E-Y cross-linked-[PQQ precursor protein]
cpd38078,1,nocamycin E
cpd38079,1,nocamycin I
cpd38080,1,a 2-oxo-3-(phosphooxy)propyl medium-chain 3-oxoalkanoate
cpd38081,1,(2R)-2-O-[alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-glycerate
cpd38083,1,(2R)-2-O-[6-O-octanoyl-alpha-D-glucopyranosyl-(1->6)-alpha-D-glucopyranosyl]-glycerate
cpd38084,1,(S)-N-acetyl-1-phenylethylamine
cpd38085,1,(R)-N-acetyl-1-phenylethylamine
cpd38086,1,(R)-1-phenylethylamine
cpd42765,1,adenosine(32) in tRNA
cpd42764,1,2'-O-methyladenosine(32) in tRNA
cpd38071,1,globoside GlcNAc-(beta1->6)-GalGb4Cer
cpd42768,1,L-threonyl-[Goodpasture antigen-binding protein]
cpd42769,1,O-phospho-L-threonyl-[Goodpasture antigen-binding protein]
cpd38100,1,N(beta)-acetylstreptothricin F
cpd38101,1,N(beta)-acetylstreptothricin D
cpd19861,1,Dicamba
cpd38095,1,"3,6-dichlorosalicylate"
cpd43454,1,(1->3)-alpha-D-glucosyl-[(1->6)-alpha-D-glucosyl](n)
cpd42776,1,2-thiocytidine(32) in tRNA
cpd38107,1,2-hydroxy-5-oxoproline
cpd38108,1,2-(9Z-octadecenoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)
cpd42834,1,(3S)-3-hydroxy-L-lysyl-[protein]
cpd42825,1,4-hydroxy-L-lysyl-[protein]
cpd42777,1,L-arginyl-[ribosomal protein eS6]
cpd42778,1,(3R)-3-hydroxy-L-arginyl-[ribosomal protein eS6]
cpd42779,1,L-arginyl-[RCC1 domain-containing protein]
cpd42780,1,(3R)-3-hydroxy-L-arginyl-[RCC1 domain-containing protein]
cpd38129,1,cytidine 3'-phospho-5'-diphosphoramidate
cpd42793,1,N-terminal L-(Asp/Glu)3-[protein]
cpd42794,1,N-terminal N-acetyl-L-(Asp/Glu)3-[protein]
cpd42791,1,N-terminal L-glutamyl-L-glutamyl-L-glutamyl-[protein]
cpd42792,1,N-terminal N-acetyl-L-glutamyl-L-glutamyl-L-glutamyl-[protein]
cpd42789,1,N-terminal L-aspartyl-L-aspartyl-L-aspartyl-[protein]
cpd42790,1,N-terminal N-acetyl-L-aspartyl-L-aspartyl-L-aspartyl-[protein]
cpd43194,1,3-O-[alpha-D-Xyl-(1->3)-beta-D-GlcA-(1->4)-beta-D-Xyl-(1->4)-Rib-ol-P-Rib-ol-P-3-beta-D-GalNAc-(1->3)-beta-D-GlcNAc-(1->4)-(O-6-P-alpha-D-Man)]-Thr-[protein]
cpd38136,1,3-methoxycatechol
cpd38137,1,guaethol
cpd38138,1,2-methylanisole
cpd42797,1,N(5)-methyl-L-glutaminyl-[protein]
cpd38140,1,"2,3-dihydroxydodecanoate"
cpd31876,1,1-(methylsulfanyl)-ribulose 5-phosphate
cpd38147,1,a 2-hydroxyflavanone
cpd38148,1,(2S)-2-hydroxynaringenin
cpd38150,1,(2S)-2-hydroxypinocembrin
cpd38149,1,(2S)-2-hydroxyeriodictyol
cpd38159,1,equisetin
cpd38157,1,ganglioside GM1alpha
cpd38161,1,ganglioside GT1balpha
cpd38162,1,2beta-hydroxy-5-epi-aristolochene
cpd23806,1,(-)-4-epieremophilene
cpd38163,1,4-epi-eremophilene-2beta-ol
cpd43456,1,a 2-demethyl-8-methylmenaquinone
cpd37386,1,"all-trans-7,8-dihydroretinol"
cpd38171,1,"all-trans-3,4-didehydro-13,14-dihydroretinol"
cpd42807,1,"a 2,3-saturated meromycolyl-[ACP]"
cpd42811,1,C32-carboxyphthiodiolenone-[(phenol)carboxyphthiodiolenone synthase]
cpd42813,1,C34-carboxyphthiodiolenone-[(phenol)carboxyphthiodiolenone synthase]
cpd42814,1,C35-(phenol)carboxyphthiodiolenone-[(phenol)carboxyphthiodiolenone synthase]
cpd42815,1,C37-(phenol)carboxyphthiodiolenone-[(phenol)carboxyphthiodiolenone synthase]
cpd38169,1,a pyrimidine 2'-deoxyribonucleoside 5'-phosphate
cpd42820,1,"a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(N(6),2'-O-dimethyladenosine) in U6 snRNA"
cpd42821,1,a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyladenosine) in U6 snRNA
cpd38186,1,premutilin
cpd38189,1,"5'-hydroxy-diadenylate 2',3'-cylic phosphate"
cpd38192,1,a mycoketide-CoA
cpd38206,1,"a 4,5-didehydrojasmonate"
cpd38201,1,1-(11Z-eicosenoyl)-glycerol
cpd38202,1,1-docosanoylglycerol
cpd38203,1,1-(13Z-docosenoyl)-glycerol
cpd38204,1,"1-(7Z,10Z,13Z,16Z-docosatetraenoyl)-glycerol"
cpd38205,1,"1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-glycerol"
cpd38207,1,1-tetracosanoylglycerol
cpd38208,1,1-(15Z-tetracosenoyl)-glycerol
cpd35437,1,acetyl-ADP-ribose
cpd42824,1,3-O-(5'-adenylyl)-L-seryl-[protein]
cpd38213,1,"7-epi-ent-eudesmane-5,11-diol"
cpd38214,1,(-)-5-epi-eremophilene
cpd37976,1,beta-pinacene
cpd42832,1,[protein]-C-terminal glycine
cpd42833,1,[protein]-C-terminal O-(ADP-D-ribosyl)-glycine
cpd38187,1,cyclic hexaadenylate
cpd37947,1,beta-D-glucosyl-N-(9Z-octadecenoyl)-sphing-4E-enine
cpd38232,1,(Z)-non-6-en-1-ol
cpd38227,1,(Z)-non-6-enal
cpd38233,1,(E)-non-2-en-1-ol
cpd38235,1,beta-D-glucosyl-(1->3)-O-lithocholate
cpd42839,1,(5S)-5-hydroxy-L-lysyl-[protein]
cpd38237,1,"(2E,6Z)-nona-2,6-dien-1-ol"
cpd38238,1,(E)-oct-2-en-1-ol
cpd32124,1,1-undecanol
cpd38241,1,"(E,E)-2,4-hexadien-1-ol"
cpd20507,1,"2,4-Hexadienal"
cpd38240,1,(E)-4-oxonon-2-en-1-ol
cpd40060,1,(E)-4-oxonon-2-enal
cpd40163,1,4-methylpentan-1-ol
cpd42841,1,an N(4)-acetylcytidine in mRNA
cpd38269,1,"(2S)-2-hydroxy-4-oxobutane-1,2,4-tricarboxylate"
cpd38276,1,1-hexadecanoyl-2-(5-hydroxypentanoyl)-sn-glycero-3-phosphocholine
cpd38247,1,N-hexadecanoylglycine
cpd38255,1,"N-(9Z,12Z,15Z)-octadecatrienoylglycine"
cpd38278,1,1-hexadecanoyl-2-(9-hydroxynonanoyl)-sn-glycero-3-phosphocholine
cpd38259,1,octanamide
cpd39860,1,decanamide
cpd38261,1,3-deoxyfructose
cpd38248,1,trans-(S)-nicotine N(1')-oxide
cpd43017,1,adenosine(4220) in 28S rRNA
cpd43018,1,N(6)-methyladenosine(4220) in 28S rRNA
cpd42845,1,adenosine in rRNA
cpd42846,1,N(6)-methyladenosine in rRNA
cpd36000,1,5-methyl-CTP
cpd38302,1,5-methyl-CMP
cpd34189,1,pseudo-UTP
cpd38246,1,desmethylnectriapyrone
cpd38245,1,nectriapyrone
cpd37525,1,1-hexadecanoyl-2-(7-oxoheptanoyl)-sn-glycero-3-phosphocholine
cpd38277,1,1-hexadecanoyl-2-(7-hydroxyheptanoyl)-sn-glycero-3-phosphocholine
cpd38279,1,1-hexadecanoyl-2-(5-oxopentanoyl)-sn-glycero-3-phosphoethanolamine
cpd38280,1,1-hexadecanoyl-2-(5-hydroxypentanoyl)-sn-glycero-3-phosphoethanolamine
cpd38283,1,1-hexadecanoyl-2-(5-oxopentanoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)
cpd38284,1,1-hexadecanoyl-2-(5-hydroxypentanoyl)-sn-glycero-3-phospho-(1'-sn-glycerol)
cpd38285,1,1-hexadecanoyl-2-(5-oxopentanoyl)-sn-glycero-3-phosphate
cpd38286,1,1-hexadecanoyl-2-(5-hydroxypentanoyl)-sn-glycero-3-phosphate
cpd38287,1,1-O-(1Z-hexadecenyl)-2-(5-oxopentanoyl)-sn-glycero-3-phosphocholine
cpd38288,1,1-O-(1Z-hexadecenyl)-2-(5-hydroxypentanoyl)-sn-glycero-3-phosphocholine
cpd38289,1,1-O-hexadecyl-2-(5-oxopentanoyl)-sn-glycero-3-phosphocholine
cpd38290,1,1-O-hexadecyl-2-(5-hydroxypentanoyl)-sn-glycero-3-phosphocholine
cpd39873,1,pyridine 3-methanol
cpd04532,1,Nicotinaldehyde
cpd38305,1,a flavonol 7-O-(6-O-malonyl-beta-D-glucoside)
cpd38282,1,5'-ApG-3'
cpd42852,1,C40-phthioceranyl-[(hydroxy)phthioceranic acid synthase]
cpd42853,1,C37-phthioceranyl-[(hydroxy)phthioceranic acid synthase]
cpd43458,1,"4-O-([3-N-acetyl-beta-D-glucosaminyl-1-D-ribitylphospho](n)-di{[2R]-1-glycerylphospho})-N-acetyl-beta-D-mannosaminyl-(1->4)-N-acetyl-alpha-D-glucosaminyl di-trans,octa-cis-undecaprenyl diphosphate"
cpd42854,1,a ribonucleotide in RNA
cpd42855,1,a 2'-O-methylribonucleotide in RNA
cpd38320,1,dihexadecanoylglycerol
cpd05283,1,Methyl disulfide
cpd24825,1,1-O-n-octyl-beta-D-glucopyranoside
cpd37659,1,staphyloferrin B
cpd38216,1,hydropyrene
cpd38217,1,hydropyrenol
cpd38218,1,isoelisabethatriene
cpd41316,1,beta-D-galactosyl-(1<->1')-N-octadecanoylsphing-4-enine
cpd38262,1,an N-acyl-(2S)-hydroxyglycine
cpd38335,1,firefly D-sulfoluciferin
cpd38336,1,firefly L-sulfoluciferin
cpd38331,1,1'-hydroxy-demethylspheroidene
cpd38338,1,D-maltobionate
cpd38340,1,lactobionate
cpd38344,1,"1-octadecanoyl-2-(9,10-epoxyoctadecanoyl)-sn-glycero-3-phospho-L-serine"
cpd38345,1,1-octadecanoyl-2-(10-hydroxyoctadecanoyl)-sn-glycero-3-phospho-L-serine
cpd38347,1,1-hexadecanoyl-2-(10-hydroxyoctadecanoyl)-sn-glycero-3-phospho-L-serine
cpd01106,1,D-Leucine
cpd38343,1,D-2-aminohexanoate
cpd38407,1,(S)-isodihydrodehydrodiconiferyl alcohol
cpd37399,1,"1,1'-dihydroxy-3,4-didehydro-1,2-dihydrolycopene"
cpd38348,1,Gp(2'-5')Ap(3')
cpd42862,1,"(2S,3R)-3-geranyl-2,3-dihydro-2,N(alpha)-cyclo-L-tryptophyl-[protein]"
cpd24456,1,"1D-myo-inositol 6-diphospho-(1,2,4,5)-tetrakisphosphate"
cpd42866,1,glycyl-L-cysteinyl-[protein]
cpd42863,1,[protein]-C-terminal glycyl cholesterol ester
cpd42864,1,S-(2-succinyl)-L-cysteinyl-[protein]
cpd38354,1,"9S,10-epoxy-(10,12Z)-octadecadienoate"
cpd42865,1,9-O-10-oxo-(12Z)-octadecenoate L-aspartatyl ester-[protein]
cpd42867,1,N-terminal N-hexadecanoyl-L-cysteinyl-[protein]
cpd38360,1,(S)-codamine
cpd32019,1,"N,N',N'',N'''-tetraacetyl chitotetraose"
cpd38361,1,"N,N'-diacetylchitobionate"
cpd38362,1,"N,N',N''-triacetylchitotrionate"
cpd38363,1,"N,N',N'',N'''-tetraacetylchitotetraonate"
cpd42868,1,N-terminal L-cysteinyl-[protein]-C-terminal glycyl cholesterol ester
cpd42869,1,N-terminal N-hexadecanoyl-L-cysteinyl-[protein]-C-terminal glycyl cholesterol ester
cpd24824,1,diaminopropiophenone
cpd38366,1,N(2)-(4-aminobutanoyl)-L-lysine
cpd38367,1,N(2)-(4-aminobutanoyl)-L-ornithine
cpd38365,1,N(2)-(4-aminobutanoyl)-L-arginine
cpd38371,1,D-xylobionate
cpd38372,1,D-xylotrionate
cpd38373,1,D-xylotetraonate
cpd40145,1,D-cellopentaose
cpd38392,1,D-cellohexaose
cpd38378,1,D-cellotrionate
cpd38379,1,D-cellotetraonate
cpd38380,1,D-cellopentaonate
cpd38381,1,D-cellohexaonate
cpd38387,1,D-maltotrionate
cpd38388,1,D-maltotetraonate
cpd38389,1,D-maltopentaonate
cpd38390,1,D-maltohexaonate
cpd38391,1,D-maltoheptaonate
cpd42870,1,S-tetradecanoyl-L-cysteinyl-[protein]
cpd42871,1,S-octadecanoyl-L-cysteinyl-[protein]
cpd42872,1,S-(9Z-octadecenoyl)-L-cysteinyl-[protein]
cpd42873,1,"S-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-L-cysteinyl-[protein]"
cpd43257,1,"N(6)-octadecanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]"
cpd43264,1,"N(6)-hexadecanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]"
cpd43265,1,"N(6)-dodecanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]"
cpd43266,1,"N(6)-decanoyl-L-lysyl-/S-(2E,6E,10E)-geranylgeranyl-L-cysteinyl-[protein]"
cpd42875,1,N-terminal N(6)-hexadecanoylglycyl-[protein]
cpd38670,1,"adenosine 3'-diphosphate,5'-triphosphate"
cpd35476,1,(+)-DCA
cpd38408,1,(R)-isodihydrodehydrodiconiferyl alcohol
cpd38406,1,"(2R,3S)-dihydrodehydrodiconiferyl alcohol"
cpd38409,1,(S)-tetrahydrodehydrodiconiferyl alcohol
cpd38405,1,"(2S,3R)-dihydrodehydrodiconiferyl alcohol"
cpd38410,1,(R)-tetrahydrodehydrodiconiferyl alcohol
cpd42880,1,3-O-[N-acetyl-beta-D-glucosaminyl-(1->6)-N-acetyl-alpha-D-glucosaminyl]-L-seryl-[protein]
cpd38413,1,(indol-3-yl)butanoyl-L-glutamine
cpd10103,1,"2,4-DB"
cpd38415,1,"4-(2,4-dichlorophenoxy)butanoyl-L-glutamine"
cpd38417,1,(indol-3-yl)butanoyl-L-cysteine
cpd38420,1,L-gamma-glutamyl-(3R)-L-beta-ethynylserine
cpd41467,1,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-oate"
cpd38423,1,2-methyloctadecanoyl-CoA
cpd38422,1,2-methyloctadecanoate
cpd38424,1,prostaglandin F2alpha-CoA
cpd38425,1,"2,6-dimethylheptanoate"
cpd41366,1,N(alpha)-acetyl-D-methionine
cpd42882,1,O-octanoyl-L-seryl-[protein]
cpd42883,1,O-octanoyl-L-threonyl-[protein]
cpd42884,1,O-decanoyl-L-seryl-[protein]
cpd24071,1,sesquisabinene A
cpd24072,1,sesquisabinene B
cpd17333,1,Terpineol-4
cpd38440,1,alpha-D-Gal-(1->4)-beta-D-Gal-(1<->1')-Cer
cpd38441,1,alpha-D-Gal-(1->4)-beta-D-Gal-(1<->1')-Cer(d18:1(4E))
cpd38442,1,sodorifen
cpd42886,1,"a (8S,9S)-5-glyceryl-2'-deoxycytidine in DNA"
cpd42887,1,"a (8S,9R)-5-glyceryl-2'-deoxycytidine in DNA"
cpd42889,1,an N(7)-methylguanosine in RNA
cpd38455,1,Fe(III)-C-5-deoxy-beta-D-glucosyl-enterobactin
cpd38334,1,"[N-(2,3-dihydroxybenzoyl)-L-seryl]2-N-(C-5-[deoxy-beta-D-glucosyl]-2,3-dihydroxybenzoyl)-L-serine"
cpd38333,1,"N-(2,3-dihydroxybenzoyl)-L-seryl-[N-(C-5-[deoxy-beta-D-glucosyl]-2,3-dihydroxybenzoyl)-L-serine]2"
cpd38332,1,"[N-(C-5-[deoxy-beta-D-glucosyl]-2,3-dihydroxybenzoyl)-L-serine]3"
cpd38462,1,valerianol
cpd38466,1,"3',3'-cUAMP"
cpd38467,1,cyclic AMP-AMP-GMP
cpd38465,1,c-di-UMP
cpd38468,1,cyclic CMP-UMP
cpd42911,1,a guanosine in mRNA
cpd42912,1,an N(7)-methylguanosine in mRNA
cpd42914,1,a guanosine in miRNA
cpd42913,1,an N(7)-methylguanosine in miRNA
cpd38469,1,L-cystine-bis-glycine
cpd42916,1,5-methoxyuridine(34) in tRNA
cpd42919,1,uridine(35) in tRNA(Tyr)
cpd42918,1,pseudouridine(35) in tRNA(Tyr)
cpd42917,1,S-methyl-L-methionyl-[protein]
cpd27567,1,N-acetyl-L-tryptophan
cpd33346,1,18-hydroxylinoleic acid
cpd38473,1,1-octanoyl-sn-glycero-3-phosphocholine
cpd38474,1,"1-octanoyl-sn-glycero-2,3-cyclic phosphate"
cpd38471,1,N-dodecanoyl-heptadecasphing-4-enine-1-phosphoethanolamine
cpd38472,1,"N-dodecanoyl-heptadecasphing-4-enine-1,3-cyclic phosphate"
cpd40977,1,N-hexanoyl-sphing-4-enine-1-phosphocholine
cpd38478,1,"N-(hexanoyl)-sphing-4-enine-1,3-cyclic phosphate"
cpd16481,1,4-Oxoretinol
cpd37974,1,all-trans-4-oxoretinal
cpd37697,1,N-(dodecanoyl)-sphing-4-enine-1-phosphocholine
cpd38479,1,"N-dodecanoyl-sphing-4-enine-1,3-cyclic phosphate"
cpd37406,1,3alpha-sulfooxy-5alpha-androstan-17-one
cpd38480,1,an N-(acyl)-sphingosylphosphoethanolamine
cpd38482,1,"1-hexadecanoyl-sn-glycero-2,3-cyclic phosphate"
cpd39905,1,(R)-lavandulol
cpd23624,1,"(S)-(-)-3,7-dimethyl-6-octenoic acid"
cpd06784,1,Pyrethrin II
cpd17122,1,Jasmolin I
cpd06736,1,Cinerin I
cpd17123,1,Jasmolin II
cpd06737,1,Cinerin II
cpd33661,1,Ap2A
cpd42920,1,a 5'-end triphospho-adenosine in mRNA
cpd42921,1,a 5'-end triphospho-guanosine in mRNA
cpd42928,1,a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-adenosine) in mRNA
cpd42929,1,a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-(2'-O-methyl-guanosine) in mRNA
cpd42933,1,a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-adenosine-phospho-ribonucleoside in mRNA
cpd38508,1,(N(7)-methyl 5'-triphospho-guanosine)-adenosine
cpd42934,1,a 5'-end (N(7)-methyl 5'-triphosphoguanosine)-guanosine-phospho-ribonucleoside in mRNA
cpd38509,1,(N(7)-methyl 5'-triphospho-guanosine)-guanosine
cpd42937,1,a 5'-end NAD(+)-phospho-ribonucleoside in snoRNA
cpd42938,1,a 5'-end phospho-ribonucleoside in snoRNA
cpd42940,1,an N(3)-methylcytidine in RNA
cpd38511,1,"13-hydroperoxy-(9Z,11E,15Z)-octadecatrienoate"
cpd42941,1,an N(3)-methylcytidine in tRNA
cpd42942,1,cytidine(32) in tRNA(Arg)(CCU)
cpd42943,1,N(3)-methylcytidine(32) in tRNA(Arg)(CCU)
cpd38512,1,"17-hydroxy-(9Z,12Z)-octadecadienoate"
cpd38513,1,an (omega-1)-hydroxy-long-chain fatty acid
cpd38514,1,(9Z)-16-hydroxyhexadec-9-enoate
cpd38518,1,(9Z)-18-hydroxyoctadec-9-enoate 18-O-beta-D-glucoside
cpd38517,1,(9Z)-17-hydroxyoctadec-9-enoate 17-O-sophoroside
cpd38519,1,12-oxododecanoate
cpd42946,1,"S-(2,3-dicarboxypropyl)-L-cysteinyl-[protein]"
cpd38294,1,(-)-vincadifformine
cpd38526,1,19-O-acetylhorhammericine
cpd38527,1,(-)-(R)-19-O-acetyltabersonine
cpd38530,1,(-)-echitovenine
cpd38529,1,(+)-echitovenine
cpd38531,1,myricetin 3-O-[(6-O-(E)-caffeoyl-beta-D-glucosyl)-(1->2)-alpha-L-rhamnoside]
cpd38535,1,myricetin 3-O-beta-D-glucosyl-(1->2)-beta-D-glucoside
cpd38536,1,quercetin 3-O-[(6-O-[(E)-caffeoyl]-beta-D-glucosyl)-(1->2)-beta-D-glucoside]
