compound_id,frequency,name
cpd02218,3,N-Acetyl-L-phenylalanine
cpd01917,3,Kyotorphin
cpd02674,3,beta-Tyrosine
cpd01263,3,Nitroethane
cpd03762,3,"cis-1,2-dihydroxybenzoate"
cpd02085,3,beta-D-Fructose 2-phosphate
cpd03168,3,beta-Alanyl-L-lysine
cpd01560,3,beta-Alanyl-CoA
cpd00907,3,"alpha-D-glucose-1,6-biphosphate"
cpd01397,3,Laminariaceae
cpd01928,3,N-Methylanthranilate
cpd03593,3,D-erythro-3-Methylmalate
cpd03591,3,Methyloxaloacetate
cpd01713,3,3-Chloro-D-alanine
cpd01775,3,Phosphoribosyl-ATP
cpd02375,3,Adenylosuccinate
cpd02087,3,D-galacto-Hexodialdose
cpd00841,3,5-diphosphomevalonate
cpd02343,3,gamma-L-Glutamyl-D-alanine
cpd01766,3,N-Methylputrescine
cpd01362,3,3-Ethylmalate
cpd02763,3,N4-(Acetyl-beta-D-glucosaminyl)asparagine
cpd02149,3,Fatty acid methyl ester
cpd00780,3,Fumarylacetoacetate
cpd03663,3,3-Butynoate
cpd00673,3,Dihydrothymine
cpd03854,3,5'-Benzoylphosphoadenosine
cpd02145,3,"D-Glucurono-6,2-lactone"
cpd03814,3,N-Acyl-D-glutamate
cpd02018,3,N5-Methyl-L-glutamine
cpd01544,3,Methylguanidine
cpd02928,3,8(R)-HPETE
cpd01968,3,3-aci-Nitropropanoate
cpd02721,3,DKHP
cpd00856,3,"3-Carboxy-cis,cis-muconate"
cpd03759,3,"Terephthalate-1,2-cis-dihydrodiol"
cpd03327,3,4-Hydroxy-2-ketopimelate
cpd03708,3,"2,4-Dihydroxyhept-2-enedioate"
cpd02632,3,4-(3-Methylbut-2-enyl)-L-tryptophan
cpd02204,3,Deoxy-5-methylcytidylate
cpd01345,3,Taurocyamine
cpd00836,3,S-Acetyldihydrolipoamide
cpd00860,3,S-Succinyldihydrolipoamide
cpd02700,3,S-(2-Methylpropionyl)-dihydrolipoamide
cpd03046,3,S-(3-Methylbutanoyl)-dihydrolipoamide
cpd00737,3,Gynesine
cpd01876,3,2-Methyleneglutarate
cpd03861,3,L-Xylulose 1-phosphate
cpd02325,3,N-Acetyl-O-acetylneuraminate
cpd02608,3,"6-Lactoyl-5,6,7,8-tetrahydropterin"
cpd03141,3,7alpha-Hydroxyandrostenedione
cpd01915,3,L-Palmitoylcarnitine
cpd03649,3,3-Ketosphingosine
cpd01874,3,2-Caffeoylisocitrate
cpd03853,3,D-Galacturonolactone
cpd02038,3,(+)-Bornyl-diphosphate
cpd00888,3,N-Methylethanolamine phosphate
cpd02358,3,Meglutol
cpd03512,3,Metarhodopsin
cpd03513,3,Iodopsin
cpd01855,3,Xylitol 5-phosphate
cpd02554,3,N(alpha)-gamma-L-Glutamylhistamine
cpd02712,3,3-O-Methylquercetin
cpd02025,3,N-D-Ribosylpyrimidine
cpd00636,3,Hexalin
cpd02046,3,10-Formyldihydrofolate
cpd02467,3,2-Dehydro-3-deoxy-L-rhamnonate
cpd00831,3,L-Rhamnulose 1-phosphate
cpd01979,3,5-Acetamidopentanoate
cpd01949,3,"(S,S)-2,3-Butanediol"
cpd02011,3,N-D-Glucosylarylamine
cpd01500,3,2-Methylcholine
cpd02203,3,D-Erythritol 4-phosphate
cpd00410,3,Cytochrome c
cpd01622,3,Trimetaphosphate
cpd00583,3,L-Adrenaline
cpd03318,3,L-Normetanephrine
cpd03876,3,2-Trimethylaminoethylphosphonate
cpd00883,3,N-Acylneuraminate 9-phosphate
cpd02731,3,"2-Hydroxy-6-oxonona-2,4-diene-1,9-dioate"
cpd00474,3,3-Oxo-delta4-steroid
cpd02451,3,"Glycerol 1,2-cyclic phosphate"
cpd02692,3,2-Amino-3-carboxymuconate semialdehyde
cpd03351,3,Cinnavalininate
cpd03549,3,15-Keto-PGF2a
cpd00494,3,4-Hydroxymandelonitrile
cpd00495,3,4-Methylene-L-glutamate
cpd02414,3,L-2-Amino-6-oxopimelate
cpd03582,3,"dTDP-4-acetamido-4,6-dideoxy-D-glucose"
cpd02829,3,"3alpha,12alpha-Dihydroxy-7-oxo-5beta-cholanate"
cpd00949,3,"3alpha,7alpha-Dihydroxy-12-oxo-5beta-cholanate"
cpd03548,3,11-epi-PGF2a
cpd02466,3,Isoxanthopterin
cpd03252,3,"5beta-Pregnane-11beta,17alpha,21-triol-3,20-dione"
cpd01665,3,D-O-Phosphoserine
cpd00564,3,Bergaptol
cpd03250,3,"4,5beta-Dihydrocortisone"
cpd01202,3,Phloretate
cpd00864,3,"1,3,8-Naphthalenertriol"
cpd03317,3,L-Metanephrine
cpd03195,3,Melibiitol
cpd06022,3,Genistin
cpd01027,3,Oxamate
cpd00607,3,Citramalate
cpd00622,3,Sepiapterin
cpd01283,3,Methoxsalen
cpd00632,3,6-Oxocineole
cpd02874,3,"1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one"
cpd00645,3,2-Oxostearate
cpd03104,3,L-3-Aminobutyryl-CoA
cpd01557,3,3-Butenoyl-CoA
cpd02184,3,11-cis-Retinyl palmitate
cpd02869,3,7-(5-Carboxyl-5-oxopentanyl)aminocephalosporinate
cpd00684,3,Dimethylmaleic acid
cpd00687,3,Isonocardicin A
cpd01332,3,Nocardicin A
cpd03674,3,2-Dehydro-3-deoxy-D-fuconate
cpd03297,3,alpha-Aminoadipoyl-C6-AMP
cpd02314,3,6-Demethylsterigmatocystin
cpd00753,3,Aromatic amino acid
cpd01070,3,Lupinate
cpd00733,3,Ferricytochrome b1
cpd00734,3,Ferrocytochrome b1
cpd00787,3,Desulfoglucotropeolin
cpd01457,3,Glucotropeolin
cpd01359,3,16-Oxosteroid
cpd00799,3,Deacetylvindoline
cpd02701,3,S-Adenosyl-4-methylthio-2-oxobutanoate
cpd00816,3,"7,8-Dihydroxykynurenate"
cpd02931,3,"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate"
cpd02730,3,3-Deoxy-D-manno-octulosonate8-phosphate
cpd02634,3,5'-Phosphonucleoside 3'-diphosphate
cpd01060,3,Flavonol
cpd02439,3,2-Dehydro-3-deoxy-D-glucarate
cpd02828,3,5-Carboxymethyl-2-hydroxymuconic semialdehyde
cpd03732,3,UDP-N-acetyl-D-mannosaminouronate
cpd01849,3,Sinapoyl malate
cpd02750,3,"17alpha,20alpha-Dihydroxypregn-4-en-3-one"
cpd00872,3,"N,N-Dimethylaniline N-oxide"
cpd02780,3,"Inositol 1,2,4,5,6-pentakisphosphate"
cpd00887,3,"3-(3,4-Dihydroxyphenyl)lactate"
cpd00889,3,5-Hydroxylysine
cpd00898,3,"Inositol 1,4-bisphosphate"
cpd01907,3,GDP-6-deoxy-D-talose
cpd00913,3,"2',3'-Cyclic nucleotide"
cpd00950,3,N-Amidino-scyllo-inosamine 4-phosphate
cpd00948,3,Isohexenyl-glutaconyl-CoA
cpd01317,3,Geranoyl-CoA
cpd02624,3,1-Guanidino-1-deoxy-scyllo-inositol
cpd02136,3,Sequoyitol
cpd00953,3,"1D-1-Guanidino-3-amino-1,3-dideoxy-scyllo-inositol"
cpd02847,3,1D-1-Guanidino-1-deoxy-3-dehydro-scyllo-inositol
cpd03550,3,6-Keto-PGF1a
cpd00976,3,dIDP
cpd01000,3,Prenol
cpd01594,3,CH3-N(O)=N-CH2OH
cpd01019,3,Daphnin
cpd01728,3,6-Methylsalicylate
cpd01105,3,D-Apiitol
cpd01177,3,Indan-1-ol
cpd01068,3,L-Xylose
cpd01077,3,Scopolin
cpd01079,3,Selenium
cpd01684,3,O-Phosphoviomycin
cpd01117,3,Kievitone
cpd01120,3,Limonoate
cpd01402,3,Phytanoyl-CoA
cpd01954,3,"2,3-Dihydrogossypetin"
cpd01169,3,L-Dopachrome
cpd02579,3,Isovitexin 2''-O-beta-D-glucoside
cpd02387,3,2-Dehydro-3-deoxy-L-fuconate
cpd01818,3,Albendazole S-oxide
cpd03153,3,Palmatine
cpd01246,3,Mucic acid
cpd01961,3,3-Dehydro-L-threonate
cpd01272,3,Rifamycin O
cpd01274,3,Scopolamine
cpd01328,3,L-Rhamnonate
cpd01833,3,L-Octanoylcarnitine
cpd01341,3,Piperitenone
cpd01357,3,(R)-Mandelate
cpd01366,3,Acetoxime
cpd03722,3,Sedoheptulose 1-phosphate
cpd03538,3,12-Keto-LTB4
cpd01787,3,"1,2-Dihydrosantonin"
cpd01488,3,alpha-Santonin
cpd01788,3,10-Hydroxydecanoate
cpd01655,3,3-Nitropropanoate
cpd02668,3,"1,2-beta-D-Glucuronosyl-D-glucuronate"
cpd03420,3,Precorrin 3A
cpd03646,3,gamma-Glutamyl-3-aminopropiononitrile
cpd03247,3,Glycochenodeoxycholate
cpd01685,3,PCP
cpd01690,3,Pyrimidodiazepine
cpd02286,3,Taurolithocholate sulfate
cpd01204,3,Piperidine
cpd01878,3,"3,5-Dichlorocatechol"
cpd02979,3,phosphoribosylformiminoaicar-phosphate
cpd02455,3,N-Hydroxy-2-acetamidofluorene
cpd01816,3,Acenaphthoquinone
cpd02709,3,1-(5-Phosphoribosyl)imidazole-4-acetate
cpd01851,3,Tetrahydropalmatine
cpd01886,3,3-Oxoglycyrrhetinate
cpd02507,3,5-Carboxy-2-oxohept-3-enedioate
cpd01963,3,3-Hydroxy-L-glutamate
cpd01976,3,Hymecromone
cpd02726,3,"(+)-cis-3,4-Dihydrophenanthrene-3,4-diol"
cpd02022,3,"Phenanthrene-3,4-diol"
cpd03266,3,21-Hydroxypregnenolone
cpd02086,3,Glycoprotein D-mannose
cpd01704,3,13-Hydroxylupinine
cpd03606,3,2-Oxo-3-hydroxy-4-phosphobutanoate
cpd03572,3,(S)-3-Hydroxyisobutyryl-CoA
cpd02195,3,4-Nitroquinoline 1-oxide
cpd02505,3,4-Hydroxyaminoquinoline N-oxide
cpd02265,3,CDPtyvelose
cpd03183,3,"2-Hydroxy-2-hydropyrone-4,6-dicarboxylate"
cpd03316,3,3-Methoxytyramine
cpd02360,3,Methyl yellow
cpd02677,3,Etiocholan-3alpha-ol-17-one
cpd03041,3,Methostenol
cpd02403,3,"Androstan-3alpha,17beta-diol"
cpd02427,3,Thiomorpholine 3-carboxylate
cpd02816,3,"3,5-Dichloro-2,5-dihydro-2-oxofuran-5-acetate"
cpd02436,3,"2,4-Dichloro-cis,cis-muconate"
cpd02440,3,"3,5-Dibromo-4-hydroxybenzoate"
cpd02900,3,L-Mimosine
cpd02446,3,5-Dehydro-2-deoxy-D-gluconate
cpd02724,3,N-Succinyl-L-2-amino-6-oxopimelate
cpd02486,3,Glycoprotein phospho-D-mannose
cpd03065,3,trans-L-3-Hydroxyproline
cpd02572,3,5-Carboxymethyl-2-hydroxymuconate
cpd02539,3,"3,3',4',5,7,8-Hexahydroxyflavone"
cpd03245,3,Glycodeoxycholate
cpd03244,3,Taurodeoxycholate
cpd02776,3,3-Methylmuconolactone
cpd02848,3,"3-D-Glucuronosyl-N2,6-disulfo-beta-D-glucosamine"
cpd02800,3,13(S)-EOD
cpd02801,3,DDE
cpd02810,3,"UDP-2-acetamido-4-dehydro-2,6-dideoxyglucose"
cpd03230,3,"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA"
cpd02930,3,Lipid X
cpd02836,3,"(13E)-11alpha-Hydroxy-9,15-dioxoprost-13-enoate"
cpd02921,3,SAICAR
cpd02854,3,Prostaglandin C1
cpd03605,3,5-Pyridoxolactone
cpd02912,3,"3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione"
cpd02941,3,"3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate"
cpd02946,3,Hepoxilin A3
cpd02968,3,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl- D-alanine
cpd02970,3,"alpha-N-Acetylneuraminyl-2,3-beta-D-galactosyl-1,3-N-acetyl-D- galactosaminyl-R"
cpd03666,3,"2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)- amino-4-oxopyrimidine"
cpd03004,3,Neu5Ac-alpha2->3Gal-beta1->4GlcNAc-beta1->3Gal-beta1->4Glc-beta1- >1'Cer
cpd03040,3,4alpha-Methylcholesta-8-en-3beta-ol
cpd03273,3,"17alpha,20alpha-Dihydroxycholesterol"
cpd03060,3,"4-Androsten-16alpha-ol-3,17-dione"
cpd03678,3,(S)-cis-N-methylstylopine
cpd03082,3,Berbamunine
cpd03100,3,Salutaridinol
cpd03108,3,10-Hydroxydihydrosanguinarine
cpd03088,3,12-Hydroxychelirubine
cpd03151,3,3-Hexaprenyl-4-hydroxy-5-methoxybenzoate
cpd03437,3,2-Hexaprenylphenol
cpd03099,3,1-Alkyl-2-arachidonyl-sn-glycero-3-phosphoethanolamine
cpd03157,3,Salutaridinol acetate
cpd03103,3,Phaseollidin
cpd03281,3,5-Amino-4-imidazole carboxylate
cpd03207,3,5-Cholestene
cpd03208,3,"5,6beta-Epoxy-5beta-cholestane"
cpd03213,3,"3beta,5alpha,6beta-Cholestanetriol"
cpd03227,3,"5beta-Cholestane-3alpha,7alpha,26-triol"
cpd03231,3,"3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA"
cpd03251,3,Urocortisone
cpd03253,3,Urocortisol
cpd03300,3,Imidazole lactate
cpd03310,3,Dihydroxymandelic acid
cpd03314,3,Vanillylmandelic acid
cpd03311,3,3-Methoxy-4-hydroxyphenylacetaldehyde
cpd03504,3,Luteoforol
cpd03367,3,"5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate"
cpd03363,3,"4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate"
cpd03365,3,"5-(2'-Formylethyl)-4,6-dihydroxypicolinate"
cpd03416,3,CoproporphyrinogenI
cpd03448,3,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone"
cpd03486,3,N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine-diphosphoundecaprenol
cpd03519,3,"2,5-Diaminopyrimidine nucleoside triphosphate"
cpd03599,3,Salidroside
cpd03617,3,Iridotrial
cpd03626,3,Pimaradiene
cpd03655,3,GD2
cpd03664,3,3-Butyn-1-al
cpd03682,3,Neopinone
cpd03692,3,Pelletierine
cpd03760,3,Precorrin 6B
cpd03761,3,Precorrin 6A
cpd03783,3,"Quinolin-2,8-diol"
cpd03787,3,Norcoclaurine
cpd03807,3,Lacto-N-tetraose
cpd03833,3,Precorrin 3B
cpd03875,3,Bialaphos
cpd00688,3,Thioglycol
cpd03930,3,(S)-Norreticuline
cpd03926,3,N-Norreticuline
cpd03995,3,"cis-2,3-Dihydro-2,3-dihydroxybiphenyl"
cpd03991,3,"cis-2,3-Dihydro-2,3-dihydroxy-4'-chlorobiphenyl"
cpd03988,3,"2-Hydroxy-3-carboxy-6-oxo-7-methylocta-2,4-dienoate"
cpd04043,3,DDOH
cpd04054,3,"2,3-Dihydroxy DDT"
cpd04049,3,"6-Oxo-2-hydroxy-7-(4'-chlorophenyl)-3,8,8-trichloroocta-2E,4E,7E- trienoate"
cpd03982,3,p-Cymene
cpd04138,3,p-Tolualdehyde
cpd02542,3,"3-Methyl-cis,cis-muconate"
cpd03974,3,Cephamycin C
cpd04106,3,S-Formylmycothiol
cpd04111,3,6-Carboxyhex-2-enoyl-CoA
cpd03583,3,D-arabino-6-Phospho-hex-3-ulose
cpd04447,3,m-Tolualdehyde
cpd04451,3,2-Methylbenzyl alcohol
cpd04868,3,"2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate"
cpd04002,3,"2,4,5-Trichloro-2,5-cyclohexadiene-1-ol"
cpd04045,3,DDM
cpd04365,3,Protoanemonin
cpd04370,3,"2,5-Dichloro-cis,cis-muconate"
cpd04368,3,"3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
cpd04369,3,"3,6-Dichlorocatechol"
cpd04852,3,"3,4-Dihydroxyfluorene"
cpd04867,3,"2,2',3-Trihydroxydiphenylether"
cpd05039,3,Carbazole
cpd04856,3,"(+)-(1R,2S)-cis-3,4-Dihydroxy-3,4-dihyd"
cpd04857,3,"3,4-Dihydroxy-3,4-dihydro-9-fluorenone"
cpd04064,3,Clavulanate-9-aldehyde
cpd03998,3,Trichlorobenzene A
cpd04009,3,Aminoparathion
cpd04012,3,Diethylphosphoric acid
cpd04363,3,4-CPA
cpd04168,3,"trans-1,2-Dichloroethene"
cpd04038,3,Erythromycin E
cpd04023,3,"dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose"
cpd04026,3,"dTDP-4-oxo-2,6-dideoxy-L-glucose"
cpd08207,3,"5,6-Dichloro-1,3-cyclohexadiene"
cpd04861,3,1-Formyl-2-indanone
cpd03961,3,N-Isopropylammelide
cpd04129,3,2-Propanamine
cpd03968,3,Deisopropyldeethylatrazine
cpd05640,3,"2-Chloro-4-hydroxy-6-amino-1,3,5-triazine"
cpd03966,3,"2,4-Dihydroxy-6-(N'-ethyl)amino-1,3,5-triazine"
cpd06711,3,(Hydroxymethylphenyl)succinyl-CoA
cpd06712,3,Benzoylsuccinyl-CoA
cpd04130,3,6-Hydroxycyclohex-1-enecarbonyl-CoA
cpd06713,3,6-Ketoxycyclohex-1-ene-1-carboxyl-CoA
cpd06706,3,Cyanobenzene
cpd06717,3,6-Oxo-2-hydroxycyclohexane-1-carboxyl-CoA
cpd06714,3,Hexahydrobenzoic acid
cpd02948,3,MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol
cpd08286,3,2-C-methyl-D-erythritol4-phosphate
cpd04918,3,D-Glycero-D-manno-heptose7-phosphate
cpd08316,3,D-Glycero-D-manno-heptose1-7-bisphosphate
cpd08281,3,"Phenanthrene-9,10-oxide"
cpd08284,3,1-Phenanthrol
cpd04242,3,DKH
cpd04449,3,m-toluate
cpd04323,3,3'-Keto-3'-deoxy-AMP
cpd04329,3,N-Acetyl-O-demethylpuromycin
cpd04539,3,2-Amino-3-oxo-4-phosphonooxybutyrate
cpd08336,3,2-Oxopropyl-CoM
cpd08339,3,5'-Dehydroadenosine
cpd04541,3,"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoate"
cpd04546,3,2-Hydroxyphytanoyl-CoA
cpd04490,3,Limonene oxide
cpd08376,3,2-(beta-D-Glucosyl)-sn-glycerol
cpd08371,3,Cobalt-precorrin 5
cpd08442,3,9-Riburonosylhypoxanthine
cpd08444,3,16-Epivellosimine
cpd01344,3,Secologanate
cpd08493,3,Tetrahydroalstonine
cpd06136,3,Serpentine
cpd08454,3,16-Hydroxytabersonine
cpd06285,3,Cephaeline
cpd08627,3,"2,3-Ene acid"
cpd08628,3,3beta-Hydroxy-5beta-pregnane-20-one
cpd03282,3,L-Allothreonine
cpd03430,3,Urobilinogen
cpd08667,3,Gibberellin A34-catabolite
cpd08652,3,Gibberellin A51-catabolite
cpd08653,3,Gibberellin A29-catabolite
cpd08668,3,Gibberellin A8-catabolite
cpd08681,3,Levopimarinol
cpd08684,3,Levopimarinal
cpd08731,3,2-Hydroxy-4-isopropenylcyclohexane-1-carboxyl-CoA
cpd08258,3,(3R)-6-Hydroxy-3-isopropenyl-heptanoate
cpd08271,3,(3S)-6-Hydroxy-3-isopropenyl-heptanoate
cpd08261,3,(3R)-3-Isopropenyl-6-oxoheptanoyl-CoA
cpd08741,3,"cis-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
cpd08740,3,"trans-2-Methyl-5-isopropylhexa-2,5-dienoic acid"
cpd08743,3,"cis-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA"
cpd08742,3,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA"
cpd08744,3,"3-Hydroxy-2,6-dimethyl-5-methylene-heptanoyl-CoA"
cpd08706,3,dTDP-3-oxo-6-deoxy-D-glucose
cpd08722,3,"dTDP-3-amino-3,6-dideoxy-D-glucose"
cpd08707,3,"dTDP-3-oxo-4,6-dideoxy-D-glucose"
cpd08708,3,"dTDP-3-amino-3,4,6-trideoxy-D-glucose"
cpd08712,3,"dTDP-3-methyl-4-oxo-2,6-dideoxy-L-glucose"
cpd08730,3,dTDP-D-mycaminose
cpd05535,3,Lupeol
cpd05522,3,alpha-Amyrin
cpd08768,3,Avermectin B2a aglycone
cpd08776,3,Avermectin B1a aglycone
cpd08752,3,Avermectin B2b aglycone
cpd08760,3,Avermectin B1b aglycone
cpd08780,3,Avermectin B1a
cpd08764,3,Avermectin B1b
cpd05879,3,Soyasaponin I
cpd08909,3,(+)-Gallocatechin
cpd08922,3,Enin
cpd08986,3,Caffeyl alcohol
cpd08993,3,Aminofructose 6-phosphate
cpd08994,3,Iminoerythrose 4-phosphate
cpd08890,3,AminoDHS
cpd05481,3,Apigeninidin
cpd05558,3,Luteolinidin
cpd09096,3,"3,5-Dihydroxyphenylglyoxylate"
cpd09091,3,dTDP-L-4-oxovancosamine
cpd09150,3,Tetrangulol
cpd09153,3,19-Hydroxy-8-O-methyltetrangulol
cpd09154,3,PD116740
cpd09158,3,100-1
cpd09160,3,104-2
cpd09167,3,Urdamycin G
cpd09191,3,Phenanthroviridone aglycon
cpd09147,3,Kinamycin D
cpd09169,3,Auraviketone
cpd09173,3,Aklanonic acid
cpd09175,3,Aklaviketone
cpd09179,3,D 788-1
cpd09186,3,(S)-DNPA
cpd09134,3,Elloramycin A
cpd09131,3,Tetracenomycin B2
cpd09207,3,3-Dimethylallyl-4-hydroxyphenylpyruvate
cpd09210,3,3-Dimethylallyl-4-hydroxybenzaldehyde
cpd09222,3,Coumermic acid
cpd09223,3,Coumermycin D
cpd09217,3,Novobiocic acid
cpd09215,3,Novclobiocin 105
cpd09216,3,Novclobiocin 104
cpd09253,3,"cis-3-(3-Carboxyethenyl)-3,5-cyclohexadiene-1,2-diol"
cpd09254,3,"2,3-dihydroxicinnamic acid"
cpd09256,3,Biochanin A 7-O-(6-O-malonyl-beta-D-glucoside)
cpd05527,3,Cyanidin 3-O-rutinoside
cpd02981,3,Luteolin 7-O-[beta-D-glucuronosyl-(1->2)-beta-D-glucuronide]-4'-O-beta-D- glucuronide
cpd09310,3,"3,4,6-Trichlorocatechol"
cpd09312,3,"2,3,5-Trichloro-cis,cis-muconate"
cpd09313,3,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide"
cpd09349,3,N2-Acetyl-L-aminoadipate
cpd09315,3,2-Chloro-3-oxoadipate
cpd09480,3,"1,2-Bis(4-hydroxyphenyl)-2-propanol"
cpd09483,3,"4,4'-Dihydroxy-alpha-methylstilbene"
cpd09739,3,UDP-N-acetyl-D-galactosaminuronic acid
cpd09785,3,1-Methylnaphthalene
cpd09792,3,1-Naphthalenemethanol
cpd09802,3,2-Naphthaldehyde
cpd09440,3,Xanthoxic acid
cpd10301,3,3-Hydroxyaminophenol
cpd10239,3,Rifamycin S
cpd10490,3,"(1R)-Glutathionyl-(2R)-hydroxy-1,2-dihydronaphthalene"
cpd10481,3,"1,2-Dihydroxy-3,4-epoxy-1,2,3,4-tetrahydronaphthalene"
cpd09767,3,1-Nitronaphthalene
cpd10499,3,"1-Nitronaphthalene-7,8-oxide"
cpd10462,3,13-KODE
cpd10152,3,4-Bromophenol
cpd10540,3,4-Bromocatechol
cpd10547,3,"Benzo[a]pyrene-7,8-oxide"
cpd10548,3,"Benzo[a]pyrene-4,5-oxide"
cpd10549,3,"Benzo[a]pyrene-7,8-diol"
cpd10555,3,"2,2-Dichloroacetaldehyde"
cpd10560,3,2-(S-Glutathionyl)acetyl glutathione
cpd04248,3,Chloral hydrate
cpd10571,3,Glutathione episulfonium ion
cpd10572,3,S-(2-Hydroxyethyl)glutathione
cpd00747,3,L-Hydroxyproline
cpd02232,3,2-Coumarate
cpd07311,3,(-)-Glyceollin II
cpd11191,3,Glyceollin III
cpd11196,3,Taurohyocholate
cpd02064,3,3-Demethylubiquinone-9
cpd08876,3,N-Methylanthraniloyl-CoA
cpd11211,3,Dihydromonacolin L
cpd00758,3,N8-Acetylspermidine
cpd11230,3,Benzylamine
cpd11235,3,"12alpha-Hydroxy-3-oxochola-4,6-dienoate"
cpd11236,3,Dihydroflavonol
cpd00593,3,Isoflavone
cpd02485,3,Flavanone 7-O-glucoside
cpd01052,3,Chalcone
cpd10898,3,3'-Hydroxyflavanone
cpd11310,3,5-phosphoribosyl-5-carboxyaminoimidazole
cpd11412,3,TRIBOA
cpd11453,3,pgly_BS
cpd11450,3,m12dg_BS
cpd11479,3,D-3-Hydroxyhexanoyl-[acp]
cpd11483,3,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]
cpd11496,3,4-methyl-3-oxo-hexanoyl-ACP
cpd11498,3,4-methyl-trans-hex-2-enoyl-ACP
cpd11499,3,4-methyl-hexanoyl-ACP
cpd11502,3,6-methyl-trans-oct-2-enoyl-ACP
cpd11503,3,6-methyl-octanoyl-ACP
cpd11506,3,8-methyl-trans-dec-2-enoyl-ACP
cpd11507,3,8-methyl-decanoyl-ACP
cpd11510,3,10-methyl-trans-dodec-2-enoyl-ACP
cpd11511,3,10-methyl-dodecanoyl-ACP
cpd11514,3,12-methyl-trans-tetra-dec-2-enoyl-ACP
cpd11518,3,14-methyl-trans-hexa-dec-2-enoyl-ACP
cpd11519,3,14-methyl-hexa-decanoyl-ACP
cpd11523,3,5-methyl-trans-hex-2-enoyl-ACP
cpd11527,3,7-methyl-trans-oct-2-enoyl-ACP
cpd11528,3,7-methyl-octanoyl-ACP
cpd11531,3,9-methyl-trans-dec-2-enoyl-ACP
cpd11532,3,9-methyl-decanoyl-ACP
cpd11535,3,11-methyl-trans-dodec-2-enoyl-ACP
cpd11536,3,11-methyl-dodecanoyl-ACP
cpd11539,3,13-methyl-trans-tetra-dec-2-enoyl-ACP
cpd11543,3,15-methyl-trans-hexa-dec-2-enoyl-ACP
cpd11544,3,15-methyl-hexa-decanoyl-ACP
cpd11548,3,4-methyl-trans-pent-2-enoyl-ACP
cpd11549,3,4-methyl-pentanoyl-ACP
cpd11552,3,6-methyl-trans-hept-2-enoyl-ACP
cpd11553,3,6-methyl-heptanoyl-ACP
cpd11556,3,8-methyl-trans-non-2-enoyl-ACP
cpd11557,3,8-methyl-nonanoyl-ACP
cpd11560,3,10-methyl-trans-undec-2-enoyl-ACP
cpd11561,3,10-methyl-undecanoyl-ACP
cpd11564,3,12-methyl-trans-tridec-2-enoyl-ACP
cpd11568,3,14-methyl-trans-pentadec-2-enoyl-ACP
cpd11569,3,14-methyl-pentadecanoyl-ACP
cpd11572,3,trans-Octodec-2-enoyl-ACP
cpd11599,3,3-aminobutanoic acid
cpd11578,3,hexanesulfonate
cpd11575,3,MOPS
cpd12068,3,Phosphorylase b
cpd12067,3,Phosphorylase a
cpd12158,3,Ferrileghemoglobin
cpd12160,3,Ferroleghemoglobin
cpd12008,3,N-Acylglycine
cpd12753,3,N-Hydroxy-amino acid
cpd12849,3,Lysophospholipid
cpd12723,3,"(4S)-5-Hydroxy-2,4-dioxopentanoate"
cpd02199,3,Aromatic primary alcohol
cpd02323,3,Glycosyl-N-acylsphingosine
cpd12271,3,(5-L-Glutamyl)-peptide
cpd12180,3,beta-L-Arabinoside
cpd12055,3,CDP-acylglycerol
cpd11660,3,RCH2NH2
cpd11661,3,Steroid
cpd11256,3,Malonuric acid
cpd03272,3,11beta-Hydroxyprogesterone
cpd01596,3,Cyclohex-2-enone
cpd11674,3,Polynucleotide
cpd11964,3,1-Haloalkane
cpd11930,3,Bacitracin
cpd11704,3,Protein tyrosine
cpd12348,3,2-Deoxy-alpha-D-glucoside
cpd11711,3,Protein glutamate
