cpd_id	result_type	field	old_value	new_value	pubchem_cid	strategy	query
cpd00635	MISMATCH	InChI	InChI=1S/C62H90N13O14P.Co/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;/h20-21,23,28,31,35-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H16,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);/q;+1/p-3/b42-23-;/t31-,35-,36-,37+,41-,52-,53-,56-,57+,59-,60+,61+,62+;/m1./s1	InChI=1S/C62H90N13O14P.Co/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;/h20-21,23,28,31,34-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H15,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);/p-2/t31-,34-,35-,36-,37+,41-,52-,53-,56-,57+,59-,60+,61+,62+;/m1./s1	5460183	chebi_xref	CHEBI:60488
cpd00640	STEREO_DIFF	SMILE	C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12CC[C@H](O)[C@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)[O-]	CC12[C@H](CC[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O	439329	kegg_xref	C00859
cpd00640	STEREO_DIFF	InChIKey	JLJLRLWOEMWYQK-SNTJWBGVSA-M	JLJLRLWOEMWYQK-QTWFBFKQSA-N	439329	kegg_xref	C00859
cpd00640	STEREO_DIFF	InChI	InChI=1S/C19H24O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h10-13,20,24H,1,3-8H2,2H3,(H,21,22)/p-1/t10-,11+,12-,13-,16+,17+,18+,19-/m1/s1	InChI=1S/C19H24O6/c1-9-7-17-8-18(9,24)5-3-10(17)19-6-4-11(20)16(2,15(23)25-19)13(19)12(17)14(21)22/h10-13,20,24H,1,3-8H2,2H3,(H,21,22)/t10-,11+,12-,13-,16?,17+,18+,19-/m1/s1	439329	kegg_xref	C00859
cpd00649	MISMATCH	SMILE	C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)Cn1c2nc(=O)[nH]c(=O)c-2cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-]	C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1C2=CC(=O)C=CC2=CC3=C1NC(=O)NC3=O)O)O)O	123996	kegg_xref	C00876
cpd00649	MISMATCH	InChIKey	GEHSZWRGPHDXJO-NALJQGANSA-J	XXFFZHQKSZLLIT-NALJQGANSA-N	123996	kegg_xref	C00876
cpd00649	MISMATCH	InChI	InChI=1S/C29H36N5O18P/c1-12(25(42)31-17(28(46)47)4-6-21(38)30-16(27(44)45)5-7-22(39)40)52-53(49,50)51-11-20(37)23(41)19(36)10-34-18-9-14(35)3-2-13(18)8-15-24(34)32-29(48)33-26(15)43/h2-3,8-9,12,16-17,19-20,23,35-37,41H,4-7,10-11H2,1H3,(H,30,38)(H,31,42)(H,39,40)(H,44,45)(H,46,47)(H,49,50)(H,33,43,48)/p-4/t12-,16-,17-,19-,20+,23-/m0/s1	InChI=1S/C29H36N5O18P/c1-12(25(42)31-17(28(46)47)4-6-21(38)30-16(27(44)45)5-7-22(39)40)52-53(49,50)51-11-20(37)23(41)19(36)10-34-18-9-14(35)3-2-13(18)8-15-24(34)32-29(48)33-26(15)43/h2-3,8-9,12,16-17,19-20,23,36-37,41H,4-7,10-11H2,1H3,(H,30,38)(H,31,42)(H,39,40)(H,44,45)(H,46,47)(H,49,50)(H2,32,33,43,48)/t12-,16-,17-,19-,20+,23-/m0/s1	123996	kegg_xref	C00876
cpd00677	MISMATCH	SMILE	Cn1cnc(N)c2ncnc1-2	CN1C=NC(=N)C2=C1N=CN2	135398661	kegg_xref	C00913
cpd00677	MISMATCH	InChIKey	FSASIHFSFGAIJM-UHFFFAOYSA-N	ZPBYVFQJHWLTFB-UHFFFAOYSA-N	135398661	kegg_xref	C00913
cpd00677	MISMATCH	InChI	InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3H,7H2,1H3	InChI=1S/C6H7N5/c1-11-3-10-5(7)4-6(11)9-2-8-4/h2-3,7H,1H3,(H,8,9)	135398661	kegg_xref	C00913
cpd00718	MISMATCH	SMILE	O=C([O-])C(=O)C(O)C(=O)[O-]	C(=C(/C(=O)O)\[O-])(\C(=O)O)/[O-]	54685637	chebi_xref	CHEBI:17795
cpd00718	MISMATCH	InChIKey	RMHHUKGVZFVHED-UHFFFAOYSA-L	BZCOSCNPHJNQBP-OWOJBTEDSA-L	54685637	chebi_xref	CHEBI:17795
cpd00718	MISMATCH	InChI	InChI=1S/C4H4O6/c5-1(3(7)8)2(6)4(9)10/h1,5H,(H,7,8)(H,9,10)/p-2	InChI=1S/C4H4O6/c5-1(3(7)8)2(6)4(9)10/h5-6H,(H,7,8)(H,9,10)/p-2/b2-1+	54685637	chebi_xref	CHEBI:17795
cpd00723	MISMATCH	SMILE	O=c1c(Cc2ccccc2)nc2c(Cc3ccccc3)[nH]c(-c3ccc(O)cc3)cn1-2	C1=CC=C(C=C1)CC2=C(N3C=C(N=C(C3=N2)CC4=CC=CC=C4)C5=CC=C(C=C5)O)O	135398664	chebi_xref	CHEBI:16531
cpd00723	MISMATCH	InChIKey	KAEGGIFPLJZUOZ-UHFFFAOYSA-N	MGTUVUVRFJVHAL-UHFFFAOYSA-N	135398664	chebi_xref	CHEBI:16531
cpd00723	MISMATCH	InChI	InChI=1S/C26H21N3O2/c30-21-13-11-20(12-14-21)24-17-29-25(22(27-24)15-18-7-3-1-4-8-18)28-23(26(29)31)16-19-9-5-2-6-10-19/h1-14,17,27,30H,15-16H2	InChI=1S/C26H21N3O2/c30-21-13-11-20(12-14-21)24-17-29-25(22(27-24)15-18-7-3-1-4-8-18)28-23(26(29)31)16-19-9-5-2-6-10-19/h1-14,17,30-31H,15-16H2	135398664	chebi_xref	CHEBI:16531
cpd00730	MISMATCH	SMILE	C/C1=C2/N([Co+]O)C([C@H](CC(N)=O)[C@@]2(C)CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@H]2[C@@H](O)[C@@H](n3cnc4cc(C)c(C)cc43)O[C@@H]2CO)[C@]2(C)N=C(/C(C)=C3\[NH+]=C(/C=C4\[NH+]=C1[C@@H](CCC(N)=O)C4(C)C)[C@@H](CCC(N)=O)[C@]3(C)CC(N)=O)[C@@H](CCC(N)=O)[C@]2(C)CC(N)=O	CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[OH3+].[Co]	70678529	chebi_xref	CHEBI:15852
cpd00730	MISMATCH	InChIKey	YOZNUFWCRFCGIH-UVKKECPRSA-M	ITFLMCXLENHUAD-WZHZPDAFSA-M	70678529	chebi_xref	CHEBI:15852
cpd00730	MISMATCH	InChI	InChI=1S/C62H90N13O14P.Co.H2O/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;;/h20-21,23,28,31,34-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H15,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);;1H2/q;+3;/p-1/t31-,34-,35-,36-,37+,41-,52-,53-,56?,57+,59-,60+,61+,62+;;/m1../s1	InChI=1S/C62H90N13O14P.Co.H2O/c1-29-20-39-40(21-30(29)2)75(28-70-39)57-52(84)53(41(27-76)87-57)89-90(85,86)88-31(3)26-69-49(83)18-19-59(8)37(22-46(66)80)56-62(11)61(10,25-48(68)82)36(14-17-45(65)79)51(74-62)33(5)55-60(9,24-47(67)81)34(12-15-43(63)77)38(71-55)23-42-58(6,7)35(13-16-44(64)78)50(72-42)32(4)54(59)73-56;;/h20-21,23,28,31,34-37,41,52-53,56-57,76,84H,12-19,22,24-27H2,1-11H3,(H15,63,64,65,66,67,68,69,71,72,73,74,77,78,79,80,81,82,83,85,86);;1H2/p-1/t31-,34-,35-,36-,37+,41-,52-,53-,56-,57+,59-,60+,61+,62+;;/m1../s1	70678529	chebi_xref	CHEBI:15852
cpd00732	STEREO_DIFF	SMILE	C[C@@H](O)C(=O)O[C@H]1C=C[C@@](CC(=O)C(=O)[O-])(C(=O)[O-])C=C1	C[C@H](C(=O)OC1C=CC(C=C1)(CC(=O)C(=O)O)C(=O)O)O	439361	kegg_xref	C00994
cpd00732	STEREO_DIFF	InChIKey	LNGMWZFHTXFDNM-RBDZCENOSA-L	LNGMWZFHTXFDNM-UYVLXELHSA-N	439361	kegg_xref	C00994
cpd00732	STEREO_DIFF	InChI	InChI=1S/C13H14O8/c1-7(14)11(18)21-8-2-4-13(5-3-8,12(19)20)6-9(15)10(16)17/h2-5,7-8,14H,6H2,1H3,(H,16,17)(H,19,20)/p-2/t7-,8-,13+/m1/s1	InChI=1S/C13H14O8/c1-7(14)11(18)21-8-2-4-13(5-3-8,12(19)20)6-9(15)10(16)17/h2-5,7-8,14H,6H2,1H3,(H,16,17)(H,19,20)/t7-,8?,13?/m1/s1	439361	kegg_xref	C00994
cpd00739	MISMATCH	SMILE	Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)CO)C1=NC(=O)NC(=O)C1N2	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](CO)O)O)O	14080393	chebi_xref	CHEBI:17607
cpd00739	MISMATCH	InChIKey	UTKDOUCGQVLJIN-PIGZVRMJSA-N	SGSVWAYHEWEQET-SCRDCRAPSA-N	14080393	chebi_xref	CHEBI:17607
cpd00739	MISMATCH	InChI	InChI=1S/C17H22N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-14,18,22-25H,5-6H2,1-2H3,(H,20,26,27)/t11-,12+,13?,14-/m0/s1	InChI=1S/C17H22N4O6/c1-7-3-9-10(4-8(7)2)21(5-11(23)14(25)12(24)6-22)15-13(18-9)16(26)20-17(27)19-15/h3-4,11-12,14,18,22-25H,5-6H2,1-2H3,(H2,19,20,26,27)/t11-,12+,14-/m0/s1	14080393	chebi_xref	CHEBI:17607
cpd00766	MISMATCH	SMILE	O=C1O[C@H]([C@@H](O)CO)C(=O)C1O	C([C@@H]([C@@H]1C(=C(C(=O)O1)[O])[O-])O)O	53262277	chebi_xref	CHEBI:59513
cpd00766	MISMATCH	InChIKey	PJBQWWHYTVYMLO-LZUUPNLKSA-N	ABKUDKDWDKRLNF-JLAZNSOCSA-M	53262277	chebi_xref	CHEBI:59513
cpd00766	MISMATCH	InChI	InChI=1S/C6H8O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,4-5,7-8,10H,1H2/t2-,4?,5+/m0/s1	InChI=1S/C6H7O6/c7-1-2(8)5-3(9)4(10)6(11)12-5/h2,5,7-9H,1H2/p-1/t2-,5+/m0/s1	53262277	chebi_xref	CHEBI:59513
cpd00784	MISMATCH	SMILE	O=C1C=C([O-])CCC1	C1CC(=O)CC(=O)C1	10434	chebi_xref	CHEBI:17766
cpd00784	MISMATCH	InChIKey	FXYSLMWUJOJBBA-UHFFFAOYSA-M	HJSLFCCWAKVHIW-UHFFFAOYSA-N	10434	chebi_xref	CHEBI:17766
cpd00784	MISMATCH	InChI	InChI=1S/C6H8O2/c7-5-2-1-3-6(8)4-5/h4,7H,1-3H2/p-1	InChI=1S/C6H8O2/c7-5-2-1-3-6(8)4-5/h1-4H2	10434	chebi_xref	CHEBI:17766
cpd00792	MISMATCH	SMILE	C[C@H](OP(=O)([O-])OC[C@@H](O)[C@@H](O)[C@@H](O)CN1C2=NC(=O)NC(=O)C2Cc2ccc(O)cc21)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])C(=O)[O-]	C[C@@H](C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)OP(=O)(O)OC[C@H]([C@H]([C@H](CN1C2=C(CC3=C1NC(=O)NC3=O)C=CC(=C2)O)O)O)O	448348	kegg_xref	C01080
cpd00792	MISMATCH	InChIKey	RDHXBNUVUMZACV-UJHIRKDASA-J	IXPYGZIWHPPILV-NALJQGANSA-N	448348	kegg_xref	C01080
cpd00792	MISMATCH	InChI	InChI=1S/C29H38N5O18P/c1-12(25(42)31-17(28(46)47)4-6-21(38)30-16(27(44)45)5-7-22(39)40)52-53(49,50)51-11-20(37)23(41)19(36)10-34-18-9-14(35)3-2-13(18)8-15-24(34)32-29(48)33-26(15)43/h2-3,9,12,15-17,19-20,23,35-37,41H,4-8,10-11H2,1H3,(H,30,38)(H,31,42)(H,39,40)(H,44,45)(H,46,47)(H,49,50)(H,33,43,48)/p-4/t12-,15?,16-,17-,19-,20+,23-/m0/s1	InChI=1S/C29H38N5O18P/c1-12(25(42)31-17(28(46)47)4-6-21(38)30-16(27(44)45)5-7-22(39)40)52-53(49,50)51-11-20(37)23(41)19(36)10-34-18-9-14(35)3-2-13(18)8-15-24(34)32-29(48)33-26(15)43/h2-3,9,12,16-17,19-20,23,35-37,41H,4-8,10-11H2,1H3,(H,30,38)(H,31,42)(H,39,40)(H,44,45)(H,46,47)(H,49,50)(H2,32,33,43,48)/t12-,16-,17-,19-,20+,23-/m0/s1	448348	kegg_xref	C01080
cpd00802	STEREO_DIFF	SMILE	O=P([O-])([O-])OCC1(O)O[C@H](CO)[C@@H](O)[C@@H]1O	C([C@@H]1[C@H]([C@@H]([C@](O1)(COP(=O)([O-])[O-])O)O)O)O	25244216	chebi_xref	CHEBI:138881
cpd00802	STEREO_DIFF	InChIKey	RHKKZBWRNHGJEZ-VRPWFDPXSA-L	RHKKZBWRNHGJEZ-ARQDHWQXSA-L	25244216	chebi_xref	CHEBI:138881
cpd00802	STEREO_DIFF	InChI	InChI=1S/C6H13O9P/c7-1-3-4(8)5(9)6(10,15-3)2-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4-,5+,6?/m1/s1	InChI=1S/C6H13O9P/c7-1-3-4(8)5(9)6(10,15-3)2-14-16(11,12)13/h3-5,7-10H,1-2H2,(H2,11,12,13)/p-2/t3-,4-,5+,6-/m1/s1	25244216	chebi_xref	CHEBI:138881
cpd00831	STEREO_DIFF	SMILE	C[C@H](O)[C@H](O)[C@@H](O)C(=O)COP(=O)([O-])[O-]	C[C@@H]([C@H]([C@@H](C(=O)COP(=O)([O-])[O-])O)O)O	5459945	chebi_xref	CHEBI:58313
cpd00831	STEREO_DIFF	InChIKey	KNYGWWDTPGSEPD-FUTKDDECSA-L	KNYGWWDTPGSEPD-OTWZMJIISA-L	5459945	chebi_xref	CHEBI:58313
cpd00831	STEREO_DIFF	InChI	InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11,12)13/h3,5-7,9-10H,2H2,1H3,(H2,11,12,13)/p-2/t3-,5-,6-/m0/s1	InChI=1S/C6H13O8P/c1-3(7)5(9)6(10)4(8)2-14-15(11,12)13/h3,5-7,9-10H,2H2,1H3,(H2,11,12,13)/p-2/t3-,5+,6+/m0/s1	5459945	chebi_xref	CHEBI:58313
cpd00859	MISMATCH	SMILE	O=C1N=CC([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)C(=O)N1	C1=C(C(=O)NC(=O)N1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O	25245232	chebi_xref	CHEBI:58380
cpd00859	MISMATCH	InChIKey	DHNVVTOKDLDFRY-JWMKEVCDSA-L	MOBMOJGXNHLLIR-GBNDHIKLSA-L	25245232	chebi_xref	CHEBI:58380
cpd00859	MISMATCH	InChI	InChI=1S/C9H13N2O9P/c12-5-4(2-19-21(16,17)18)20-7(6(5)13)3-1-10-9(15)11-8(3)14/h1,3-7,12-13H,2H2,(H,11,14,15)(H2,16,17,18)/p-2/t3?,4-,5-,6-,7+/m1/s1	InChI=1S/C9H13N2O9P/c12-5-4(2-19-21(16,17)18)20-7(6(5)13)3-1-10-9(15)11-8(3)14/h1,4-7,12-13H,2H2,(H2,16,17,18)(H2,10,11,14,15)/p-2/t4-,5-,6-,7+/m1/s1	25245232	chebi_xref	CHEBI:58380
cpd00867	STEREO_DIFF	SMILE	O=P([O-])([O-])O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	[C@H]1([C@H](C([C@@H]([C@@H](C1O)O)O)OP(=O)([O-])[O-])O)O	5288642	chebi_xref	CHEBI:58433
cpd00867	STEREO_DIFF	InChIKey	INAPMGSXUVUWAF-UOTPTPDRSA-L	INAPMGSXUVUWAF-GCVPSNMTSA-L	5288642	chebi_xref	CHEBI:58433
cpd00867	STEREO_DIFF	InChI	InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1-,2-,3+,4-,5-,6-/m1/s1	InChI=1S/C6H13O9P/c7-1-2(8)4(10)6(5(11)3(1)9)15-16(12,13)14/h1-11H,(H2,12,13,14)/p-2/t1?,2-,3+,4-,5-,6?/m1/s1	5288642	chebi_xref	CHEBI:58433
cpd00875	MISMATCH	SMILE	O=C([O-])C(=O)C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	C1[C@H]([C@H]([C@H](O[C@]1(C(=O)[O-])O)[C@@H](CO)O)O)O	21681234	chebi_xref	CHEBI:85986
cpd00875	MISMATCH	InChIKey	KYQCXUMVJGMDNG-SHUUEZRQSA-M	NNLZBVFSCVTSLA-HXUQBWEZSA-M	21681234	chebi_xref	CHEBI:85986
cpd00875	MISMATCH	InChI	InChI=1S/C8H14O8/c9-2-5(12)7(14)6(13)3(10)1-4(11)8(15)16/h3,5-7,9-10,12-14H,1-2H2,(H,15,16)/p-1/t3-,5-,6-,7-/m1/s1	InChI=1S/C8H14O8/c9-2-4(11)6-5(12)3(10)1-8(15,16-6)7(13)14/h3-6,9-12,15H,1-2H2,(H,13,14)/p-1/t3-,4-,5-,6-,8-/m1/s1	21681234	chebi_xref	CHEBI:85986
cpd00885	STEREO_DIFF	SMILE	O=P([O-])([O-])O[C@H]1[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1OP(=O)([O-])[O-]	C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-]	21584050	chebi_xref	CHEBI:58130
cpd00885	STEREO_DIFF	InChIKey	IMQLKJBTEOYOSI-GPIVLXJGSA-B	IMQLKJBTEOYOSI-UHFFFAOYSA-B	21584050	chebi_xref	CHEBI:58130
cpd00885	STEREO_DIFF	InChI	InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)/p-12/t1-,2-,3-,4+,5-,6-	InChI=1S/C6H18O24P6/c7-31(8,9)25-1-2(26-32(10,11)12)4(28-34(16,17)18)6(30-36(22,23)24)5(29-35(19,20)21)3(1)27-33(13,14)15/h1-6H,(H2,7,8,9)(H2,10,11,12)(H2,13,14,15)(H2,16,17,18)(H2,19,20,21)(H2,22,23,24)/p-12	21584050	chebi_xref	CHEBI:58130
cpd00892	STEREO_DIFF	SMILE	[NH3+][C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	[C@H]1([C@H](C([C@H]([C@@H](C1[NH3+])O)O)O)O)O	25246244	chebi_xref	CHEBI:57671
cpd00892	STEREO_DIFF	InChIKey	JXAOTICXQLILTC-CDRYSYESSA-O	JXAOTICXQLILTC-UYSNGIAKSA-O	25246244	chebi_xref	CHEBI:57671
cpd00892	STEREO_DIFF	InChI	InChI=1S/C6H13NO5/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6,8-12H,7H2/p+1/t1-,2-,3+,4+,5-,6-	InChI=1S/C6H13NO5/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6,8-12H,7H2/p+1/t1?,2-,3+,4+,5-,6?	25246244	chebi_xref	CHEBI:57671
cpd00898	STEREO_DIFF	SMILE	O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](O)[C@H]1O	[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)([O-])[O-])O)O)OP(=O)([O-])[O-])O)O	25203530	chebi_xref	CHEBI:58282
cpd00898	STEREO_DIFF	InChIKey	PELZSPZCXGTUMR-RTPHHQFDSA-J	PELZSPZCXGTUMR-MBEOBJKWSA-J	25203530	chebi_xref	CHEBI:58282
cpd00898	STEREO_DIFF	InChI	InChI=1S/C6H14O12P2/c7-1-2(8)6(18-20(14,15)16)4(10)3(9)5(1)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3-,4+,5+,6+/m1/s1	InChI=1S/C6H14O12P2/c7-1-2(8)6(18-20(14,15)16)4(10)3(9)5(1)17-19(11,12)13/h1-10H,(H2,11,12,13)(H2,14,15,16)/p-4/t1-,2-,3-,4+,5?,6?/m1/s1	25203530	chebi_xref	CHEBI:58282
cpd00902	STEREO_DIFF	SMILE	O=P([O-])(OC[C@H](O)CO)O[C@@H]1[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H]1O	C([C@H](COP(=O)([O-])OC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O)O)O	45480544	chebi_xref	CHEBI:58444
cpd00902	STEREO_DIFF	InChIKey	BMVUIWJCUQSHLZ-UJGXJMNGSA-M	BMVUIWJCUQSHLZ-YFZGBAIXSA-M	45480544	chebi_xref	CHEBI:58444
cpd00902	STEREO_DIFF	InChI	InChI=1S/C9H19O11P/c10-1-3(11)2-19-21(17,18)20-9-7(15)5(13)4(12)6(14)8(9)16/h3-16H,1-2H2,(H,17,18)/p-1/t3-,4-,5-,6+,7-,8-,9-/m1/s1	InChI=1S/C9H19O11P/c10-1-3(11)2-19-21(17,18)20-9-7(15)5(13)4(12)6(14)8(9)16/h3-16H,1-2H2,(H,17,18)/p-1/t3-,4?,5-,6+,7-,8-,9?/m1/s1	45480544	chebi_xref	CHEBI:58444
cpd00910	STEREO_DIFF	SMILE	OC[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1O	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC2[C@H]([C@H](C([C@H]([C@@H]2O)O)O)O)O)O)O)O)O	11727586	chebi_xref	CHEBI:17505
cpd00910	STEREO_DIFF	InChIKey	VCWMRQDBPZKXKG-DXNLKLAMSA-N	VCWMRQDBPZKXKG-ZNVDUFQESA-N	11727586	chebi_xref	CHEBI:17505
cpd00910	STEREO_DIFF	InChI	InChI=1S/C12H22O11/c13-1-2-3(14)4(15)10(21)12(22-2)23-11-8(19)6(17)5(16)7(18)9(11)20/h2-21H,1H2/t2-,3+,4+,5-,6-,7+,8+,9+,10-,11-,12-/m1/s1	InChI=1S/C12H22O11/c13-1-2-3(14)4(15)10(21)12(22-2)23-11-8(19)6(17)5(16)7(18)9(11)20/h2-21H,1H2/t2-,3+,4+,5?,6-,7+,8+,9+,10-,11?,12-/m1/s1	11727586	chebi_xref	CHEBI:17505
cpd00923	STEREO_DIFF	SMILE	C[N+](C)(C)CCCC(O)[C@H]([NH3+])C(=O)[O-]	C[N+](C)(C)CCC[C@@H]([C@@H](C(=O)O)N)O	132849242	kegg_xref	C01259
cpd00923	STEREO_DIFF	InChIKey	ZRJHLGYVUCPZNH-MQWKRIRWSA-O	ZRJHLGYVUCPZNH-YUMQZZPRSA-O	132849242	kegg_xref	C01259
cpd00923	STEREO_DIFF	InChI	InChI=1S/C9H20N2O3/c1-11(2,3)6-4-5-7(12)8(10)9(13)14/h7-8,12H,4-6,10H2,1-3H3/p+1/t7?,8-/m0/s1	InChI=1S/C9H20N2O3/c1-11(2,3)6-4-5-7(12)8(10)9(13)14/h7-8,12H,4-6,10H2,1-3H3/p+1/t7-,8-/m0/s1	132849242	kegg_xref	C01259
cpd00931	MISMATCH	SMILE	NC1C(=O)NC(=O)N=C1N[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O	C([C@@H]1[C@H]([C@H]([C@@H](O1)NC2=C(C(=O)NC(=O)N2)N)O)O)OP(=O)([O-])[O-]	25245199	chebi_xref	CHEBI:58453
cpd00931	MISMATCH	InChIKey	HHKDAYBJPZYULV-ABEFGGPWSA-L	LZEXYCAGPMYXLX-UMMCILCDSA-L	25245199	chebi_xref	CHEBI:58453
cpd00931	MISMATCH	InChI	InChI=1S/C9H15N4O9P/c10-3-6(12-9(17)13-7(3)16)11-8-5(15)4(14)2(22-8)1-21-23(18,19)20/h2-5,8,14-15H,1,10H2,(H2,18,19,20)(H2,11,12,13,16,17)/p-2/t2-,3?,4-,5-,8-/m1/s1	InChI=1S/C9H15N4O9P/c10-3-6(12-9(17)13-7(3)16)11-8-5(15)4(14)2(22-8)1-21-23(18,19)20/h2,4-5,8,14-15H,1,10H2,(H2,18,19,20)(H3,11,12,13,16,17)/p-2/t2-,4-,5-,8-/m1/s1	25245199	chebi_xref	CHEBI:58453
cpd00934	STEREO_DIFF	SMILE	O=P([O-])([O-])O[C@H]1[C@H](O)[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H]1O	[C@H]1([C@H](C([C@H]([C@H](C1OP(=O)([O-])[O-])O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O	24742076	chebi_xref	CHEBI:57895
