cpd_id	compound_name	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles	mismatch_detail
cpd09656	CGS 7181	C13836	kegg_xref	MISMATCH	HHZWHXHTVABHTP-UHFFFAOYSA-N	YMEXYIFTFLKKQK-UHFFFAOYSA-N	656759	CCOC(=O)C1C(=O)N(C(=O)Nc2ccc(C)cc2)c2cc(C(F)(F)F)ccc21	CCOC(=O)C1=C(N(C2=C1C=CC(=C2)C(F)(F)F)C(=O)NC3=CC=C(C=C3)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd10327	17beta-Hydroxy-2-hydroxymethylene-5alpha-androstan-3-one	C14628	kegg_xref	MISMATCH	YIWMQGFUDMPIHR-YNZDMMAESA-N	DKCLFTBKKHWBQS-CVEXGSQQSA-N	5355012	C[C@]12CC(C=O)=C(O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd10542	4-Bromophenol-2,3-epoxide	C14845	kegg_xref	MISMATCH	AXBNSRXSRRJVIX-UHFFFAOYSA-N	NIXDKVLCYSTGRG-UHFFFAOYSA-N	11954064	O=C1CC=C(Br)C2OC12	C1=C(C2C(O2)C(=C1)Br)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd10820	2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one	C15126	kegg_xref	MISMATCH	FGTXISRRKAWTCP-LUCRAQOWSA-N	LWCFGFNTFZFVOY-LUCRAQOWSA-N	16818	C[C@]12CC(=O)C(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CCC4=CC(=O)C(=C[C@]34C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20782	C.I. Solvent Red 23	C19527	kegg_xref	MISMATCH	XYWSVVUQWNOHIU-KAJPWYIYSA-N	FHNINJWBTRXEBC-UHFFFAOYSA-N	62331	O=C1C=Cc2ccccc2C1=NN=C1C=CC(=NNc2ccccc2)C=C1	C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd22006	3-deazaadenine	3-deazaadenine	name_lookup	MISMATCH	QIBLFAMJLVFXAT-UHFFFAOYSA-N	UHUHBFMZVCOEOV-UHFFFAOYSA-N	418745	Nc1[nH]ccc2ncnc1-2	C1=CN=C(C2=C1NC=N2)N	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd22605	4-hydroxy-5-methyl-2-propyl-3(2H)-furanone	HMPF	name_lookup	MISMATCH	YVWGXFKKGSQSAP-UHFFFAOYSA-N	DBYQGTLFSQKPCA-UHFFFAOYSA-N	12730529	CCCC1OC(C)C(=O)C1=O	CCCC1C(=O)C(=C(O1)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd22821	4-O-phosphohygromycin	4-O-phosphohygromycin	name_lookup	MISMATCH	SYTZKXOAVUXHFS-JEXNNBSLSA-O	DOGWFBOMPMPJRR-JDVAIWFUSA-O	44123391	C[NH2+][C@H]1C[C@@H]([NH3+])[C@H](O)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@@H]3OC4(O[C@H]23)O[C@H]([C@H]([NH3+])CO)[C@H](O)[C@H](O)[C@H]4O)[C@@H]1OP(=O)([O-])[O-]	C[NH2+][C@H]1C[C@H]([C@@H]([C@H]([C@@H]1O)O[C@H]2[C@@H]3[C@H]([C@H]([C@H](O2)CO)O)OC4(O3)[C@H]([C@@H]([C@@H](C(O4)[C@@H](CO)[NH3+])O)O)O)OP(=O)([O-])[O-])[NH3+]	IGNORE:likely_tautomer (tanimoto=0.90, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
cpd15072	1,7-Dimethyluric acid	C16356	kegg_xref	MISMATCH	XRPUBUICAWUBRI-UHFFFAOYSA-N	NOFNCLGCUJJPKU-UHFFFAOYSA-N	91611	Cn1c(O)c2c(nc1=O)[nH]c(=O)n2C	CN1C2=C(NC1=O)NC(=O)N(C2=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd15073	3,7-dihydro-3-methyl-1H-purine-2,6-dione	CHEBI:62208	chebi_xref	MISMATCH	HZOGTQYZAZGBAB-UHFFFAOYSA-N	GMSNIKWWOQHZGF-UHFFFAOYSA-N	70639	Cn1c(O)nc(O)c2ncnc1-2	CN1C2=C(C(=O)NC1=O)NC=N2	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd15075	1-Methyluric acid	C16359	kegg_xref	MISMATCH	HPLZOENSSCGMAW-UHFFFAOYSA-N	QFDRTQONISXGJA-UHFFFAOYSA-N	69726	Cn1c(O)c2[nH]c(=O)[nH]c2nc1=O	CN1C(=O)C2=C(NC(=O)N2)NC1=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd15077	1,3,7-Trimethylurate	CHEBI:691622	chebi_xref	MISMATCH	NEQLMYZAOIQDJS-UHFFFAOYSA-N	BYXCFUMGEBZDDI-UHFFFAOYSA-N	79437	Cn1c2c(O)n(C)c(=O)n(C)c-2nc1=O	CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd16322	(5R)-3,4-Dihydroxy-5-(hydroxymethyl)furan-2(5H)-one	C06316	kegg_xref	MISMATCH	VDUKUSMQELWXGO-DPAZEOEGSA-N	ZZZCUOFIHGPKAK-UWTATZPHSA-N	54675775	O=C1O[C@H](CO)C(=O)C1O	C([C@@H]1C(=C(C(=O)O1)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd04861	1-Formal-2-indanone	C07726	kegg_xref	MISMATCH	AXBXSMCPLPEELD-UHFFFAOYSA-N	TTZVRMUMCHLXAS-UHFFFAOYSA-N	441323	O=CC1=C(O)Cc2ccccc21	C1C2=CC=CC=C2C(C1=O)C=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05289	14,16-Hentriacontanedione	C08377	kegg_xref	MISMATCH	IGJMRBYUHVGGOR-UHFFFAOYSA-N	LZBJUTTUMRSJBP-UHFFFAOYSA-N	441489	CCCCCCCCCCCCCCCC(O)=CC(=O)CCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCC	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05306	N-Tritriacontane-16,18-dione	C08394	kegg_xref	MISMATCH	JWZJPYQQEUUEJC-UHFFFAOYSA-N	BYKYTXUAKJDVPV-UHFFFAOYSA-N	154874	CCCCCCCCCCCCCCCC(=O)C=C(O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)CC(=O)CCCCCCCCCCCCCCC	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05341	Convicine	C08430	kegg_xref	MISMATCH	UIHFRLHSNDNWEH-LMXUVIFNSA-N	JJWYIMQKLTVAGZ-SYCVNHKBSA-N	88000	NC1=NC(=O)NC(=O)C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC2=C(NC(=O)NC2=O)N)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38521	(+)-minovincinine	CHEBI:144371	chebi_xref	MISMATCH	UXHDPKGPDXVGAN-GFNGVGFXSA-O	BKMGDPNQILJWLI-ODVVLEEXSA-O	138911111	COC(=O)C1C[C@@]2([C@H](C)O)CCC[NH+]3CC[C@@]4(C1=Nc1ccccc14)[C@H]32	C[C@@H]([C@]12CCC[NH+]3[C@H]1[C@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38522	(-)-(R)-19-hydroxytabersonine	CHEBI:144372	chebi_xref	MISMATCH	XFHLIKVWUURUNF-WVLGWFRMSA-O	XDGRXQNYJMQLPU-VLCNGCBASA-O	138911113	COC(=O)C1C[C@]2([C@@H](C)O)C=CC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38523	(-)-minovincinine	CHEBI:144373	chebi_xref	MISMATCH	UXHDPKGPDXVGAN-WVLGWFRMSA-O	BKMGDPNQILJWLI-VLCNGCBASA-O	138911114	COC(=O)C1C[C@]2([C@@H](C)O)CCC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@@]12CCC[NH+]3[C@@H]1[C@@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38524	3-(methoxycarbonyl)-5alpha,6alpha,7alpha,12beta,19alpha-2,3-didehydro-6,7-epoxyaspidospermidin-9-ium	CHEBI:144374	chebi_xref	MISMATCH	MGFCUMGVVWKLOT-RZXRRTSOSA-O	AUVZFRDLRJQTQF-KXEYLTKFSA-O	138911115	CC[C@@]12CC(C(=O)OC)C3=Nc4ccccc4[C@@]34CC[NH+](C[C@@H]3O[C@@H]31)[C@@H]24	CC[C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38525	horhammericine	CHEBI:144375	chebi_xref	MISMATCH	HBTLQMKVKXQBDG-UFFZZFBNSA-O	QVNXPWJNUKKMHP-JJGNIUBRSA-O	138911116	COC(=O)C1C[C@]2([C@@H](C)O)[C@H]3O[C@H]3C[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38526	(20R)-20-acetoxy-3-(methoxycarbonyl)-5alpha,6alpha,7alpha,12beta,19alpha-2,3-didehydro-6,7-epoxyaspidospermidin-9-ium	CHEBI:144376	chebi_xref	MISMATCH	JCMHPGPWACBRNN-MBFAKCKXSA-O	UHJSNZNSAVJLSA-TZQKRGQNSA-O	138911117	COC(=O)C1C[C@]2([C@@H](C)OC(C)=O)[C@H]3O[C@H]3C[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)C[C@H]5[C@@H]2O5)C6=CC=CC=C6N3)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38527	(-)-(R)-19-O-acetyltabersonine	CHEBI:144377	chebi_xref	MISMATCH	FQHIMEKYPUAPEC-CYVWRXBGSA-O	YBXUUELSZBVEKX-HZTRNQAASA-O	138911119	COC(=O)C1C[C@]2([C@@H](C)OC(C)=O)C=CC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@]12CC(=C3[C@@]4([C@H]1[NH+](CC4)CC=C2)C5=CC=CC=C5N3)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38529	(+)-echitovenine	CHEBI:144379	chebi_xref	MISMATCH	GSTXRAGWDUTGRZ-VGOVMXEDSA-O	UELNVPGLHDEZFM-WWGYGDJHSA-O	138911120	COC(=O)C1C[C@@]2(C(C)OC(C)=O)CCC[NH+]3CC[C@@]4(C1=Nc1ccccc14)[C@H]32	CC([C@]12CCC[NH+]3[C@H]1[C@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38530	(-)-echitovenine	CHEBI:144384	chebi_xref	MISMATCH	GSTXRAGWDUTGRZ-CYVWRXBGSA-O	UELNVPGLHDEZFM-HZTRNQAASA-O	138911122	COC(=O)C1C[C@]2([C@@H](C)OC(C)=O)CCC[NH+]3CC[C@]4(C1=Nc1ccccc14)[C@@H]32	C[C@H]([C@@]12CCC[NH+]3[C@@H]1[C@@]4(CC3)C5=CC=CC=C5NC4=C(C2)C(=O)OC)OC(=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38624	betaenone C	CHEBI:145053	chebi_xref	MISMATCH	RUGKNKGNYSOEHT-HBKHSIGZSA-N	YRYPVWAJOMXOHH-ITBWMFDCSA-N	23244602	CC[C@@H](C)[C@@H]1[C@](C)(C(O)=CC=O)[C@H]2[C@H](C)C[C@@](C)(O)C[C@@H]2C(=O)[C@@]1(C)O	CC[C@@H](C)[C@@H]1[C@]([C@H]2[C@@H](C[C@@](C[C@@H]2C(=O)[C@@]1(C)O)(C)O)C)(C)C(=O)/C=C\O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38626	(1S,2S,4R,6R,7S,8R,10Z,11S,12R)-12-[(2R)-butan-2-yl]-1,4,11-trihydroxy-10-(hydroxymethylene)-4,6,8,11-tetramethyltricyclo[6.2.2.0(2,7)]dodecan-9-one	CHEBI:145055	chebi_xref	MISMATCH	PJDBVYGVTLGKPD-QEHGZDKRSA-N	FHJXKTOXQHRDTL-PSWVRJCXSA-N	102093872	CC[C@@H](C)[C@@H]1[C@]2(C)C(O)=C(C=O)[C@@](O)([C@H]3C[C@](C)(O)C[C@@H](C)[C@@H]32)[C@@]1(C)O	CC[C@@H](C)[C@@H]1[C@]2([C@H]3[C@@H](C[C@@](C[C@@H]3[C@@]([C@@]1(C)O)(/C(=C/O)/C2=O)O)(C)O)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38627	dehydroprobetaenone I	CHEBI:145061	chebi_xref	MISMATCH	YTDZYFKKPYAZEE-YDGZXZOGSA-N	BINVZINZKJFBTL-QQJLSPJJSA-N	139291715	CC[C@@H](C)[C@H]1C(C)=C[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)C(O)=CC=O	CC[C@@H](C)[C@H]1C(=C[C@H]2C[C@H](C[C@H]([C@@H]2[C@@]1(C)C(=O)/C=C\O)C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38630	epoxybetaenone	CHEBI:145069	chebi_xref	MISMATCH	PXUDDXPBZDEGAF-QMJXDUBLSA-N	HZOURVGPGTYAHC-VUMBTFJMSA-N	139291716	CC[C@@H](C)[C@H]1[C@]2(C)O[C@@H]2[C@H]2C[C@@H](C)C[C@@H](C)[C@@H]2[C@@]1(C)/C(O)=C/C=O	CC[C@@H](C)[C@@H]1[C@]([C@H]2[C@@H](C[C@@H](C[C@@H]2[C@@H]3[C@]1(O3)C)C)C)(C)C(=O)/C=C\O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd38631	(2S,3R,4R,4aS,5R,7R,8aS)-2,7-dihydroxy-3-[(2R)-1-hydroxybutan-2-yl]-4-[(2Z)-3-hydroxyprop-2-enoyl]-2,4,5,7-tetramethyloctahydronaphthalen-1(2H)-one	CHEBI:145070	chebi_xref	MISMATCH	UYIODFVERZGSJU-BSXWIJKXSA-N	YRECHDUAXCBBOZ-HOCCXODSSA-N	6440666	CC[C@@H](CO)[C@@H]1[C@](C)(C(O)=CC=O)[C@H]2[C@H](C)C[C@@](C)(O)C[C@@H]2C(=O)[C@@]1(C)O	CC[C@@H](CO)[C@@H]1[C@]([C@H]2[C@@H](C[C@@](C[C@@H]2C(=O)[C@@]1(C)O)(C)O)C)(C)C(=O)/C=C\O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05545	Tingenone	C08638	kegg_xref	MISMATCH	HAAOYRFPRMWJNB-GMIFGOKCSA-N	WSTYNZDAOAEEKG-QSPBTJQRSA-N	441687	CC1C(=O)C(=O)C=C2C1=CC=C1[C@@]2(C)CC[C@]2(C)[C@@H]3C[C@@H](C)C(=O)C[C@]3(C)CC[C@@]12C	C[C@@H]1C[C@@H]2[C@@](CC[C@@]3([C@@]2(CC[C@@]4(C3=CC=C5C4=CC(=O)C(=C5C)O)C)C)C)(CC1=O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05655	Bruceantinol	C08750	kegg_xref	MISMATCH	LZGQSBMUOUHYJP-FSKXZQRUSA-N	SREUSBYRKOPNJK-AJPRWBMOSA-N	5281305	COC(=O)[C@@]12OC[C@]34[C@H]([C@@H](O)[C@@H]1O)[C@@]1(C)CC(=O)C(=O)C(C)[C@@H]1C[C@H]3OC(=O)[C@H](OC(=O)/C=C(\C)C(C)(C)OC(C)=O)[C@@H]24	CC1=C(C(=O)C[C@]2([C@H]1C[C@@H]3[C@]45[C@@H]2[C@H]([C@@H]([C@]([C@@H]4[C@H](C(=O)O3)OC(=O)/C=C(\C)/C(C)(C)OC(=O)C)(OC5)C(=O)OC)O)O)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05712	11-Deoxocucurbitacin I	C08807	kegg_xref	MISMATCH	XISBPIKSYOIZBG-CTYMYLBISA-N	PTCAIPUXGKZZBJ-CTYMYLBISA-N	5281324	CC(C)(O)/C=C/C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](CC(=O)C(=O)C4(C)C)[C@]3(C)CC[C@]12C	C[C@@]12CC[C@@]3([C@H]([C@@H](C[C@]3([C@@H]1CC=C4[C@H]2C=C(C(=O)C4(C)C)O)C)O)[C@](C)(C(=O)/C=C/C(C)(C)O)O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05714	Spinoside A	C08809	kegg_xref	MISMATCH	DWIRGRHFCBVTLO-OCCINUARSA-N	UODJOGKPOAZZHT-OCCINUARSA-N	5281325	CC(=O)O[C@H]1[C@H](O[C@@H]2C[C@@]3(C)[C@@H]4CC=C5[C@@H](CC(=O)C(=O)C5(C)C)[C@]4(C)CC[C@]3(C)[C@H]2[C@@](C)(O)C(=O)/C=C/C(C)(C)O)OC[C@H](OC(C)=O)[C@@H]1O	CC(=O)O[C@H]1CO[C@H]([C@@H]([C@H]1O)OC(=O)C)O[C@@H]2C[C@]3([C@@H]4CC=C5[C@H]([C@@]4(CC[C@@]3([C@H]2[C@](C)(C(=O)/C=C/C(C)(C)O)O)C)C)C=C(C(=O)C5(C)C)O)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd05757	Decogenin 3-O-alpha-L-oleandroside	C08860	kegg_xref	MISMATCH	VWVNEVMJJOFEPL-PPBUWAHCSA-N	QKBSRWIVHXFMNA-OEKLXEDWSA-N	441854	CO[C@H]1C[C@H](O[C@H]2CC[C@]3(C)C4C(=O)C(=O)[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@@H]3C2)O[C@@H](C)[C@@H]1O	C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2CC[C@]3([C@@H](C2)CC[C@@H]4C3=C(C(=O)[C@]5([C@@]4(CC[C@@H]5C6=CC(=O)OC6)O)C)O)C)OC)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06090	Taxodione	C09194	kegg_xref	MISMATCH	LJKNHENDBZNLIQ-RUTXASTPSA-N	FNNZMRSRVYUVQT-AZUAARDMSA-N	73588	CC(C)C1=CC2=CC(=O)[C@H]3C(C)(C)CCC[C@]3(C)C2C(=O)C1=O	CC(C)C1=CC2=CC(=O)[C@@H]3[C@@](C2=C(C1=O)O)(CCCC3(C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06092	6,11-Dihydroxyabieta-7,9(11),13-trien-12-one	C09196	kegg_xref	MISMATCH	DTWMMKITSJUZQU-VTXJOHAHSA-N	QEAIMIKGLGBTSA-ADLFWFRXSA-N	275528	CC(C)C1=CC2=C[C@H](O)[C@H]3C(C)(C)CCC[C@]3(C)C2C(=O)C1=O	CC(C)C1=CC2=C[C@@H]([C@@H]3[C@@](C2=C(C1=O)O)(CCCC3(C)C)C)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06410	Multiradiatin	C09515	kegg_xref	MISMATCH	AWRSDYORGGKIRQ-HYJFEMIMSA-N	AUJNARNSAAQNAK-WWHLYTOASA-N	442284	C=C1C(=O)O[C@@H]2C(=O)C(C)=C3CCC(=O)[C@@]3(C)[C@@H](OC(=O)C=C(C)C)[C@H]12	C[C@H]1[C@@H]2C=CC(=O)[C@]2([C@H]([C@H]3[C@@H](C1=O)OC(=O)C3=C)OC(=O)C=C(C)C)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd06411	Multistatin	C09516	kegg_xref	MISMATCH	ZZCNFULLXFEOEY-POBAEAHQSA-N	YPIMMVOHCVOXKT-SHJUBZLESA-N	5281487	C=C1C(=O)O[C@@H]2C(=O)C(C)=C3CCC(=O)[C@@]3(C)[C@@H](OC(=O)/C(C)=C/C)[C@H]12	C/C=C(\C)/C(=O)O[C@H]1[C@H]2[C@@H](C(=O)[C@H]([C@H]3[C@]1(C(=O)C=C3)C)C)OC(=O)C2=C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd08490	4,21-Dehydrocorynantheine aldehyde	C11679	kegg_xref	MISMATCH	WQHITQXKXQBIPT-YGNUYKAGSA-N	ALAYFJAHDKALQW-AXHNFQJDSA-O	11953961	C=C[C@H]1C=[N+]2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1C(C=O)C(=O)OC	COC(=O)/C(=C\O)/[C@H]1C[C@H]2C3=C(CC[N+]2=C[C@@H]1C=C)C4=CC=CC=C4N3	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd08838	Nanchangmycin	C12047	kegg_xref	MISMATCH	CYGWTJMCJJCQOD-YIQDADEHSA-M	UFQXFJJSBICVNO-BMSLWYEYSA-N	56928075	CO[C@H]1CC[C@@H](O[C@H]2C[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)/C=C(\C)C(=O)[C@H](C)C[C@H](C)C(=O)[O-])O4)O3)O[C@]3(O[C@@H]([C@H]4O[C@@](O)(CO)[C@H](C)C[C@@H]4C)C[C@@H]3C)[C@@H]2C)O[C@H]1C.[NaH]	C[C@H]1C[C@H]([C@@](O[C@@H]1[C@H]2C[C@@H]([C@@]3(O2)[C@@H]([C@H](C[C@@H](O3)[C@@]4(CC[C@@]5(O4)C[C@@H]([C@H]([C@H](O5)[C@@H](C)/C=C(\C)/C(=O)[C@H](C)C[C@H](C)C(=O)O)C)O)C)O[C@@H]6CC[C@@H]([C@@H](O6)C)OC)C)C)(CO)O)C.[Na]	IGNORE:likely_tautomer (tanimoto=0.89, same formula, high structural similarity — likely resonance/tautomer not caught by RDKit enumerator)
cpd08887	Thiotropocin	C12105	kegg_xref	MISMATCH	DQGOJKVIMNNGAH-UHFFFAOYSA-N	RWJXTYSZCDAMCD-UHFFFAOYSA-N	55977	O=c1osc2c(=S)cccc(O)c12	C1=CC(=O)C2=C(C(=C1)S)SOC2=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd04112	5,6-Dihydroxy-3-methyl-2-oxo-1,2-dihydroquinoline	CHEBI:16937	chebi_xref	MISMATCH	KHOXNJXQHSMUJN-UHFFFAOYSA-N	IYHQVDIUZANYNW-UHFFFAOYSA-N	5460068	CC1C=C2C(=O)C(O)=CC=C2NC1=O	CC1=CC2=C(C=CC(=C2O)O)NC1=O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd04579	Oxymetholone	C07393	kegg_xref	MISMATCH	PUQUTIRPHMRPJS-IYRCEVNGSA-N	ICMWWNHDUZJFDW-DHODBPELSA-N	5281034	C[C@]12CC(C=O)=C(O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C)O)CC[C@@H]4[C@@]3(C/C(=C/O)/C(=O)C4)C	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd46418	ferric vibriobactin	ferric vibriobactin	name_lookup	MISMATCH	NXBTVYTZNBTCOA-VBIAIPROSA-H	XCZXQZJLNMPXIV-VBIAIPROSA-H	50909840	C[C@@H]1OC2=N[C@H]1C(=O)NCCCN1CCCNC(=O)c3cccc4c3O[Fe+3]35(O4)(Oc4cccc2c4O3)Oc2cccc(c2O5)C2=N[C@H](C1=O)[C@@H](C)O2	C[C@H]1[C@@H](N=C(O1)C2=C(C(=CC=C2)[O-])[O-])C(=O)NCCCN(CCCNC(=O)C3=C(C(=CC=C3)[O-])[O-])C(=O)[C@@H]4[C@H](OC(=N4)C5=C(C(=CC=C5)[O-])[O-])C.[Fe+3]	IGNORE:ring_chain_tautomer (O-rings 7->2, stored form is biologically correct)
cpd46522	3,6-dichloro-2,5-pyridinol	3,6-dichloro-2,5-pyridinol	name_lookup	MISMATCH	OCLFTQKGVGFJQT-UHFFFAOYSA-N	NMDKZMIQHHSAFC-UHFFFAOYSA-N	137700802	O=C1NC(Cl)C(=O)C=C1Cl	C1=C(C(=O)NC(=C1O)Cl)Cl	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd46620	aspulvinone G	aspulvinone G	name_lookup	MISMATCH	LYLYJIOHMZZUCM-UHFFFAOYSA-N	LNJMXTRRBBPZDK-AUWJEWJLSA-N	56928062	O=C1OC(=Cc2ccc(O)cc2)C(=O)C1c1ccc(O)cc1O	C1=CC(=CC=C1/C=C\2/C(=C(C(=O)O2)C3=C(C=C(C=C3)O)O)O)O	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd19605	AP	C18340	kegg_xref	MISMATCH	FFTKQFLZFAQOQG-KOEJALBTSA-L	ACFGRWJEQJVZTM-LEJBHHMKSA-L	54679072	O=C1O[C@H]([C@@H](O)CO)C(=O)C1OP(=O)([O-])[O-].[Mg+2]	C([C@@H]([C@@H]1C(=C(C(=O)O1)OP(=O)([O-])[O-])O)O)O.[Mg+2]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd19631	Sodium iodate	C18366	kegg_xref	MISMATCH	KPHCGMJVZXUBMV-UHFFFAOYSA-N	WTCBONOLBHEDIL-UHFFFAOYSA-M	23675764	[Na+].[O-][I+2]([O-])[O-]	[O-]I(=O)=O.[Na+]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
cpd20027	Sodium chlorate	C18765	kegg_xref	MISMATCH	GQMRMFTXVUMSAU-UHFFFAOYSA-N	YZHUMGUJCQRKBT-UHFFFAOYSA-M	516902	[Na+].[O-][Cl+2]([O-])[O-]	[O-]Cl(=O)=O.[Na+]	IGNORE:tautomer (same canonical tautomer, stored form curated for biological relevance)
