cpd_id	name_queried	strategy	result_type	stored_inchikey	pubchem_inchikey	pubchem_cid	stored_smiles	pubchem_smiles
cpd00555	C00746	kegg_xref	PROTONATION_DIFF	XNOPRXBHLZRZKH-DSZYJQQASA-O	XNOPRXBHLZRZKH-DSZYJQQASA-N	439302	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]([NH3+])CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O	
cpd00575	C00773	kegg_xref	PROTONATION_DIFF	FAXGPCHRFPCXOO-JHTFMCFMSA-M	FAXGPCHRFPCXOO-JHTFMCFMSA-N	5462227	CC(C)CC(=O)N[C@H](C(=O)N[C@H](C(=O)NC(CC(C)C)C(O)CC(=O)N[C@@H](C)C(=O)NC(CC(C)C)C(O)CC(=O)[O-])C(C)C)C(C)C	
cpd00587	CHEBI:35236	chebi_xref	PROTONATION_DIFF	XUJNEKJLAYXESH-UWTATZPHSA-M	XUJNEKJLAYXESH-UWTATZPHSA-N	6419721	[NH3+][C@H](C[S-])C(=O)[O-]	
cpd00590	C00796	kegg_xref	PROTONATION_DIFF	DOBMPNYZJYQDGZ-UHFFFAOYSA-L	DOBMPNYZJYQDGZ-UHFFFAOYSA-N	54676038	O=c1oc2ccccc2c([O-])c1Cc1c([O-])c2ccccc2oc1=O	
cpd00617	C00827	kegg_xref	PROTONATION_DIFF	VIWKEBOLLIEAIL-FBMOWMAESA-J	VIWKEBOLLIEAIL-FBMOWMAESA-N	3081970	CC(O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	
cpd00621	C00832	kegg_xref	PROTONATION_DIFF	UOZODPSAJZTQNH-LSWIJEOBSA-S	UOZODPSAJZTQNH-LSWIJEOBSA-N	165580	[NH3+]C[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H]([NH3+])C[C@H]([NH3+])[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3[NH3+])O[C@@H]2CO)[C@H]([NH3+])[C@@H](O)[C@@H]1O	
cpd00643	C00862	kegg_xref	PROTONATION_DIFF	CKRUWFDORAQSRC-HDLCADABSA-J	CKRUWFDORAQSRC-HDLCADABSA-N	21122601	[NH3+]Cc1cc(COc2ccc(CCNC(=O)CC[C@H](NC(=O)CC[C@H](NC(=O)CCC(C(=O)[O-])C(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])cc2)co1	
cpd00646	CHEBI:57917	chebi_xref	PROTONATION_DIFF	BTJIUGUIPKRLHP-UHFFFAOYSA-N	BTJIUGUIPKRLHP-UHFFFAOYSA-M	644235	O=[N+]([O-])c1ccc(O)cc1	
cpd00648	CHEBI:147350	chebi_xref	PROTONATION_DIFF	ORWYRWWVDCYOMK-HBZPZAIKSA-O	ORWYRWWVDCYOMK-HBZPZAIKSA-N	90657349	CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=[NH2+])NC(=O)[C@@H]([NH3+])CC(=O)[O-])C(C)C)C(=O)N[C@@H](Cc1c[nH]c[nH+]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC(C)C)C(=O)[O-]	
cpd00664	C00896	kegg_xref	PROTONATION_DIFF	RDFCSSHDJSZMTQ-ZDUSSCGKSA-O	RDFCSSHDJSZMTQ-ZDUSSCGKSA-N	73094	Cc1ccc(S(=O)(=O)N[C@@H](CCCC[NH3+])C(=O)CCl)cc1	
cpd00671	C00904	kegg_xref	PROTONATION_DIFF	XYGOWHUIVNMEIA-NOUMMWROSA-I	XYGOWHUIVNMEIA-NOUMMWROSA-N	11966219	CC(O)(CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])C(=O)[O-]	
cpd00687	CHEBI:77633	chebi_xref	PROTONATION_DIFF	CTNZOGJNVIFEBA-MOKAZRKYSA-M	CTNZOGJNVIFEBA-MOKAZRKYSA-L	135563647	[NH3+][C@@H](CCOc1ccc(/C(=N/O)C(=O)N[C@H]2CN([C@@H](C(=O)[O-])c3ccc(O)cc3)C2=O)cc1)C(=O)[O-]	
cpd00713	C00968	kegg_xref	PROTONATION_DIFF	MKMZAENVDZADSW-RRKCRQDMSA-M	MKMZAENVDZADSW-RRKCRQDMSA-N	188955	Nc1ncnc2c1ncn2[C@H]1C[C@@H]2OP(=O)([O-])OC[C@H]2O1	
cpd00735	C01001	kegg_xref	PROTONATION_DIFF	RGBIJPWAWLXPOC-NBAFEDJBSA-I	RGBIJPWAWLXPOC-NBAFEDJBSA-N	21122662	O=CNCc1cc(COc2ccc(CCNC(=O)CC[C@H](NC(=O)CC[C@H](NC(=O)CCC(C(=O)[O-])C(CCC(=O)[O-])C(=O)[O-])C(=O)[O-])C(=O)[O-])cc2)co1	
cpd00736	C01002	kegg_xref	PROTONATION_DIFF	HXXFSFRBOHSIMQ-UHFFFAOYSA-L	HXXFSFRBOHSIMQ-UHFFFAOYSA-N	466	O=P([O-])([O-])OC1OC(CO)C(O)C(O)C1O	
cpd00741	C01009	kegg_xref	PROTONATION_DIFF	MEJLHDUXDMCALH-GUBZJDGZSA-L	MEJLHDUXDMCALH-GUBZJDGZSA-N	20776698	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@@H]3C[C@@H](O)[C@H](O)[C@@H](CO)O3)[C@@H](O)[C@H]2O)c(=O)[nH]1	
cpd00754	C01023	kegg_xref	PROTONATION_DIFF	ASXBYYWOLISCLQ-HZYVHMACSA-Q	ASXBYYWOLISCLQ-HZYVHMACSA-N	439369	C[NH2+][C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](NC(N)=[NH2+])[C@@H](O)[C@@H]3NC(N)=[NH2+])O[C@@H](C)[C@]2(O)CO)O[C@@H](CO)[C@H](O)[C@H]1O	
cpd00779	CHEBI:57506	chebi_xref	PROTONATION_DIFF	NYPYHUZRZVSYKL-ZETCQYMHSA-N	NYPYHUZRZVSYKL-ZETCQYMHSA-M	28094582	[NH3+][C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)[O-]	
cpd00785	C01067	kegg_xref	PROTONATION_DIFF	OKUVUONOJCDUJY-PHYPRBDBSA-M	OKUVUONOJCDUJY-PHYPRBDBSA-N	439386	O=S(=O)([O-])OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	
cpd00803	C01095	kegg_xref	PROTONATION_DIFF	NSCLVINFVJKEKF-TXICZTDVSA-L	NSCLVINFVJKEKF-TXICZTDVSA-N	439395	O=P([O-])(O)OP(=O)([O-])OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O	
cpd00841	CHEBI:57557	chebi_xref	PROTONATION_DIFF	SIGQQUBJQXSAMW-ZCFIWIBFSA-K	SIGQQUBJQXSAMW-ZCFIWIBFSA-J	24916915	C[C@@](O)(CCOP(=O)([O-])OP(=O)([O-])O)CC(=O)[O-]	
cpd00849	CHEBI:58305	chebi_xref	PROTONATION_DIFF	CVENNDDRCHLONB-UHFFFAOYSA-J	CVENNDDRCHLONB-UHFFFAOYSA-K	25201878	O=c1c(OS(=O)(=O)[O-])c(-c2ccc(O)c(OS(=O)(=O)[O-])c2)oc2cc([O-])cc([O-])c12	
cpd00850	CHEBI:58353	chebi_xref	PROTONATION_DIFF	MUUFJLJGMRBUTO-UHFFFAOYSA-J	MUUFJLJGMRBUTO-UHFFFAOYSA-K	25202871	O=c1c(OS(=O)(=O)[O-])c(-c2ccc(OS(=O)(=O)[O-])c(O)c2)oc2cc([O-])cc([O-])c12	
